PLAYER,Team,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
Pau Gasol,CHI,C,78,34.4,18.5,7.3,14.8,49.4,0.2,0.3,46.2,3.8,4.7,80.3,11.8,2.7,2.0,0.3,1.9,54,0,22.73
Victor Oladipo,ORL,SG,72,35.7,17.9,6.6,15.1,43.6,1.2,3.4,33.9,3.6,4.4,81.9,4.2,4.1,2.8,1.7,0.3,3,0,15.98
Kyle Lowry,TOR,PG,70,34.5,17.8,6.1,14.9,41.2,1.9,5.6,33.8,3.6,4.5,80.8,4.7,6.8,2.5,1.6,0.2,13,2,19.33
John Wall,WSH,PG,79,35.9,17.6,6.6,14.8,44.5,0.8,2.7,30.0,3.6,4.6,78.5,4.6,10.0,3.8,1.7,0.6,40,0,19.92
Marc Gasol,MEM,C,81,33.2,17.4,6.5,13.2,49.4,0.0,0.2,17.6,4.3,5.4,79.5,7.8,3.8,2.2,0.9,1.6,20,0,21.73
Kemba Walker,CHA,PG,62,34.2,17.3,6.1,15.8,38.5,1.4,4.5,30.4,3.8,4.6,82.7,3.5,5.1,1.6,1.4,0.5,4,0,17.66
Dirk Nowitzki,DAL,F,77,29.6,17.3,6.3,13.8,45.9,1.4,3.6,38.0,3.3,3.8,88.2,5.9,1.9,1.1,0.5,0.4,6,0,19.26
Brook Lopez,BKN,C,72,29.2,17.2,7.0,13.7,51.3,0.0,0.1,10.0,3.1,3.8,81.4,7.4,0.7,1.4,0.6,1.8,17,0,22.76
Tobias Harris,ORL,SF,68,34.8,17.1,6.5,14.0,46.6,1.3,3.5,36.4,2.8,3.6,78.8,6.3,1.8,1.7,1.0,0.5,11,0,16.76
Eric Bledsoe,PHX,PG,81,34.6,17.0,5.8,12.9,44.7,1.1,3.4,32.4,4.4,5.4,80.0,5.2,6.1,3.4,1.6,0.6,13,2,18.47
Brandon Knight,MIL,PG,63,32.3,17.0,6.0,14.1,42.2,2.0,5.1,38.9,3.1,3.5,87.4,3.9,5.2,3.0,1.4,0.2,2,0,17.17
Andrew Wiggins,MIN,SF,82,36.2,16.9,6.1,13.9,43.7,0.5,1.5,31.0,4.3,5.7,76.0,4.6,2.1,2.2,1.0,0.6,2,0,13.97
Paul Millsap,ATL,PF,73,32.7,16.7,6.1,12.7,47.6,1.1,3.0,35.6,3.5,4.6,75.7,7.8,3.1,2.3,1.8,0.9,15,0,20.10
Al Jefferson,CHA,C,65,30.6,16.6,7.5,15.5,48.1,0.0,0.1,40.0,1.7,2.5,65.5,8.4,1.7,1.0,0.7,1.3,22,0,19.75
Tyreke Evans,NO,G,79,34.1,16.6,6.6,14.7,44.7,0.9,2.9,30.4,2.6,3.7,69.4,5.3,6.6,3.1,1.3,0.5,18,1,17.77
Kawhi Leonard,SA,SF,64,31.8,16.5,6.2,12.8,47.9,1.0,3.0,34.9,3.2,3.9,80.2,7.2,2.5,1.5,2.3,0.8,14,0,22.09
Isaiah Thomas,PHX,PG,67,25.8,16.4,5.0,11.9,42.1,1.9,5.2,37.3,4.5,5.2,86.8,2.3,4.2,2.1,0.9,0.1,0,0,20.63
Kevin Love,CLE,PF,75,33.8,16.4,5.5,12.7,43.4,1.9,5.2,36.7,3.4,4.3,80.4,9.7,2.2,1.6,0.7,0.5,38,0,18.89
JJ Redick,LAC,SG,78,30.9,16.4,5.7,12.0,47.7,2.6,5.9,43.7,2.3,2.6,90.1,2.1,1.8,1.2,0.5,0.1,0,0,16.23
Goran Dragic,PHX,PG,78,33.8,16.3,6.4,12.8,50.1,1.2,3.3,34.7,2.3,3.0,77.3,3.5,4.5,2.2,1.0,0.2,4,0,17.47
Zach Randolph,MEM,F,71,32.5,16.1,6.4,13.1,48.7,0.1,0.3,35.0,3.2,4.2,76.5,10.5,2.2,2.2,1.0,0.2,38,0,19.54
Derrick Favors,UTAH,PF,74,30.8,16.0,6.5,12.4,52.5,0.0,0.1,16.7,3.0,4.5,66.9,8.2,1.5,1.6,0.8,1.7,23,0,21.86
Wesley Matthews,POR,SG,60,33.7,15.9,5.6,12.5,44.8,2.9,7.4,38.9,1.8,2.4,75.2,3.7,2.3,1.4,1.3,0.2,0,0,16.15
Jeff Teague,ATL,PG,73,30.5,15.9,5.6,12.2,46.0,1.0,2.8,34.3,3.8,4.4,86.2,2.5,7.0,2.8,1.7,0.4,10,0,20.64
Greg Monroe,DET,C,69,31.0,15.9,6.1,12.4,49.6,0.0,0.0,0.0,3.7,4.9,75.0,10.2,2.1,2.2,1.1,0.5,35,0,21.26
Mike Conley,MEM,PG,70,31.8,15.8,5.6,12.6,44.6,1.5,4.0,38.6,3.1,3.6,85.9,3.0,5.4,2.2,1.3,0.2,6,0,18.61
Jamal Crawford,LAC,G,64,26.6,15.8,5.2,13.1,39.6,1.9,5.7,32.7,3.5,3.9,90.1,1.9,2.5,1.4,0.9,0.2,0,0,16.71
Chandler Parsons,DAL,SF,66,33.1,15.7,5.8,12.6,46.2,2.0,5.3,38.0,2.1,2.9,72.0,4.9,2.4,1.5,1.0,0.3,3,0,16.37
Lou Williams,TOR,SG,80,25.2,15.5,4.7,11.6,40.4,1.9,5.6,34.0,4.3,4.9,86.1,1.9,2.1,1.3,1.1,0.1,0,0,19.90
Enes Kanter,UTAH,C,75,28.5,15.5,6.4,12.4,51.9,0.2,0.6,35.6,2.4,3.1,78.2,8.9,0.7,1.9,0.5,0.4,31,0,20.36
Markieff Morris,PHX,PF,82,31.5,15.3,6.2,13.4,46.5,0.7,2.2,31.8,2.2,2.8,76.3,6.2,2.3,2.1,1.2,0.5,12,0,15.81
Bradley Beal,WSH,SG,63,33.4,15.3,5.8,13.5,42.7,1.7,4.1,40.9,2.1,2.6,78.3,3.8,3.1,2.0,1.2,0.3,2,0,14.02
Ty Lawson,DEN,G,75,35.5,15.2,5.4,12.3,43.6,0.9,2.7,34.1,3.5,4.8,73.0,3.1,9.6,2.5,1.2,0.1,28,0,18.50
Al Horford,ATL,C,76,30.5,15.2,6.8,12.7,53.8,0.1,0.5,30.6,1.4,1.9,75.9,7.2,3.2,1.3,0.9,1.3,14,1,21.43
Jeff Green,BOS,F,78,31.5,15.0,5.3,12.4,43.0,1.2,3.7,33.2,3.1,3.7,83.3,4.2,1.7,1.4,0.7,0.4,1,0,14.48
Michael Carter-Williams,PHI,PG,66,32.6,14.6,5.5,13.9,39.6,0.5,2.3,23.5,3.1,4.4,69.4,5.3,6.7,3.8,1.7,0.5,11,3,14.13
Reggie Jackson,OKC,PG,77,29.5,14.5,5.6,12.9,43.4,0.9,3.1,29.9,2.4,2.8,83.0,4.2,6.0,2.4,0.8,0.1,15,2,17.24
Joe Johnson,BKN,G,80,34.9,14.4,5.6,12.8,43.5,1.5,4.2,35.9,1.8,2.2,80.1,4.8,3.7,1.7,0.7,0.2,3,0,14.11
Tony Parker,SA,G,68,28.7,14.4,5.9,12.2,48.6,0.6,1.3,42.7,1.9,2.4,78.3,1.9,4.9,2.1,0.6,0.0,1,0,15.94
Serge Ibaka,OKC,PF,64,33.1,14.3,5.8,12.3,47.6,1.2,3.2,37.6,1.4,1.7,83.6,7.8,0.9,1.5,0.5,2.4,17,0,16.60
Mo Williams,MIN,PG,68,29.1,14.2,5.0,12.6,39.7,1.8,5.1,34.2,2.4,2.8,87.2,2.6,6.2,2.5,0.7,0.2,13,0,15.48
Thaddeus Young,MIN,PF,76,32.0,14.1,5.9,12.7,46.6,0.5,1.5,33.0,1.7,2.6,65.5,5.4,2.3,1.5,1.6,0.3,3,0,15.74
Luol Deng,MIA,F,72,33.6,14.0,5.1,10.9,46.9,1.1,3.1,35.5,2.7,3.5,76.1,5.2,1.9,1.5,0.9,0.3,5,0,15.55
Wilson Chandler,DEN,SF,78,31.7,13.9,5.4,12.5,42.9,1.8,5.2,34.2,1.4,1.8,77.5,6.1,1.7,1.4,0.7,0.4,8,0,13.24
Avery Bradley,BOS,PG,77,31.5,13.9,5.6,13.2,42.8,1.6,4.6,35.2,1.0,1.3,79.0,3.1,1.8,1.4,1.1,0.2,1,0,11.51
Tim Duncan,SA,C,77,28.9,13.9,5.4,10.6,51.2,0.0,0.1,28.6,3.0,4.0,74.0,9.1,3.0,1.7,0.8,2.0,33,1,22.69
Andre Drummond,DET,C,82,30.5,13.8,6.0,11.7,51.4,0.0,0.0,0.0,1.7,4.5,38.9,13.5,0.7,1.5,0.9,1.9,48,0,21.50
Ryan Anderson,NO,F,61,27.5,13.7,4.8,12.0,39.9,2.0,5.9,34.0,2.1,2.5,85.4,4.8,0.9,1.0,0.5,0.3,3,0,15.69
Robert Covington,PHI,PF,70,27.9,13.5,4.3,10.8,39.5,2.4,6.4,37.4,2.5,3.1,82.0,4.5,1.5,1.8,1.4,0.4,1,0,14.72
C.J. Miles,IND,SG,70,26.3,13.5,4.7,11.8,39.8,2.2,6.4,34.5,1.9,2.3,80.7,3.1,1.1,1.0,0.9,0.4,1,0,14.18
Eric Gordon,NO,SG,61,33.1,13.4,4.7,11.4,41.1,2.3,5.2,44.8,1.8,2.2,80.5,2.6,3.8,2.0,0.8,0.2,1,0,12.76
Khris Middleton,MIL,SF,79,30.1,13.4,5.1,11.0,46.7,1.4,3.4,40.7,1.7,2.0,85.9,4.4,2.3,1.4,1.5,0.1,1,0,15.70
Jared Sullinger,BOS,C,58,27.0,13.3,5.4,12.2,43.9,0.9,3.2,28.3,1.7,2.2,74.4,7.6,2.3,1.3,0.8,0.7,12,0,17.93
Arron Afflalo,DEN,G,78,32.1,13.3,4.8,11.3,42.4,1.5,4.3,35.4,2.1,2.5,84.3,3.2,1.7,1.5,0.5,0.1,0,0,10.70
Deron Williams,BKN,PG,68,31.1,13.0,4.4,11.3,38.7,1.3,3.5,36.7,3.0,3.5,83.4,3.5,6.6,2.3,0.9,0.3,11,0,15.73
Trey Burke,UTAH,PG,76,30.1,12.8,4.9,13.2,36.8,1.6,5.1,31.8,1.4,1.9,75.2,2.7,4.3,1.6,0.9,0.2,3,0,12.64
Trevor Ariza,HOU,SF,82,35.7,12.8,4.5,11.1,40.2,2.4,6.8,35.0,1.5,1.7,85.3,5.6,2.5,1.7,1.9,0.2,3,0,12.74
Kentavious Caldwell-Pope,DET,SG,82,31.5,12.7,4.8,11.9,40.1,1.9,5.4,34.5,1.3,1.9,69.6,3.1,1.3,1.1,1.1,0.2,0,0,11.25
Giannis Antetokounmpo,MIL,PF,81,31.4,12.7,4.7,9.6,49.1,0.1,0.5,15.9,3.2,4.3,74.1,6.7,2.6,2.1,0.9,1.0,10,0,14.89
Rodney Stuckey,IND,PG,71,26.4,12.6,4.7,10.6,44.0,0.8,2.0,39.0,2.5,3.0,81.9,3.5,3.1,1.7,0.8,0.1,2,0,15.48
DeMarre Carroll,ATL,SF,70,31.3,12.6,4.5,9.3,48.7,1.7,4.3,39.5,1.8,2.6,70.2,5.3,1.7,1.1,1.3,0.2,3,0,15.94
Kenneth Faried,DEN,F,75,27.8,12.6,5.0,9.8,50.7,0.0,0.1,12.5,2.7,3.8,69.1,8.9,1.2,1.6,0.8,0.8,26,0,18.46
Danilo Gallinari,DEN,PF,59,24.2,12.4,3.9,9.6,40.1,1.8,5.1,35.5,2.9,3.2,89.5,3.7,1.4,1.0,0.8,0.3,0,0,16.81
Josh Smith,DET,PF,83,27.7,12.4,5.0,11.9,41.9,0.9,2.7,31.6,1.5,3.1,49.8,6.4,3.3,2.5,1.0,1.4,15,0,14.92
Marcin Gortat,WSH,C,82,29.9,12.2,5.4,9.5,56.6,0.0,0.0,0.0,1.5,2.1,70.3,8.7,1.2,1.2,0.6,1.3,22,0,18.28
Kyle Korver,ATL,SG,75,32.2,12.1,3.9,8.0,48.7,2.9,6.0,49.2,1.4,1.6,89.8,4.1,2.6,1.4,0.7,0.6,1,0,14.80
Ben McLemore,SAC,SG,82,32.6,12.1,4.4,10.1,43.7,1.7,4.8,35.8,1.6,2.0,81.3,2.9,1.7,1.7,0.9,0.2,0,0,10.42
Gerald Henderson,CHA,SG,80,28.9,12.1,4.6,10.6,43.7,0.6,1.7,33.1,2.3,2.7,84.8,3.4,2.6,1.4,0.6,0.3,2,0,13.29
JR Smith,NY,G,70,29.7,12.1,4.5,10.8,41.7,2.3,6.1,38.3,0.8,1.0,75.0,3.1,2.8,1.4,1.2,0.3,0,0,13.63
Donatas Motiejunas,HOU,F,71,28.7,12.0,5.0,9.9,50.4,0.7,1.9,36.8,1.4,2.3,60.2,5.9,1.8,1.7,0.8,0.5,7,0,14.44
Jonas Valanciunas,TOR,C,80,26.2,12.0,4.7,8.2,57.2,0.0,0.0,0.0,2.7,3.5,78.6,8.7,0.5,1.4,0.4,1.2,22,0,20.60
Evan Fournier,ORL,SG,58,28.6,12.0,4.4,9.9,44.0,1.5,3.9,37.8,1.8,2.5,72.8,2.6,2.1,1.4,0.7,0.0,0,0,12.47
Jordan Hill,LAL,C,70,26.8,12.0,5.1,11.1,45.9,0.0,0.2,27.3,1.8,2.4,73.8,7.9,1.5,1.5,0.5,0.7,22,0,16.21
Jarrett Jack,BKN,G,80,28.0,12.0,4.5,10.2,43.9,0.5,1.8,26.7,2.5,2.8,88.1,3.1,4.7,2.4,0.9,0.2,5,0,14.64
Gerald Green,PHX,SG,74,19.5,11.9,4.4,10.5,41.6,1.9,5.2,35.4,1.3,1.6,82.5,2.5,1.2,1.4,0.6,0.2,0,0,15.47
Jordan Clarkson,LAL,PG,59,25.0,11.9,4.5,10.1,44.8,0.6,2.1,31.4,2.2,2.7,82.9,3.2,3.5,1.6,0.9,0.2,2,0,16.94
Paul Pierce,WSH,SF,73,26.2,11.9,4.0,9.0,44.7,1.6,4.2,38.9,2.2,2.9,78.1,4.0,2.0,1.3,0.6,0.3,2,0,15.23
Carlos Boozer,LAL,PF,71,23.8,11.8,5.2,10.5,49.9,0.0,0.0,0.0,1.3,2.1,62.7,6.8,1.3,1.3,0.6,0.2,10,0,16.50
Dion Waiters,CLE,SG,80,27.6,11.8,4.7,11.8,39.6,0.9,3.1,29.7,1.5,2.2,68.0,2.4,2.0,1.4,1.1,0.3,1,0,10.93
Danny Green,SA,SG,81,28.5,11.7,4.0,9.1,43.6,2.4,5.6,41.8,1.4,1.6,87.4,4.2,2.0,1.1,1.2,1.1,2,0,16.55
Draymond Green,GS,PF,79,31.5,11.7,4.3,9.7,44.3,1.4,4.2,33.7,1.7,2.5,66.0,8.2,3.7,1.7,1.6,1.3,18,1,16.43
David West,IND,F,66,28.7,11.7,4.9,10.4,47.1,0.1,0.3,20.0,1.8,2.4,73.9,6.8,3.4,1.8,0.7,0.7,7,0,16.06
Aaron Brooks,CHI,G,82,23.0,11.6,4.2,10.0,42.1,1.5,3.8,38.7,1.8,2.1,83.3,2.0,3.2,1.9,0.7,0.2,1,0,14.49
DeAndre Jordan,LAC,C,82,34.4,11.5,4.6,6.5,71.0,0.0,0.0,25.0,2.3,5.7,39.7,15.0,0.7,1.3,1.0,2.2,47,0,21.05
Ersan Ilyasova,MIL,PF,58,22.7,11.5,4.5,9.6,47.2,1.3,3.3,38.9,1.2,1.8,64.5,4.8,1.0,0.8,0.6,0.3,6,0,16.90
Amar'e Stoudemire,NY,C,59,21.1,11.5,4.6,8.3,55.7,0.0,0.1,0.0,2.3,3.2,72.0,5.6,0.8,1.3,0.5,0.6,4,0,20.40
Tim Hardaway Jr.,NY,SG,70,24.0,11.5,4.0,10.2,38.9,1.7,5.1,34.2,1.8,2.2,80.1,2.2,1.8,1.2,0.3,0.2,0,0,12.12
Corey Brewer,MIN,F,80,26.1,11.5,4.3,10.1,42.6,0.8,2.9,26.8,2.1,2.8,74.3,3.7,2.2,1.6,1.4,0.2,3,0,13.98
O.J. Mayo,MIL,SG,71,23.9,11.4,4.2,9.9,42.2,1.4,3.9,35.7,1.6,2.0,82.7,2.6,2.8,1.8,0.8,0.3,0,0,13.60
Jeremy Lin,LAL,G,74,25.8,11.2,3.7,8.8,42.4,0.9,2.4,36.9,2.9,3.6,79.5,2.6,4.6,2.2,1.1,0.4,3,0,15.65
Jodie Meeks,DET,G,60,24.4,11.1,3.7,8.9,41.6,1.2,3.5,34.9,2.4,2.7,90.6,1.7,1.3,1.0,1.0,0.1,0,0,14.18
Nene,WSH,C,67,25.3,11.0,4.6,9.0,51.1,0.0,0.1,20.0,1.8,3.0,60.4,5.1,1.8,1.9,1.0,0.3,2,0,14.33
Anthony Morrow,OKC,SG,74,24.4,10.7,3.9,8.3,46.3,1.9,4.4,43.4,1.1,1.2,88.8,2.6,0.8,0.5,0.7,0.1,2,0,14.88
Brandon Bass,BOS,PF,82,23.5,10.6,4.2,8.3,50.4,0.1,0.4,28.1,2.1,2.6,79.0,4.9,1.3,1.0,0.5,0.4,5,0,16.39
Roy Hibbert,IND,C,76,25.3,10.6,4.2,9.3,44.6,0.0,0.0,0.0,2.2,2.7,82.4,7.1,1.1,1.4,0.2,1.6,18,0,15.47
Manu Ginobili,SA,G,70,22.7,10.5,3.6,8.4,42.6,1.3,3.7,34.5,2.1,2.9,72.1,3.0,4.2,2.2,1.0,0.3,3,0,16.20
Marcus Morris Sr.,PHX,SF,81,25.2,10.4,4.1,9.4,43.4,1.4,3.9,35.8,0.9,1.4,62.8,4.8,1.6,0.9,0.8,0.2,5,0,13.73
Marreese Speights,GS,F,76,15.9,10.4,4.2,8.5,49.2,0.1,0.2,27.8,2.0,2.3,84.3,4.3,0.9,1.1,0.3,0.4,1,0,19.58
Taj Gibson,CHI,PF,62,27.3,10.3,4.1,8.2,50.2,0.0,0.0,0.0,2.1,3.0,71.7,6.4,1.1,1.2,0.6,1.2,8,0,16.10
Tyson Chandler,DAL,C,75,30.5,10.3,3.9,5.9,66.6,0.0,0.0,0.0,2.5,3.4,72.0,11.5,1.1,1.4,0.6,1.2,31,0,20.12
Kelly Olynyk,BOS,PF,64,22.3,10.3,3.9,8.3,47.5,1.0,2.7,34.9,1.5,2.1,68.4,4.7,1.7,1.5,1.0,0.6,3,0,15.93
Mario Chalmers,MIA,G,80,29.6,10.2,3.3,8.3,40.3,0.9,3.1,29.4,2.6,3.3,77.4,2.6,3.8,2.2,1.5,0.1,4,0,11.76
Nikola Mirotic,CHI,F,82,20.2,10.2,3.1,7.6,40.5,1.2,3.8,31.6,2.8,3.5,80.3,4.9,1.2,1.1,0.7,0.7,8,0,17.93
Tyler Zeller,BOS,C,82,21.1,10.2,4.1,7.5,54.9,0.0,0.0,0.0,1.9,2.3,82.3,5.7,1.4,0.9,0.2,0.6,3,0,19.01
Zach LaVine,MIN,PG,77,24.7,10.1,3.7,8.8,42.2,0.7,2.2,34.1,1.9,2.3,84.2,2.8,3.6,2.5,0.7,0.1,4,0,11.31
Courtney Lee,MEM,SG,77,30.6,10.1,3.7,8.4,44.8,1.2,2.9,40.2,1.4,1.7,86.0,2.3,2.0,1.0,1.0,0.2,0,0,11.51
Harrison Barnes,GS,SF,82,28.3,10.1,3.9,8.0,48.2,1.1,2.6,40.5,1.3,1.8,72.0,5.5,1.4,0.9,0.7,0.2,6,0,13.41
Matt Barnes,LAC,SF,76,29.9,10.1,3.6,8.2,44.4,1.8,4.9,36.2,1.0,1.3,77.9,4.0,1.5,1.1,0.9,0.7,1,0,11.29
Wayne Ellington,LAL,SG,65,25.8,10.0,3.9,9.5,41.2,1.4,3.7,37.0,0.8,1.0,81.3,3.2,1.6,0.8,0.5,0.0,1,0,11.66
Dennis Schroder,ATL,PG,77,19.7,10.0,3.7,8.6,42.7,0.7,1.9,35.1,1.9,2.3,82.7,2.1,4.1,1.9,0.6,0.1,5,0,15.74
Nerlens Noel,PHI,C,75,30.8,9.9,4.0,8.7,46.2,0.0,0.0,0.0,1.9,3.1,60.9,8.1,1.7,1.9,1.8,1.9,18,0,15.03
Wesley Johnson,LAL,F,76,29.5,9.9,3.8,9.1,41.4,1.2,3.4,35.1,1.2,1.5,80.4,4.2,1.6,1.1,0.8,0.6,3,0,11.14
Luc Mbah a Moute,PHI,F,67,28.6,9.9,3.7,9.5,39.5,0.9,3.0,30.7,1.4,2.4,58.9,4.9,1.6,1.5,1.2,0.3,4,0,10.60
Terrence Ross,TOR,SG,82,25.5,9.8,3.8,9.2,41.0,1.8,4.8,37.2,0.5,0.7,78.6,2.8,1.0,0.8,0.6,0.3,0,0,11.21
Gorgui Dieng,MIN,C,73,30.0,9.7,3.5,7.0,50.6,0.0,0.1,16.7,2.6,3.3,78.3,8.3,2.0,1.7,1.0,1.7,18,0,17.26
Timofey Mozgov,DEN,C,81,25.3,9.7,3.9,7.0,55.5,0.0,0.1,33.3,1.9,2.7,71.8,7.3,0.7,1.4,0.4,1.2,18,0,16.59
Robin Lopez,POR,C,59,27.8,9.6,4.0,7.4,53.5,0.0,0.0,0.0,1.7,2.2,77.2,6.7,0.9,1.2,0.3,1.4,6,0,16.26
Evan Turner,BOS,SG,82,27.6,9.5,3.9,9.1,42.9,0.4,1.5,27.7,1.3,1.7,75.2,5.1,5.5,2.4,1.0,0.2,7,3,12.88
D.J. Augustin,DET,PG,82,24.0,9.5,3.1,7.9,39.9,1.0,3.0,33.7,2.2,2.5,86.8,2.0,4.3,1.8,0.6,0.0,4,0,13.92
Greivis Vasquez,TOR,PG,82,24.3,9.5,3.6,8.8,40.8,1.6,4.3,37.9,0.6,0.8,75.8,2.6,3.7,1.5,0.6,0.1,0,0,12.67
Mike Dunleavy,CHI,SG,63,29.2,9.4,3.3,7.6,43.5,1.7,4.2,40.7,1.1,1.4,80.5,3.9,1.8,1.0,0.6,0.3,0,0,11.64
Luis Scola,IND,F,81,20.5,9.4,3.7,7.9,46.7,0.1,0.2,25.0,2.0,2.8,69.9,6.5,1.3,1.2,0.6,0.2,9,0,16.84
Nicolas Batum,POR,SG,71,33.5,9.4,3.4,8.5,40.0,1.4,4.4,32.4,1.2,1.4,85.7,5.9,4.8,1.9,1.1,0.6,5,0,13.10
Amir Johnson,TOR,F,75,26.4,9.3,4.0,6.9,57.4,0.3,0.6,41.3,1.1,1.7,61.2,6.1,1.6,1.5,0.6,0.8,6,0,15.43
Marco Belinelli,SA,SG,62,22.4,9.2,3.2,7.6,42.3,1.4,3.7,37.4,1.4,1.6,84.8,2.5,1.5,1.0,0.5,0.0,0,0,12.47
PJ Tucker,PHX,PF,78,30.6,9.1,3.3,7.6,43.8,1.1,3.2,34.5,1.3,1.8,72.7,6.4,1.6,1.2,1.4,0.3,4,0,12.56
Bojan Bogdanovic,BKN,SF,78,23.8,9.0,3.3,7.4,45.3,1.2,3.3,35.5,1.1,1.4,82.1,2.7,0.9,1.0,0.4,0.1,0,0,11.64
Rajon Rondo,BOS/DAL,PG,68,29.7,8.9,4.0,9.5,42.6,0.4,1.3,31.4,0.5,1.1,39.7,5.5,7.9,3.1,1.3,0.1,15,3,13.49
Elfrid Payton,ORL,PG,82,30.4,8.9,3.7,8.6,42.5,0.1,0.5,26.2,1.4,2.6,55.1,4.3,6.5,2.5,1.7,0.2,12,2,13.87
Solomon Hill,IND,SF,82,29.0,8.9,3.1,7.7,39.6,0.8,2.5,32.7,1.9,2.4,82.4,3.8,2.2,1.4,0.8,0.2,1,0,10.20
Omri Casspi,SAC,F,67,21.1,8.9,3.1,6.4,48.9,0.5,1.3,40.2,2.1,2.9,73.3,3.9,1.5,1.3,0.5,0.1,1,0,14.45
Hollis Thompson,PHI,F,71,25.0,8.8,3.2,7.6,41.3,1.6,4.0,40.1,0.9,1.3,70.8,2.8,1.2,0.9,0.8,0.4,0,0,10.98
Devin Harris,DAL,G,76,22.2,8.8,2.9,6.9,41.8,1.3,3.5,35.7,1.7,2.1,81.5,1.8,3.1,1.1,1.0,0.2,0,0,14.86
Mason Plumlee,BKN,PF,82,21.3,8.7,3.4,6.0,57.3,0.0,0.0,0.0,1.9,3.9,49.5,6.2,0.9,1.3,0.8,0.8,12,0,18.04
Boris Diaw,SA,C,81,24.5,8.7,3.6,7.8,46.0,0.7,2.1,32.0,0.9,1.1,77.4,4.3,2.9,1.6,0.4,0.3,1,0,12.74
Chris Kaman,POR,C,74,18.9,8.6,3.8,7.4,51.5,0.0,0.0,0.0,1.0,1.4,70.6,6.5,0.9,1.5,0.2,0.7,4,0,17.38
