PLAYER,Team,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
Mehmet Okur,UTAH,C,82,28.1,12.9,4.3,9.2,46.8,0.2,0.8,27.0,4.0,4.7,85.0,7.5,2.0,1.7,0.4,0.8,22,0,18.99
Jeff McInnis,CLE,PG,76,34.9,12.8,5.0,12.0,41.2,1.2,3.5,34.5,1.7,2.1,81.3,2.1,5.1,1.5,0.7,0.0,5,0,12.41
Latrell Sprewell,MIN,SG,80,30.6,12.8,5.0,12.0,41.4,0.9,2.6,32.7,2.0,2.4,83.0,3.2,2.2,1.6,0.7,0.3,0,0,12.14
Eddie Jones,MIA,SG,80,35.5,12.7,4.4,10.3,42.8,1.8,4.8,37.2,2.2,2.7,80.6,5.1,2.7,1.2,1.1,0.5,3,0,13.62
Josh Howard,DAL,SF,76,32.2,12.6,5.0,10.4,47.5,0.4,1.5,29.6,2.2,3.1,73.3,6.4,1.4,1.6,1.5,0.6,12,0,15.80
Morris Peterson,TOR,SG,82,30.6,12.5,4.3,10.3,42.0,1.6,4.1,38.5,2.3,2.8,83.2,4.1,2.1,1.1,1.1,0.2,3,0,14.47
Dan Dickau,NO/DAL,PG,71,29.4,12.5,4.3,10.6,40.5,1.2,3.5,34.7,2.7,3.2,83.3,2.5,4.9,2.0,1.1,0.1,5,0,14.93
Kenny Thomas,PHI,PF,73,29.7,12.4,5.0,10.7,47.0,0.0,0.1,20.0,2.4,3.1,76.2,7.3,2.1,1.8,0.9,0.2,15,0,15.25
Jason Terry,DAL,G,80,30.0,12.4,4.7,9.3,50.1,1.3,3.1,42.0,1.8,2.2,84.4,2.4,5.4,1.8,1.4,0.2,6,0,18.42
Earl Boykins,DEN,PG,82,26.4,12.4,4.1,10.0,41.3,0.7,2.0,33.7,3.4,3.7,92.1,1.7,4.5,1.5,1.0,0.1,6,0,17.17
Tim Thomas,NY,PF,71,27.3,12.0,4.4,10.1,43.9,1.2,2.9,40.9,1.9,2.4,78.6,3.3,1.5,1.6,0.6,0.2,0,0,12.32
Dwight Howard,ORL,C,82,32.6,12.0,4.3,8.3,52.0,0.0,0.0,0.0,3.4,5.0,67.1,10.0,0.9,2.0,0.9,1.7,32,0,17.27
Marc Jackson,PHI,PF,81,24.4,12.0,4.2,9.0,46.5,0.0,0.0,0.0,3.6,4.3,82.8,5.0,1.0,1.6,0.4,0.2,4,0,15.98
Derek Fisher,GS,PG,74,30.0,11.9,4.0,10.2,39.3,1.5,3.9,37.1,2.4,2.7,86.2,2.9,4.1,1.7,1.0,0.1,0,0,13.42
David Wesley,NO,SG,80,34.7,11.9,4.2,10.5,39.8,1.5,3.9,37.5,2.0,2.4,85.7,2.9,3.3,1.4,1.2,0.1,1,0,11.84
Mike James,MIL,PG,74,25.1,11.8,4.5,10.1,44.1,1.4,3.5,38.6,1.5,2.0,75.2,2.8,3.6,1.4,0.9,0.1,1,0,16.60
Damon Jones,MIA,PG,82,31.4,11.6,4.0,8.9,45.6,2.7,6.4,43.2,0.8,1.0,79.1,2.8,4.3,1.2,0.5,0.1,0,0,15.55
Ruben Patterson,POR,PF,70,28.0,11.6,4.6,8.6,53.1,0.0,0.4,8.0,2.4,4.0,59.9,3.9,2.0,2.0,1.5,0.3,0,0,15.83
Kyle Korver,PHI,SG,82,32.5,11.5,3.9,9.3,41.8,2.8,6.8,40.5,1.0,1.2,85.4,4.6,2.2,1.3,1.3,0.4,4,0,12.87
Kurt Thomas,NY,PF,80,35.7,11.5,5.3,11.3,47.1,0.0,0.1,50.0,0.8,1.1,78.6,10.4,2.0,1.2,0.9,1.0,32,0,14.19
Gary Payton,BOS,PG,77,33.0,11.3,4.4,9.4,46.8,0.5,1.7,32.6,2.0,2.6,76.1,3.1,6.1,1.9,1.1,0.2,7,0,15.17
Tyronn Lue,ATL/HOU,PG,70,28.7,11.2,4.2,9.3,45.1,0.8,2.2,35.5,2.0,2.4,86.1,2.1,4.6,1.5,0.5,0.0,4,0,14.18
Antonio Daniels,SEA,PG,75,27.0,11.2,3.6,8.3,43.8,0.7,2.2,29.7,3.3,4.1,81.6,2.3,4.1,1.0,0.7,0.0,1,0,18.08
Gerald Wallace,CHA,SF,70,30.7,11.1,4.1,9.1,44.9,0.2,0.9,27.4,2.7,4.1,66.1,5.5,2.0,2.3,1.7,1.3,7,0,14.12
Raef LaFrentz,BOS,C,80,27.5,11.1,4.3,8.6,49.6,1.0,2.8,36.4,1.5,1.9,81.1,6.9,1.2,0.9,0.5,1.2,11,0,17.33
Joe Smith,MIL,PF,74,30.6,11.0,4.3,8.4,51.4,0.0,0.0,0.0,2.4,3.1,76.8,7.3,0.9,1.1,0.6,0.5,14,0,15.03
Udonis Haslem,MIA,PF,80,33.4,10.9,4.3,8.0,54.0,0.0,0.1,0.0,2.2,2.8,79.1,9.1,1.4,1.4,0.8,0.5,23,0,15.53
P.J. Brown,NO,PF,82,34.4,10.8,4.1,9.2,44.6,0.0,0.0,0.0,2.6,3.0,86.4,9.0,2.2,1.2,0.9,0.6,28,0,15.53
Fred Jones,IND,SG,77,29.5,10.6,3.6,8.4,42.5,1.1,3.0,38.0,2.3,2.7,85.0,3.1,2.5,1.5,0.8,0.4,1,0,13.34
Corliss Williamson,PHI,PF,72,21.2,10.3,3.8,8.1,46.7,0.0,0.0,0.0,2.7,3.4,79.9,3.6,1.1,1.2,0.5,0.2,2,0,14.70
JR Smith,NO,G,76,24.5,10.3,3.9,9.8,39.4,1.1,3.7,28.8,1.5,2.1,68.9,2.0,1.9,1.4,0.7,0.1,0,0,10.93
Mo Williams,MIL,PG,80,28.2,10.2,4.0,9.2,43.8,0.4,1.2,32.3,1.7,2.0,85.0,3.1,6.1,2.5,0.9,0.1,8,0,14.10
Jason Williams,MEM,PG,71,27.5,10.1,3.7,9.1,41.3,1.5,4.6,32.4,1.1,1.4,79.2,1.7,5.6,1.8,1.1,0.1,1,0,15.47
Josh Childress,ATL,F,80,29.7,10.1,3.8,8.0,47.0,0.2,0.7,23.2,2.4,2.9,82.3,6.0,1.9,1.3,0.9,0.4,12,0,15.22
Luke Ridnour,SEA,PG,82,31.4,10.0,3.6,9.0,40.5,0.8,2.2,37.6,1.9,2.2,88.3,2.5,5.9,1.8,1.1,0.3,4,0,14.63
Nenad Krstic,NJ,C,75,26.2,10.0,3.7,7.6,49.3,0.0,0.0,0.0,2.5,3.4,72.5,5.3,1.0,1.5,0.4,0.8,9,0,13.45
Shane Battier,MEM,SF,80,31.5,9.9,3.4,7.7,44.2,0.9,2.2,39.5,2.3,2.9,78.9,5.2,1.6,0.9,1.1,1.0,4,0,14.82
Chris Mihm,LAL,C,75,24.9,9.8,3.7,7.4,50.7,0.0,0.0,0.0,2.3,3.4,67.8,6.7,0.7,1.5,0.2,1.4,18,0,15.79
Ben Wallace,DET,PF,74,36.1,9.7,4.0,8.8,45.3,0.0,0.1,11.1,1.8,4.1,42.8,12.2,1.7,1.1,1.4,2.4,29,0,17.49
Josh Smith,ATL,PF,74,27.7,9.7,3.7,8.1,45.5,0.1,0.3,17.4,2.2,3.2,68.8,6.2,1.7,1.8,0.8,1.9,10,0,15.46
Keith Bogans,CHA,SG,74,24.2,9.6,3.5,9.3,38.1,0.8,2.3,32.9,1.8,2.5,72.7,3.1,1.8,1.6,0.9,0.1,0,0,10.41
Lorenzen Wright,MEM,PF,80,28.6,9.6,4.0,8.5,46.9,0.0,0.0,0.0,1.6,2.5,66.2,7.7,1.1,1.3,0.7,0.9,17,0,13.98
Antonio McDyess,DET,PF,77,23.3,9.6,4.0,7.8,51.3,0.0,0.0,0.0,1.6,2.5,65.6,6.3,0.9,1.2,0.6,0.7,6,0,17.24
Jason Hart,CHA,PG,74,25.5,9.5,3.5,7.7,44.9,0.5,1.3,36.8,2.1,2.7,78.5,2.7,5.0,1.4,1.3,0.2,7,0,16.91
Nazr Mohammed,NY,C,77,25.1,9.5,3.8,7.8,48.0,0.0,0.0,0.0,2.0,2.9,67.4,7.6,0.4,1.4,0.8,1.1,18,0,16.47
Mark Blount,BOS,C,82,26.0,9.4,4.0,7.5,52.9,0.0,0.0,0.0,1.4,2.0,71.3,4.8,1.6,1.9,0.4,0.8,1,0,12.57
Andre Iguodala,PHI,SG,82,32.8,9.0,3.3,6.7,49.3,0.6,1.7,33.1,1.9,2.6,74.3,5.7,3.0,1.7,1.7,0.6,5,1,13.50
Austin Croshere,IND,PF,73,25.0,8.9,2.6,6.8,37.8,0.6,2.4,25.9,3.1,3.5,88.3,5.1,1.3,1.4,0.7,0.2,4,0,13.57
Gordan Giricek,UTAH,SG,81,20.5,8.8,3.5,7.8,44.8,0.5,1.3,36.2,1.4,1.7,81.0,2.2,1.7,1.1,0.6,0.1,0,0,12.94
Troy Hudson,MIN,PG,79,21.9,8.7,3.4,8.4,40.1,1.1,3.3,34.5,0.9,1.1,77.8,1.3,3.6,1.4,0.3,0.1,0,0,12.09
Jameer Nelson,ORL,G,79,20.4,8.7,3.6,7.9,45.5,0.6,1.8,31.2,0.9,1.4,68.2,2.4,3.0,1.5,1.0,0.0,1,0,14.56
Jason Kapono,CHA,SG,81,18.4,8.5,3.3,8.3,40.1,1.0,2.4,41.2,0.9,1.0,82.4,2.0,0.8,0.6,0.5,0.1,0,0,11.88
Michael Sweetney,NY,PF,77,19.6,8.4,3.1,5.8,53.1,0.0,0.0,0.0,2.3,3.1,74.9,5.4,0.6,1.4,0.4,0.4,4,0,16.44
Predrag Drobnjak,ATL,C,71,20.2,8.4,3.4,7.6,43.8,0.4,1.0,35.2,1.4,1.7,80.0,3.4,0.7,1.1,0.6,0.3,0,0,12.73
Andres Nocioni,CHI,SF,81,23.4,8.4,3.0,7.4,40.1,0.3,1.2,25.8,2.1,2.7,76.6,4.8,1.5,1.7,0.5,0.4,3,0,10.08
Bruce Bowen,SA,SF,82,32.0,8.2,3.1,7.3,42.0,1.2,3.1,40.3,0.9,1.4,63.4,3.5,1.5,0.7,0.7,0.5,0,0,9.57
Samuel Dalembert,PHI,C,72,24.8,8.2,3.5,6.6,52.4,0.0,0.0,0.0,1.2,2.1,60.1,7.5,0.5,1.6,0.6,1.7,10,0,14.42
Othella Harrington,CHI,PF,70,18.2,8.0,3.1,6.1,51.2,0.0,0.0,0.0,1.8,2.5,71.8,4.2,0.8,1.2,0.3,0.3,2,0,14.56
Tyson Chandler,CHI,C,80,27.4,8.0,2.6,5.2,49.4,0.0,0.0,0.0,2.8,4.2,67.3,9.7,0.8,1.5,0.9,1.8,21,0,16.47
Earl Watson,MEM,PG,80,22.6,7.7,3.0,6.9,42.6,0.7,2.0,31.9,1.1,1.7,65.9,2.1,4.5,2.1,1.0,0.2,3,0,13.12
Jumaine Jones,LAL,SF,76,24.1,7.6,2.8,6.4,43.2,1.3,3.4,39.1,0.7,1.0,73.3,5.2,0.9,0.6,0.6,0.3,4,0,13.10
Eddie Griffin,MIN,PF,70,21.3,7.5,2.9,7.5,38.7,1.0,2.9,32.8,0.8,1.1,71.8,6.5,0.8,0.8,0.3,1.7,6,0,15.95
Clifford Robinson,GS,PF,71,23.8,7.5,2.8,7.4,38.6,0.9,2.7,34.7,0.9,1.4,63.9,2.9,1.5,0.9,0.9,0.7,0,0,10.29
Darius Songaila,SAC,PF,81,20.6,7.5,3.2,6.0,52.7,0.0,0.0,0.0,1.2,1.4,84.7,4.2,1.4,0.9,0.6,0.2,6,0,14.96
Brent Barry,SA,SG,81,21.5,7.4,2.4,5.7,42.3,1.2,3.5,35.7,1.4,1.7,83.7,2.3,2.2,0.8,0.5,0.2,0,0,14.04
Dan Gadzuric,MIL,C,81,22.0,7.3,3.0,5.6,53.9,0.0,0.0,0.0,1.3,2.5,53.8,8.3,0.4,1.0,0.6,1.3,19,0,18.16
Melvin Ely,CHA,C,79,20.9,7.3,2.9,6.7,43.2,0.0,0.0,0.0,1.5,2.7,57.5,4.1,1.0,1.5,0.4,0.9,4,0,10.57
Matt Bonner,TOR,C,82,18.9,7.2,3.0,5.6,53.3,0.5,1.1,42.4,0.7,0.9,78.9,3.5,0.6,0.5,0.5,0.2,0,0,14.69
DerMarr Johnson,DEN,SF,71,17.4,7.1,2.6,5.2,49.9,0.7,2.1,35.8,1.1,1.4,79.2,2.1,1.1,0.9,0.6,0.3,0,0,14.02
Malik Rose,SA,PF,76,19.4,7.0,2.6,5.8,44.9,0.0,0.1,10.0,1.8,2.4,73.7,4.5,0.8,1.3,0.6,0.2,3,0,12.19
Antonio Davis,CHI,PF,72,25.6,7.0,2.7,5.8,46.1,0.0,0.0,0.0,1.6,2.1,75.7,5.9,1.1,1.3,0.4,0.6,4,0,11.15
Bostjan Nachbar,NO/HOU,SF,71,18.9,7.0,2.3,5.8,39.2,1.1,2.8,38.3,1.4,1.6,82.9,2.6,1.0,1.0,0.4,0.2,0,0,10.18
Jared Jeffries,WSH,PF,77,26.1,6.8,2.6,5.6,46.8,0.2,0.7,31.4,1.3,2.2,58.4,4.9,2.0,1.5,0.9,0.5,2,0,11.21
Travis Best,NJ,PG,76,19.2,6.8,2.5,5.9,42.0,0.3,1.1,30.6,1.4,1.6,88.5,1.4,1.9,0.9,0.9,0.1,0,0,11.91
Al Jefferson,BOS,C,71,14.8,6.7,2.7,5.2,52.8,0.0,0.0,0.0,1.2,1.9,63.0,4.4,0.3,0.9,0.3,0.8,3,0,16.68
Trenton Hassell,MIN,SF,82,25.2,6.6,2.7,5.8,47.4,0.0,0.1,9.1,1.1,1.4,78.9,2.7,1.6,0.8,0.4,0.4,0,0,9.36
Carlos Arroyo,UTAH,PG,70,20.7,6.6,2.4,6.1,38.9,0.1,0.4,26.7,1.7,2.1,79.9,1.5,4.0,1.5,0.6,0.1,1,0,11.31
Casey Jacobsen,PHX,SG,84,21.4,6.5,2.0,4.9,40.4,0.8,2.1,37.3,1.8,2.3,78.6,2.0,1.3,0.8,0.4,0.1,0,0,10.31
Jiri Welsch,BOS,GF,71,18.5,6.5,2.1,5.2,40.2,0.5,1.5,30.9,1.8,2.4,76.3,2.4,1.5,1.0,0.6,0.1,0,0,10.96
Joel Przybilla,POR,C,76,24.4,6.4,2.6,4.4,59.8,0.0,0.0,0.0,1.2,2.3,51.7,7.7,1.0,1.3,0.3,2.1,14,0,15.58
Tony Allen,BOS,SG,77,16.4,6.4,2.4,5.0,47.5,0.2,0.4,38.7,1.5,2.0,73.7,2.9,0.8,1.0,1.0,0.3,0,0,14.74
Jason Collins,NJ,C,80,31.8,6.4,2.3,5.6,41.2,0.0,0.1,33.3,1.7,2.6,65.6,6.1,1.3,1.1,0.9,0.9,3,0,8.61
Brian Cook,LAL,PF,72,15.1,6.4,2.4,5.9,41.7,1.1,2.8,39.2,0.4,0.5,75.7,3.0,0.5,0.4,0.3,0.4,2,0,14.16
Zaza Pachulia,MIL,C,74,18.9,6.2,2.2,4.8,45.2,0.0,0.0,0.0,1.9,2.5,74.6,5.1,0.8,0.9,0.6,0.5,1,0,14.40
Greg Buckner,DEN,SG,70,21.7,6.2,2.3,4.3,52.8,0.7,1.7,40.5,0.9,1.2,77.8,3.0,1.9,0.7,1.1,0.1,0,0,13.69
Robert Horry,SA,PF,75,18.6,6.0,2.1,5.0,41.9,0.7,1.8,37.0,1.1,1.5,78.9,3.6,1.1,0.9,0.9,0.8,0,0,14.91
Chris Duhon,CHI,PG,82,26.5,5.9,2.1,6.0,35.2,1.1,3.2,35.5,0.6,0.8,73.1,2.6,4.9,1.5,1.0,0.0,2,0,9.87
Ira Newble,CLE,SF,74,24.8,5.9,2.5,5.7,42.9,0.3,0.7,35.8,0.7,0.9,79.7,3.0,1.2,0.8,0.7,0.2,0,0,8.61
Beno Udrih,SA,PG,80,14.4,5.9,2.2,4.9,44.4,0.7,1.8,40.8,0.8,1.1,75.3,1.0,1.9,1.0,0.5,0.1,1,0,14.31
Rasho Nesterovic,SA,C,70,25.5,5.9,2.8,6.1,46.0,0.0,0.0,0.0,0.2,0.4,46.7,6.6,1.0,1.0,0.4,1.7,2,0,12.03
Trevor Ariza,NY,SF,80,17.3,5.9,2.2,4.9,44.2,0.0,0.2,23.1,1.5,2.2,69.5,3.0,1.1,0.9,0.9,0.2,1,0,13.32
Milt Palacio,TOR,PG,80,19.2,5.8,2.2,4.9,44.6,0.0,0.2,16.7,1.4,1.9,74.2,1.7,3.5,1.3,0.6,0.2,0,0,12.54
Fred Hoiberg,MIN,SG,76,16.7,5.8,1.8,3.7,48.9,0.9,1.9,48.3,1.2,1.3,87.3,2.4,1.1,0.3,0.7,0.2,0,0,16.76
Jason Collier,ATL,C,70,13.5,5.7,2.5,5.4,46.3,0.1,0.2,42.9,0.7,1.0,67.6,2.6,0.3,0.9,0.2,0.2,0,0,11.03
Devin Harris,DAL,G,76,15.4,5.7,2.1,4.8,42.9,0.6,1.7,33.6,1.0,1.4,75.7,1.3,2.2,1.1,1.0,0.3,0,0,14.76
Nick Collison,SEA,F,82,17.0,5.6,2.3,4.3,53.7,0.0,0.0,0.0,1.0,1.4,70.3,4.6,0.4,0.8,0.4,0.6,4,0,15.05
Howard Eisley,UTAH,PG,74,19.3,5.6,2.2,5.5,39.8,0.4,1.4,26.2,0.9,1.1,79.5,1.2,3.4,1.5,0.6,0.1,1,0,9.35
Robert Traylor,CLE,PF,74,17.9,5.5,2.4,5.4,44.4,0.0,0.1,0.0,0.7,1.4,53.9,4.5,0.8,1.0,0.7,0.7,6,0,12.05
