PLAYER,Team,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
Devin Harris,NJ,G,69,36.1,21.3,6.6,15.1,43.8,0.9,3.2,29.1,7.2,8.8,82.0,3.3,6.9,3.1,1.7,0.2,16,0,21.65
David West,NO,F,76,39.2,21.0,8.0,17.0,47.2,0.1,0.3,24.0,4.8,5.5,88.4,8.5,2.3,2.1,0.6,0.9,29,0,19.00
Vince Carter,NJ,SG,80,36.8,20.8,7.4,16.8,43.7,1.9,4.9,38.5,4.2,5.1,81.7,5.1,4.7,2.1,1.0,0.5,8,1,19.35
Ben Gordon,CHI,SG,82,36.6,20.7,7.3,16.0,45.5,2.1,5.1,41.0,4.0,4.7,86.4,3.5,3.4,2.4,0.9,0.3,0,0,17.02
Dwight Howard,ORL,C,79,35.7,20.6,7.1,12.4,57.2,0.0,0.0,0.0,6.4,10.7,59.4,13.8,1.4,3.0,1.0,2.9,63,1,25.44
Paul Pierce,BOS,SF,81,37.5,20.5,6.7,14.6,45.7,1.5,3.8,39.1,5.7,6.8,83.0,5.6,3.6,2.8,1.0,0.3,7,0,17.74
Al Harrington,GS/NY,PF,73,34.9,20.1,7.3,16.6,43.9,2.3,6.4,36.4,3.2,4.0,79.3,6.2,1.4,2.2,1.2,0.3,10,0,15.98
Yao Ming,HOU,C,77,33.6,19.7,7.4,13.4,54.8,0.0,0.0,100.0,4.9,5.7,86.6,9.9,1.8,3.0,0.4,1.9,38,0,22.74
Richard Jefferson,MIL,F,82,35.8,19.6,6.5,14.9,43.9,1.4,3.6,39.7,5.1,6.3,80.5,4.6,2.4,2.0,0.8,0.2,2,0,15.45
Jason Terry,DAL,G,74,33.7,19.6,7.3,15.8,46.3,2.3,6.2,36.6,2.7,3.0,88.0,2.4,3.4,1.6,1.3,0.3,0,0,19.35
Tim Duncan,SA,C,75,33.6,19.3,7.4,14.8,50.4,0.0,0.0,0.0,4.5,6.4,69.2,10.7,3.5,2.2,0.5,1.7,49,0,24.51
Rudy Gay,MEM,SF,79,37.3,18.9,7.2,16.0,45.3,1.1,3.1,35.1,3.3,4.4,76.7,5.5,1.7,2.6,1.2,0.7,6,0,15.38
Pau Gasol,LAL,C,81,37.0,18.9,7.3,12.9,56.7,0.0,0.0,50.0,4.2,5.4,78.1,9.6,3.5,1.9,0.6,1.0,37,1,22.31
Andre Iguodala,PHI,SG,82,39.9,18.8,6.6,14.0,47.3,1.0,3.2,30.7,4.6,6.4,72.4,5.7,5.3,2.7,1.6,0.4,11,0,18.49
O.J. Mayo,MEM,SG,82,38.0,18.5,6.9,15.6,43.8,1.8,4.6,38.4,3.0,3.4,87.9,3.8,3.2,2.8,1.1,0.2,2,0,14.23
John Salmons,SAC,SF,79,37.5,18.3,6.5,13.8,47.2,1.6,3.8,41.7,3.6,4.4,83.0,4.2,3.2,2.1,1.1,0.3,3,0,16.03
Ray Allen,BOS,SG,79,36.4,18.2,6.3,13.2,48.0,2.5,6.2,40.9,3.0,3.2,95.2,3.5,2.8,1.7,0.9,0.2,0,0,17.34
LaMarcus Aldridge,POR,C,81,37.1,18.1,7.4,15.3,48.4,0.1,0.3,25.0,3.2,4.1,78.1,7.5,1.9,1.5,1.0,1.0,19,0,19.13
Mo Williams,CLE,PG,81,35.0,17.8,6.5,13.9,46.7,2.3,5.2,43.6,2.6,2.8,91.2,3.4,4.1,2.2,0.9,0.1,1,0,17.25
Shaquille O'Neal,PHX,C,75,30.0,17.8,6.8,11.2,60.9,0.0,0.0,0.0,4.1,6.9,59.5,8.4,1.7,2.2,0.7,1.4,30,0,22.33
Rashard Lewis,ORL,PF,79,36.2,17.7,6.1,13.8,43.9,2.8,7.0,39.7,2.8,3.4,83.6,5.7,2.6,2.0,1.0,0.6,4,0,16.83
Chauncey Billups,DEN/DET,PG,79,35.3,17.7,5.2,12.4,41.8,2.1,5.0,40.8,5.3,5.8,91.3,3.0,6.4,2.2,1.2,0.2,10,0,18.85
Nate Robinson,NY,PG,74,29.9,17.2,6.1,13.9,43.7,1.7,5.2,32.5,3.4,4.0,84.1,3.9,4.1,1.9,1.3,0.1,4,0,18.95
Mehmet Okur,UTAH,C,72,33.5,17.0,6.0,12.3,48.5,1.3,2.8,44.6,3.8,4.6,81.7,7.7,1.7,1.8,0.8,0.7,23,0,17.59
Jason Richardson,PHX/CHA,SG,72,33.5,16.8,6.5,13.5,47.7,1.8,4.5,39.7,2.1,2.8,76.9,4.4,2.0,1.3,1.1,0.4,1,0,16.72
Al Thornton,LAC,SF,71,37.4,16.8,6.6,14.8,44.6,0.3,1.1,25.3,3.3,4.4,75.4,5.2,1.5,1.8,0.8,0.9,1,0,12.67
Hedo Turkoglu,ORL,SF,77,36.6,16.8,5.5,13.3,41.3,1.7,4.9,35.6,4.1,5.1,80.7,5.3,4.9,2.6,0.8,0.2,4,0,14.82
Derrick Rose,CHI,PG,81,37.0,16.8,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,3.9,6.3,2.5,0.8,0.2,8,0,16.05
Gerald Wallace,CHA,SF,71,37.6,16.6,5.5,11.4,48.0,0.5,1.8,29.8,5.1,6.4,80.4,7.8,2.7,2.1,1.7,0.9,20,0,18.64
Jeff Green,OKC,F,78,36.8,16.5,6.1,13.7,44.6,1.2,3.2,38.9,3.1,3.9,78.8,6.7,2.0,2.2,1.0,0.4,13,0,13.99
Andre Miller,PHI,PG,82,36.3,16.3,6.0,12.7,47.3,0.2,0.6,28.3,4.1,5.0,82.6,4.5,6.5,2.4,1.3,0.2,12,2,18.71
Randy Foye,MIN,SG,70,35.6,16.3,5.7,14.0,40.7,1.6,4.4,36.0,3.3,3.9,84.6,3.1,4.3,2.1,1.0,0.4,2,0,13.76
Charlie Villanueva,MIL,PF,78,26.9,16.2,6.2,14.0,44.7,1.1,3.3,34.5,2.6,3.1,83.8,6.7,1.8,1.8,0.6,0.7,14,0,18.64
Eric Gordon,LAC,SG,78,34.3,16.1,5.3,11.6,45.6,1.7,4.3,38.9,3.8,4.5,85.4,2.6,2.8,2.1,1.0,0.4,0,0,14.98
David Lee,NY,PF,81,34.9,16.0,6.4,11.7,54.9,0.0,0.0,0.0,3.1,4.1,75.5,11.7,2.1,1.9,1.0,0.3,65,0,19.07
Steve Nash,PHX,PG,74,33.6,15.7,5.8,11.5,50.3,1.5,3.3,43.9,2.6,2.8,93.3,3.0,9.7,3.4,0.7,0.1,29,0,19.55
Andrea Bargnani,TOR,C,78,31.4,15.4,5.5,12.3,45.0,1.5,3.7,40.9,2.8,3.4,83.1,5.3,1.2,1.7,0.4,1.2,6,0,14.66
Russell Westbrook,OKC,PG,82,32.5,15.3,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,4.9,5.3,3.3,1.3,0.2,10,1,15.20
Thaddeus Young,PHI,PF,75,34.4,15.3,6.3,12.8,49.5,0.7,2.2,34.1,1.9,2.5,73.5,5.0,1.1,1.6,1.3,0.3,2,0,15.40
JR Smith,DEN,G,81,27.7,15.2,5.2,11.7,44.6,2.2,5.6,39.7,2.5,3.4,75.4,3.7,2.8,1.9,1.0,0.2,2,0,16.84
T.J. Ford,IND,PG,74,30.5,14.9,5.6,12.3,45.2,0.5,1.4,33.7,3.3,3.8,87.2,3.5,5.3,2.4,1.2,0.2,4,0,16.63
Mike Bibby,ATL,PG,79,34.7,14.9,5.5,12.7,43.5,2.1,5.4,39.0,1.7,2.2,78.9,3.5,5.0,1.6,1.2,0.1,4,0,16.38
Nene,DEN,C,77,32.6,14.6,5.6,9.2,60.4,0.0,0.1,20.0,3.5,4.8,72.3,7.8,1.4,1.9,1.2,1.3,20,0,18.83
Wilson Chandler,NY,SF,82,33.4,14.4,5.5,12.9,43.2,1.3,3.8,32.8,2.1,2.6,79.5,5.4,2.1,1.7,0.9,0.9,3,0,12.93
Kelenna Azubuike,GS,SF,74,32.1,14.4,5.3,11.4,46.4,1.3,2.8,44.8,2.5,3.1,80.8,5.0,1.6,1.3,0.8,0.7,5,0,14.74
Troy Murphy,IND,PF,73,34.0,14.3,5.0,10.5,47.5,2.2,4.9,45.0,2.1,2.5,82.6,11.8,2.4,1.6,0.8,0.5,49,0,17.81
Leandro Barbosa,PHX,G,70,24.4,14.2,5.2,10.8,48.2,1.3,3.4,37.5,2.4,2.8,88.1,2.6,2.3,1.3,1.2,0.1,0,0,19.44
Tayshaun Prince,DET,SF,82,37.3,14.2,5.6,12.4,45.0,0.7,1.7,39.7,2.3,3.0,77.8,5.8,3.1,1.2,0.5,0.6,11,0,15.09
Raymond Felton,CHA,G,82,37.6,14.2,5.4,13.2,40.8,0.7,2.5,28.5,2.7,3.3,80.5,3.8,6.7,2.8,1.5,0.4,7,0,13.80
Michael Beasley,MIA,F,81,24.8,13.9,5.6,11.8,47.2,0.4,1.0,40.7,2.3,3.0,77.2,5.4,1.0,1.5,0.5,0.5,8,0,17.28
Ronnie Brewer,UTAH,SF,81,32.2,13.7,5.2,10.2,50.8,0.3,1.0,25.9,3.0,4.3,70.2,3.7,2.2,1.4,1.7,0.4,0,0,16.19
Paul Millsap,UTAH,PF,76,30.1,13.5,5.3,9.9,53.4,0.0,0.1,0.0,3.0,4.3,69.9,8.6,1.8,1.7,1.0,1.0,29,0,18.71
Rodney Stuckey,DET,PG,79,31.9,13.4,5.1,11.6,43.9,0.3,1.0,29.5,2.9,3.7,80.3,3.5,4.9,2.2,1.0,0.1,5,0,14.83
Ryan Gomes,MIN,SF,82,31.9,13.3,5.1,11.9,43.1,1.3,3.5,37.2,1.8,2.2,80.7,4.8,1.6,1.6,0.8,0.3,2,0,12.51
Boris Diaw,PHX/CHA,C,81,34.0,13.2,5.5,10.9,50.7,0.9,2.2,41.4,1.2,1.8,68.7,5.3,4.1,2.7,0.8,0.7,8,0,14.50
Emeka Okafor,CHA,C,82,32.8,13.2,5.3,9.4,56.1,0.0,0.0,0.0,2.7,4.5,59.3,10.1,0.6,1.8,0.6,1.7,39,0,18.01
Jarrett Jack,IND,G,82,33.1,13.1,4.7,10.4,45.3,1.0,2.7,35.3,2.7,3.2,85.2,3.4,4.1,2.2,1.1,0.2,0,0,13.10
Brook Lopez,NJ,C,82,30.5,13.0,5.5,10.3,53.1,0.0,0.0,0.0,2.1,2.6,79.3,8.1,1.0,1.8,0.5,1.8,18,0,17.94
Lou Williams,PHI,SG,81,23.7,12.8,4.1,10.4,39.8,0.8,2.7,28.6,3.8,4.8,79.0,2.0,3.0,1.9,1.0,0.2,0,0,16.39
Travis Outlaw,POR,SF,81,27.7,12.8,4.8,10.5,45.3,1.1,2.9,37.7,2.2,3.0,72.3,4.1,1.0,1.2,0.6,0.7,2,0,15.15
Luis Scola,HOU,F,82,30.3,12.7,5.2,9.7,53.1,0.0,0.0,0.0,2.4,3.1,76.0,8.8,1.5,1.5,0.8,0.1,28,0,17.10
Ramon Sessions,MIL,G,79,27.5,12.4,4.4,9.8,44.5,0.1,0.4,17.6,3.6,4.5,79.4,3.4,5.7,1.9,1.1,0.1,9,1,17.65
Ronald Murray,ATL,SG,80,24.7,12.2,4.4,9.9,44.7,1.1,3.0,36.0,2.2,2.9,76.0,2.1,2.0,1.6,1.1,0.2,0,0,14.73
Grant Hill,PHX,SF,82,29.8,12.0,4.8,9.1,52.3,0.3,0.9,31.6,2.2,2.7,80.8,4.9,2.3,1.5,1.1,0.7,5,0,15.26
Rajon Rondo,BOS,PG,80,33.0,11.9,4.8,9.5,50.5,0.2,0.6,31.3,2.2,3.4,64.2,5.2,8.2,2.6,1.9,0.1,15,2,18.90
Marc Gasol,MEM,C,82,30.7,11.9,4.3,8.1,53.0,0.0,0.0,0.0,3.4,4.6,73.3,7.4,1.7,2.0,0.8,1.1,17,0,16.74
Brad Miller,SAC,C,70,30.0,11.9,4.2,8.8,47.6,0.3,0.8,41.1,3.2,3.9,82.4,7.8,3.3,1.9,0.7,0.5,16,0,16.75
Roger Mason Jr.,SA,SG,82,30.4,11.8,4.3,10.0,42.5,2.0,4.8,42.1,1.3,1.4,89.0,3.1,2.1,1.2,0.5,0.1,0,0,11.93
D.J. Augustin,CHA,PG,72,26.5,11.8,3.7,8.6,43.0,1.5,3.4,43.9,2.9,3.2,89.3,1.8,3.5,1.7,0.6,0.0,1,0,14.95
Rafer Alston,HOU,PG,77,31.8,11.7,4.1,10.6,38.5,1.5,4.3,33.8,2.0,2.7,75.0,2.9,5.3,1.8,1.4,0.1,3,0,13.80
Hakim Warrick,MEM,PF,82,24.7,11.6,4.1,8.5,49.1,0.1,0.3,21.7,3.2,4.6,71.1,5.0,0.8,1.2,0.6,0.5,5,0,16.91
Andres Nocioni,CHI,SF,76,26.2,11.4,3.9,9.2,42.7,1.6,4.1,39.9,1.9,2.4,79.2,4.8,1.3,1.5,0.5,0.4,3,0,12.22
Spencer Hawes,SAC,PF,77,29.3,11.4,4.8,10.4,46.6,0.5,1.5,34.8,1.2,1.8,66.2,7.1,1.9,2.1,0.6,1.2,14,0,13.07
Lamar Odom,LAL,PF,78,29.7,11.3,4.4,9.0,49.2,0.4,1.3,32.0,2.1,3.3,62.3,8.2,2.6,1.8,1.0,1.3,18,0,16.60
Rasual Butler,NO,SF,82,31.9,11.2,4.2,9.8,43.3,1.7,4.4,39.0,1.0,1.3,78.2,3.3,0.9,0.7,0.6,0.7,1,0,11.82
Aaron Brooks,HOU,G,80,25.0,11.2,4.0,9.8,40.4,1.4,3.9,36.6,1.9,2.2,86.6,2.0,3.0,1.6,0.6,0.1,2,0,12.95
Chris Duhon,NY,PG,79,36.8,11.1,3.6,8.6,42.1,1.6,4.1,39.1,2.3,2.6,85.6,3.1,7.2,2.8,0.9,0.1,13,0,12.27
Kevin Love,MIN,PF,81,25.3,11.1,3.9,8.5,45.9,0.0,0.2,10.5,3.3,4.1,78.9,9.1,1.0,1.5,0.4,0.6,29,0,18.39
Jason Thompson,SAC,PF,82,28.1,11.1,4.3,8.7,49.7,0.0,0.1,0.0,2.4,3.5,69.2,7.4,1.1,1.8,0.6,0.7,17,0,13.96
Beno Udrih,SAC,PG,73,31.1,11.0,4.4,9.5,46.1,0.5,1.5,31.0,1.7,2.1,82.0,3.0,4.7,2.2,1.1,0.2,1,0,12.35
Mike Conley,MEM,PG,82,30.6,10.9,3.9,8.9,44.2,1.1,2.6,40.6,2.0,2.4,81.7,3.4,4.3,1.7,1.1,0.1,2,0,14.31
Nick Young,WSH,G,82,22.4,10.9,4.1,9.2,44.4,0.7,2.0,34.1,2.0,2.4,85.0,1.8,1.2,1.1,0.5,0.2,0,0,13.12
Tyrus Thomas,CHI,PF,79,27.5,10.8,3.9,8.6,45.1,0.0,0.1,33.3,3.0,3.8,78.3,6.4,1.0,1.6,1.2,1.9,18,0,15.95
Anthony Parker,TOR,SG,80,33.0,10.7,4.0,9.4,42.6,1.2,3.0,39.0,1.5,1.8,83.4,4.0,3.4,1.4,1.3,0.2,0,0,12.16
Udonis Haslem,MIA,PF,75,34.1,10.6,4.4,8.6,51.8,0.0,0.0,0.0,1.7,2.3,75.3,8.2,1.1,1.1,0.6,0.3,20,0,13.10
Rudy Fernandez,POR,SG,78,25.6,10.4,3.4,8.1,42.5,2.0,5.1,39.9,1.5,1.8,83.9,2.7,2.0,1.1,0.9,0.2,0,0,15.50
Matt Barnes,PHX,SF,77,27.0,10.2,3.7,8.8,42.3,1.5,4.4,34.3,1.3,1.8,74.3,5.5,2.8,1.7,0.7,0.3,5,0,12.60
Quentin Richardson,NY,SF,72,26.3,10.2,3.6,9.3,39.3,1.7,4.6,36.5,1.2,1.6,76.1,4.4,1.6,1.0,0.7,0.1,1,0,11.62
Craig Smith,MIN,PF,74,19.7,10.1,3.9,6.9,56.2,0.0,0.0,0.0,2.3,3.4,67.7,3.8,1.1,1.4,0.4,0.3,1,0,17.01
Andray Blatche,WSH,C,71,24.0,10.0,4.2,8.9,47.1,0.1,0.3,23.8,1.6,2.3,70.4,5.3,1.7,1.6,0.7,1.0,7,0,15.02
Mario Chalmers,MIA,G,82,32.0,10.0,3.4,8.1,42.0,1.4,3.8,36.7,1.8,2.4,76.7,2.8,4.9,2.0,2.0,0.1,1,0,13.35
Derek Fisher,LAL,PG,82,29.8,9.9,3.6,8.4,42.4,1.5,3.7,39.7,1.3,1.6,84.6,2.3,3.2,0.9,1.2,0.1,1,0,12.15
Linas Kleiza,DEN,SF,82,22.2,9.9,3.5,7.9,44.7,1.1,3.3,32.6,1.8,2.5,72.5,4.0,0.8,1.0,0.4,0.2,0,0,13.20
Mike Miller,MIN,SG,73,32.3,9.9,3.6,7.5,48.2,1.2,3.1,37.8,1.5,2.0,73.2,6.6,4.5,2.0,0.4,0.4,7,0,13.84
Sebastian Telfair,MIN,PG,75,27.9,9.8,3.6,9.3,38.3,1.0,2.8,34.6,1.7,2.1,81.9,1.7,4.6,1.9,1.0,0.2,2,0,10.86
Keyon Dooling,NJ,PG,77,26.9,9.7,3.4,7.8,43.6,1.3,3.1,42.1,1.6,2.0,82.5,2.0,3.5,1.4,0.9,0.1,2,0,13.63
Michael Finley,SA,SG,81,28.8,9.7,3.7,8.5,43.7,1.6,3.9,41.1,0.6,0.8,82.3,3.3,1.4,0.8,0.5,0.2,0,0,11.45
Luke Ridnour,MIL,PG,72,28.2,9.6,3.5,8.6,40.3,0.8,2.2,35.0,1.8,2.1,86.9,3.0,5.1,1.8,1.3,0.2,6,0,12.95
C.J. Watson,GS,PG,77,24.5,9.5,3.3,7.3,45.7,0.6,1.6,40.0,2.2,2.5,87.0,2.5,2.7,1.2,1.2,0.1,1,0,14.27
Daequan Cook,MIA,SG,75,24.4,9.1,3.2,8.6,37.5,2.0,5.3,38.7,0.7,0.7,87.5,2.5,0.9,0.6,0.5,0.1,0,0,10.30
C.J. Miles,UTAH,SG,72,22.5,9.1,3.6,7.8,45.9,0.9,2.5,35.2,1.1,1.2,87.6,2.3,1.5,0.9,0.6,0.2,1,0,11.83
Kyle Korver,UTAH,SG,78,24.0,9.0,3.1,7.2,43.8,1.3,3.4,38.6,1.4,1.6,88.2,3.3,1.8,1.2,0.6,0.4,0,0,12.18
Jason Kidd,DAL,PG,81,35.6,9.0,3.2,7.6,41.6,1.6,4.0,40.6,1.1,1.3,81.9,6.2,8.7,2.3,2.0,0.5,19,3,16.95
James Posey,NO,SF,75,28.5,8.9,2.9,7.0,41.2,1.5,4.2,36.9,1.6,1.9,82.2,4.8,1.1,1.1,0.8,0.3,3,0,10.85
Trevor Ariza,LAL,SF,82,24.4,8.9,3.3,7.3,46.0,0.7,2.3,31.9,1.5,2.1,71.0,4.3,1.8,1.1,1.7,0.3,1,0,15.51
Jarvis Hayes,NJ,SF,74,24.8,8.7,3.5,7.8,44.5,1.3,3.3,38.5,0.5,0.7,69.2,3.6,0.7,0.7,0.7,0.1,0,0,10.85
Anderson Varejao,CLE,C,81,28.5,8.6,3.3,6.2,53.6,0.0,0.0,0.0,1.9,3.1,61.6,7.2,1.0,1.0,0.9,0.8,9,0,14.62
Eddie House,BOS,SG,81,18.3,8.5,3.1,6.9,44.5,1.9,4.2,44.4,0.5,0.7,79.2,1.9,1.1,0.7,0.8,0.1,0,0,15.44
Kendrick Perkins,BOS,C,76,29.6,8.5,3.6,6.3,57.7,0.0,0.0,0.0,1.3,2.1,60.0,8.1,1.3,2.2,0.3,2.0,12,0,13.29
Brandon Bass,DAL,PF,81,19.4,8.5,3.1,6.3,49.6,0.0,0.1,0.0,2.2,2.6,86.7,4.5,0.5,1.1,0.3,0.7,4,0,16.49
Willie Green,PHI,SG,81,22.6,8.5,3.5,8.1,43.5,0.6,2.0,31.7,0.8,1.0,72.9,1.6,2.0,0.8,0.7,0.2,0,0,11.16
Courtney Lee,ORL,SG,77,25.2,8.4,3.2,7.0,45.0,1.1,2.6,40.4,1.0,1.2,83.0,2.3,1.2,0.9,1.0,0.2,0,0,10.78
Charlie Bell,MIL,SG,70,25.5,8.4,3.1,7.5,41.4,1.2,3.4,36.3,0.9,1.1,82.5,1.9,2.2,1.1,0.7,0.1,0,0,9.85
Matt Bonner,SA,C,81,23.8,8.2,3.3,6.6,49.6,1.5,3.3,44.0,0.2,0.3,73.9,4.8,1.0,0.5,0.6,0.3,1,0,15.02
Nick Collison,OKC,F,71,25.8,8.2,3.4,6.0,56.8,0.0,0.0,0.0,1.4,1.9,72.1,6.9,0.9,1.0,0.7,0.7,11,0,14.85
Jason Kapono,TOR,SG,80,22.9,8.2,3.3,7.6,43.2,1.2,2.9,42.8,0.4,0.5,81.0,2.0,1.3,0.9,0.3,0.0,0,0,8.97
Brandon Rush,IND,F,75,24.0,8.1,3.2,7.7,42.3,1.0,2.8,37.3,0.6,0.9,69.7,3.1,0.9,1.0,0.5,0.5,2,0,9.06
Bobby Simmons,NJ,SF,71,24.4,7.8,2.8,6.2,44.9,1.6,3.7,44.7,0.6,0.8,74.1,3.9,1.3,0.9,0.7,0.1,1,0,12.06
Daniel Gibson,CLE,SG,75,23.9,7.8,2.7,7.0,39.1,1.4,3.8,38.2,0.9,1.1,76.7,2.1,1.8,0.8,0.6,0.2,0,0,10.10
J.J. Barea,DAL,PG,79,20.3,7.8,3.1,7.1,44.2,0.7,1.9,35.7,0.9,1.2,75.3,2.2,3.4,1.3,0.5,0.1,0,0,13.41
Marreese Speights,PHI,F,79,16.0,7.7,3.2,6.4,50.2,0.0,0.1,25.0,1.3,1.7,77.3,3.7,0.4,0.6,0.3,0.7,1,0,18.01
Leon Powe,BOS,PF,70,17.5,7.7,2.5,4.8,52.4,0.0,0.0,0.0,2.6,3.8,68.9,4.9,0.7,1.1,0.3,0.5,5,0,17.25
Joey Graham,TOR,SF,78,19.8,7.7,3.0,6.2,48.1,0.0,0.2,18.8,1.7,2.1,82.5,3.7,0.6,0.9,0.4,0.2,1,0,11.99
Kyle Lowry,MEM,PG,77,21.8,7.6,2.5,5.6,43.5,0.3,1.3,25.5,2.4,2.9,80.1,2.5,3.6,1.5,0.9,0.2,1,0,14.47
Bobby Jackson,SAC,PG,71,20.9,7.5,2.7,6.8,39.8,0.8,2.8,30.5,1.2,1.4,85.1,2.8,2.0,0.9,0.9,0.1,2,0,12.40
Darius Songaila,WSH,PF,77,19.8,7.4,3.2,5.9,53.2,0.0,0.0,0.0,1.0,1.2,88.9,2.9,1.2,1.0,0.8,0.3,0,0,13.95
Luc Mbah a Moute,MIL,F,82,25.8,7.2,2.8,6.0,46.2,0.0,0.0,0.0,1.7,2.3,72.9,5.9,1.1,1.2,1.1,0.5,4,0,12.35
Jamario Moon,TOR,SF,80,25.9,7.2,2.8,5.9,46.8,0.8,2.3,35.5,0.9,1.0,85.0,4.6,1.2,0.5,1.1,0.8,1,0,13.35
Maurice Evans,ATL,SG,80,23.0,7.2,2.6,6.0,43.2,1.2,3.1,39.5,0.8,0.9,82.2,3.0,0.7,0.5,0.6,0.1,1,0,11.11
Roy Hibbert,IND,C,70,14.4,7.1,2.8,6.0,47.1,0.0,0.0,0.0,1.4,2.1,66.7,3.5,0.7,0.8,0.3,1.1,0,0,16.16
Wally Szczerbiak,CLE,SG,74,20.6,7.0,2.4,5.4,45.0,0.9,2.3,41.1,1.2,1.4,84.9,3.1,1.1,0.7,0.4,0.1,1,0,12.18
Glen Davis,BOS,PF,76,21.5,7.0,2.6,5.9,44.2,0.0,0.1,40.0,1.7,2.3,73.0,4.0,0.9,0.9,0.7,0.3,3,0,10.77
Steve Novak,LAC,SF,71,16.4,6.9,2.5,5.6,44.4,1.7,4.0,41.6,0.3,0.3,91.3,1.8,0.6,0.3,0.3,0.1,0,0,13.52
Vladimir Radmanovic,LAL,SF,78,18.5,6.9,2.5,6.0,42.1,1.3,3.4,40.1,0.6,0.7,74.1,2.8,1.0,1.3,0.6,0.2,0,0,11.01
Rasho Nesterovic,IND,C,70,17.3,6.8,3.2,6.2,51.3,0.0,0.0,0.0,0.4,0.5,78.1,3.4,1.6,0.9,0.4,0.5,2,0,14.15
Joakim Noah,CHI,C,80,24.2,6.7,2.6,4.7,55.6,0.0,0.0,0.0,1.5,2.3,67.6,7.6,1.3,1.0,0.6,1.4,10,0,16.57
JaVale McGee,WSH,C,75,15.2,6.5,2.5,5.2,49.4,0.0,0.0,0.0,1.4,2.2,66.0,3.9,0.3,0.8,0.4,1.0,4,0,17.04
Samuel Dalembert,PHI,C,82,24.8,6.4,2.6,5.3,49.8,0.0,0.0,0.0,1.1,1.5,73.4,8.5,0.2,1.4,0.4,1.8,13,0,13.22
Chris Andersen,DEN,PF,71,20.6,6.4,2.3,4.1,54.8,0.0,0.1,20.0,1.8,2.5,71.8,6.2,0.4,1.0,0.6,2.5,5,0,18.16
Zaza Pachulia,ATL,C,77,19.1,6.2,2.1,4.2,49.7,0.0,0.0,0.0,2.1,3.0,70.9,5.7,0.7,1.2,0.5,0.3,4,0,14.14
Jeff Foster,IND,PF,74,24.7,6.1,2.4,4.8,50.1,0.0,0.1,28.6,1.3,2.0,65.8,6.9,1.8,1.2,0.7,0.7,5,0,13.00
Ronny Turiaf,GS,C,79,21.5,5.9,2.4,4.6,50.8,0.0,0.0,0.0,1.2,1.6,79.0,4.6,2.1,0.9,0.4,2.1,2,0,14.58
