PLAYER,Team,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
Jason Maxiell,DET,PF,78,18.1,5.8,2.4,4.1,57.5,0.0,0.0,0.0,1.1,2.0,53.2,4.2,0.3,0.6,0.3,0.8,2,0,15.88
Sasha Vujacic,LAL,SG,80,16.2,5.8,1.9,5.0,38.7,1.0,2.8,36.3,0.9,1.0,92.1,1.7,1.4,0.4,1.0,0.1,0,0,12.65
George Hill,SA,PG,77,16.5,5.7,1.9,4.8,40.3,0.3,0.9,32.9,1.5,1.9,78.1,2.1,1.8,1.0,0.6,0.3,1,0,11.61
Erick Dampier,DAL,C,80,23.0,5.7,2.3,3.5,65.0,0.0,0.0,0.0,1.1,1.8,63.8,7.1,1.0,0.9,0.3,1.2,6,0,15.72
Darrell Arthur,MEM,F,76,19.3,5.6,2.5,5.7,43.8,0.0,0.0,0.0,0.5,0.8,66.7,4.6,0.6,0.6,0.7,0.7,2,0,11.35
Joel Przybilla,POR,C,82,23.8,5.5,2.0,3.3,62.5,0.0,0.0,0.0,1.4,2.1,66.3,8.7,0.3,1.0,0.4,1.2,11,0,15.46
Dahntay Jones,DEN,SG,79,18.1,5.4,1.9,4.3,45.8,0.1,0.2,64.7,1.4,1.9,72.8,2.1,1.0,0.9,0.6,0.2,0,0,9.07
Nicolas Batum,POR,SG,79,18.4,5.4,2.0,4.6,44.6,0.8,2.1,36.9,0.5,0.7,80.8,2.8,0.9,0.6,0.6,0.5,0,0,12.92
Anthony Carter,DEN,PG,78,22.9,5.3,2.1,4.9,43.3,0.3,1.1,23.9,0.7,1.0,73.1,2.6,4.7,2.0,1.2,0.2,0,0,10.86
Anthony Johnson,ORL,PG,80,18.5,5.3,1.9,4.8,40.4,0.7,1.7,39.1,0.8,1.0,75.3,1.8,2.5,1.0,0.6,0.1,0,0,10.34
Arron Afflalo,DET,G,74,16.7,4.9,1.8,4.1,43.7,0.6,1.4,40.2,0.8,1.0,81.7,1.8,0.6,0.6,0.4,0.2,0,0,8.95
Tony Battie,ORL,C,77,15.6,4.8,2.1,4.2,48.9,0.0,0.1,22.2,0.7,1.1,65.9,3.6,0.4,0.6,0.3,0.3,0,0,11.98
Hilton Armstrong,NO,PF,70,15.6,4.8,2.0,3.5,56.1,0.0,0.0,0.0,0.9,1.4,63.3,2.8,0.4,1.1,0.4,0.6,1,0,10.70
Dominic McGuire,WSH,PF,79,26.2,4.5,1.8,4.1,43.2,0.0,0.1,50.0,0.9,1.3,72.5,5.4,2.5,1.2,0.8,0.9,4,0,10.79
Sergio Rodriguez,POR,PG,80,15.3,4.5,1.6,4.1,39.2,0.5,1.4,32.5,0.8,1.0,79.2,1.6,3.6,1.5,0.7,0.0,0,0,12.51
Kurt Thomas,SA,PF,79,17.8,4.3,1.9,3.8,50.3,0.0,0.0,0.0,0.5,0.6,82.2,5.1,0.8,0.5,0.4,0.7,2,0,14.07
Lou Amundson,PHX,PF,76,13.7,4.2,1.8,3.3,53.6,0.0,0.0,0.0,0.7,1.6,44.2,3.6,0.4,0.7,0.4,0.9,1,0,13.36
Roko-Leni Ukic,TOR,PG,72,12.4,4.2,1.7,4.5,38.0,0.2,0.9,17.7,0.6,0.8,73.3,1.0,2.1,0.8,0.4,0.0,0,0,9.84
Antonio Daniels,NO/WSH,PG,74,13.8,4.1,1.3,3.2,41.9,0.3,0.8,36.7,1.1,1.4,80.0,1.0,2.4,0.8,0.4,0.0,0,0,12.15
Mikki Moore,SAC,C,70,17.2,3.9,1.6,2.9,55.3,0.0,0.0,0.0,0.7,0.9,78.7,3.7,0.8,0.7,0.2,0.3,1,0,8.90
Reggie Evans,PHI,C,79,14.4,3.3,1.0,2.3,44.4,0.0,0.0,0.0,1.3,2.2,59.4,4.6,0.3,0.9,0.5,0.1,0,0,10.42
Royal Ivey,PHI,PG,71,12.1,3.0,1.0,2.9,33.2,0.5,1.6,34.2,0.5,0.6,79.1,1.1,0.6,0.3,0.5,0.1,0,0,7.67
Bruce Bowen,SA,SF,80,18.9,2.7,1.0,2.3,42.2,0.5,1.2,42.9,0.2,0.3,53.8,1.8,0.5,0.3,0.5,0.2,0,0,5.37
Brevin Knight,UTAH,PG,74,12.7,2.4,0.9,2.6,34.9,0.0,0.1,0.0,0.6,0.9,75.0,1.2,2.6,0.9,0.9,0.1,0,0,9.56
DeSagana Diop,DAL,C,75,13.8,2.3,1.0,2.3,43.3,0.0,0.0,0.0,0.3,0.9,33.3,3.6,0.4,0.5,0.4,0.7,0,0,9.71
Chuck Hayes,HOU,PF,71,12.1,1.3,0.6,1.6,37.2,0.0,0.1,0.0,0.1,0.3,36.8,3.5,0.6,0.4,0.5,0.3,0,0,7.79
