"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"omega[1]",0.252105101879692,0.261101,0.275981713963201,3099.1,0.95,0.133325,0.346191,NA,NA,NA,NA,NA,NA,NA
"omega[2]",0.356107391154696,0.345876,0.349221018935303,8061.7,0.95,0.0963117,0.578748,NA,NA,NA,NA,NA,NA,NA
"omega[3]",0.332247894360161,0.332536,0.333178513727912,70002,0.95,0.302124,0.362472,NA,NA,NA,NA,NA,NA,NA
"omega[4]",0.342985298262907,0.34317,0.343575429767142,71095.6,0.95,0.327118,0.358805,NA,NA,NA,NA,NA,NA,NA
"omega[5]",0.35695746360104,0.3570485,0.357083542864976,70002,0.95,0.343799,0.370019,NA,NA,NA,NA,NA,NA,NA
"omega[6]",0.353040332890489,0.353072,0.352575619139039,70002,0.95,0.340311,0.365419,NA,NA,NA,NA,NA,NA,NA
"omega[7]",0.365737187880346,0.365802,0.366107004259871,68764.7,0.95,0.354509,0.376599,NA,NA,NA,NA,NA,NA,NA
"omegaO",0.345400669809605,0.335202,0.338014910263861,5031,0.95,0.048479,0.501413,NA,NA,NA,NA,NA,NA,NA
"kappa[1]",12.9414309932573,11.0592,8.45879618798071,12446.8,0.95,2,27.043,NA,NA,NA,NA,NA,NA,NA
"kappa[2]",14.3641966752378,2,1.88718014385637,5143.3,0.95,2,74.0203,NA,NA,NA,NA,NA,NA,NA
"kappa[3]",173.977012746207,150.724,109.020188597314,70837.5,0.95,22.4523,378.665,NA,NA,NA,NA,NA,NA,NA
"kappa[4]",181.733047094369,167.788,148.308420963981,70002,0.95,64.8555,330.262,NA,NA,NA,NA,NA,NA,NA
"kappa[5]",255.319299950001,240.799,214.459753120428,69193.7,0.95,105.272,434.749,NA,NA,NA,NA,NA,NA,NA
"kappa[6]",289.166743017342,271.0495,237.449332444069,70812.3,0.95,112.167,499.58,NA,NA,NA,NA,NA,NA,NA
"kappa[7]",239.807752212794,228.923,207.652795371645,70002,0.95,110.62,388.307,NA,NA,NA,NA,NA,NA,NA
"kappaO",92.0058753588469,69.3054,4.35251861032809,7748.6,0.95,2,259.944,NA,NA,NA,NA,NA,NA,NA
"theta[1]",0.363819119353733,0.3637605,0.364687494206816,70002,0.95,0.33791,0.390651,NA,NA,NA,NA,NA,NA,NA
"theta[2]",0.378969587997486,0.3787775,0.378533562963317,70002,0.95,0.348926,0.409165,NA,NA,NA,NA,NA,NA,NA
"theta[3]",0.292103717808063,0.292337,0.291961302365543,70002,0.95,0.24057,0.341207,NA,NA,NA,NA,NA,NA,NA
"theta[4]",0.294392959358304,0.29382,0.291376334021059,71916.7,0.95,0.242497,0.349328,NA,NA,NA,NA,NA,NA,NA
"theta[5]",0.417875766920945,0.4177235,0.418248355714579,70002,0.95,0.387022,0.449564,NA,NA,NA,NA,NA,NA,NA
"theta[6]",0.367668748207194,0.3673025,0.365461819351572,70002,0.95,0.327173,0.407542,NA,NA,NA,NA,NA,NA,NA
"theta[7]",0.338291318519471,0.338293,0.338439368809832,70850.9,0.95,0.300589,0.375019,NA,NA,NA,NA,NA,NA,NA
"theta[8]",0.356939678523471,0.356857,0.359211349376197,70002,0.95,0.320725,0.394579,NA,NA,NA,NA,NA,NA,NA
"theta[9]",0.37036900231422,0.3702425,0.371707959012556,70002,0.95,0.338494,0.40244,NA,NA,NA,NA,NA,NA,NA
"theta[10]",0.358742751635668,0.358652,0.359529732994638,70002,0.95,0.329697,0.389612,NA,NA,NA,NA,NA,NA,NA
"theta[11]",0.349174460472558,0.349065,0.347295817113234,71582.8,0.95,0.316759,0.382045,NA,NA,NA,NA,NA,NA,NA
"theta[12]",0.354822682351933,0.354626,0.354896061633703,70002,0.95,0.318987,0.390332,NA,NA,NA,NA,NA,NA,NA
"theta[13]",0.389528589783149,0.389417,0.392359961026258,70002,0.95,0.340109,0.439067,NA,NA,NA,NA,NA,NA,NA
"theta[14]",0.384363380889117,0.384044,0.384103208989296,70002,0.95,0.346609,0.421215,NA,NA,NA,NA,NA,NA,NA
"theta[15]",0.361240324619297,0.361172,0.361748725484224,68851,0.95,0.326898,0.396043,NA,NA,NA,NA,NA,NA,NA
"theta[16]",0.367166429202023,0.3668845,0.36586154954312,68987.5,0.95,0.32744,0.407937,NA,NA,NA,NA,NA,NA,NA
"theta[17]",0.313132021356533,0.3131905,0.312958537125936,70002,0.95,0.275748,0.350839,NA,NA,NA,NA,NA,NA,NA
"theta[18]",0.392793312719637,0.3926785,0.393460428714524,70002,0.95,0.359373,0.426309,NA,NA,NA,NA,NA,NA,NA
"theta[19]",0.339678240207423,0.339563,0.342487933848464,69214,0.95,0.290966,0.388712,NA,NA,NA,NA,NA,NA,NA
"theta[20]",0.223563926522099,0.2205115,0.216989523574162,68314.9,0.95,0.112534,0.336644,NA,NA,NA,NA,NA,NA,NA
"theta[21]",0.334015532570498,0.3347105,0.336445432307937,70002,0.95,0.274085,0.393714,NA,NA,NA,NA,NA,NA,NA
"theta[22]",0.335257911931088,0.335231,0.333968219998541,71453.2,0.95,0.301008,0.368821,NA,NA,NA,NA,NA,NA,NA
"theta[23]",0.347181289391732,0.3471645,0.346743872891428,69211.6,0.95,0.30875,0.386468,NA,NA,NA,NA,NA,NA,NA
"theta[24]",0.370521962029656,0.3704095,0.370225132474851,71149.7,0.95,0.338088,0.402457,NA,NA,NA,NA,NA,NA,NA
"theta[25]",0.359875265449559,0.359726,0.35907937325085,70002,0.95,0.324207,0.397329,NA,NA,NA,NA,NA,NA,NA
"theta[26]",0.37227701259964,0.3721665,0.372589254301854,70002,0.95,0.336209,0.409199,NA,NA,NA,NA,NA,NA,NA
"theta[27]",0.375526185194709,0.375084,0.371534464496872,70002,0.95,0.315623,0.437018,NA,NA,NA,NA,NA,NA,NA
"theta[28]",0.413701359289735,0.413447,0.411751853194772,68341.9,0.95,0.379953,0.446553,NA,NA,NA,NA,NA,NA,NA
"theta[29]",0.294502661966801,0.2940985,0.293906729788456,70002,0.95,0.240898,0.346437,NA,NA,NA,NA,NA,NA,NA
"theta[30]",0.378852362432502,0.378441,0.376960481294461,71555,0.95,0.341258,0.416767,NA,NA,NA,NA,NA,NA,NA
"theta[31]",0.362879667666638,0.362805,0.364586265700192,70002,0.95,0.3206,0.403921,NA,NA,NA,NA,NA,NA,NA
"theta[32]",0.40728197644353,0.406887,0.407589666674078,70002,0.95,0.364958,0.452165,NA,NA,NA,NA,NA,NA,NA
"theta[33]",0.345561718936602,0.345386,0.344168465078866,72966.7,0.95,0.294459,0.398755,NA,NA,NA,NA,NA,NA,NA
"theta[34]",0.33082509261164,0.3307795,0.33096897648266,70002,0.95,0.29534,0.365083,NA,NA,NA,NA,NA,NA,NA
"theta[35]",0.345391067055227,0.345389,0.345713811754122,70002,0.95,0.301436,0.389232,NA,NA,NA,NA,NA,NA,NA
"theta[36]",0.313182875374989,0.313198,0.314411103937949,70002,0.95,0.275199,0.352086,NA,NA,NA,NA,NA,NA,NA
"theta[37]",0.364897636210394,0.364755,0.364373611865919,69116.5,0.95,0.330116,0.399762,NA,NA,NA,NA,NA,NA,NA
"theta[38]",0.361902479272021,0.3616925,0.36029427544949,70002,0.95,0.325178,0.399423,NA,NA,NA,NA,NA,NA,NA
"theta[39]",0.342922881660524,0.342908,0.343024979365407,70002,0.95,0.305425,0.38091,NA,NA,NA,NA,NA,NA,NA
"theta[40]",0.35014775503557,0.350177,0.351005911260148,70002,0.95,0.313468,0.38461,NA,NA,NA,NA,NA,NA,NA
"theta[41]",0.390697743293049,0.390603,0.390992785501407,70071.1,0.95,0.357693,0.424113,NA,NA,NA,NA,NA,NA,NA
"theta[42]",0.390808246578669,0.390391,0.38761677408173,68293.5,0.95,0.353425,0.430852,NA,NA,NA,NA,NA,NA,NA
"theta[43]",0.223468484080455,0.2202755,0.210453245412878,70002,0.95,0.114246,0.338127,NA,NA,NA,NA,NA,NA,NA
"theta[44]",0.368342576940659,0.3680655,0.368995434716651,70002,0.95,0.325539,0.413761,NA,NA,NA,NA,NA,NA,NA
"theta[45]",0.359318630510557,0.3588055,0.356103468190166,70002,0.95,0.312737,0.408706,NA,NA,NA,NA,NA,NA,NA
"theta[46]",0.346084740164567,0.3463485,0.345403954734043,70002,0.95,0.283142,0.408335,NA,NA,NA,NA,NA,NA,NA
"theta[47]",0.338280415316705,0.3383045,0.338400692928844,70002,0.95,0.302494,0.374185,NA,NA,NA,NA,NA,NA,NA
"theta[48]",0.342684166409531,0.3426145,0.341378663295144,70002,0.95,0.304707,0.380941,NA,NA,NA,NA,NA,NA,NA
"theta[49]",0.390424781806234,0.3899795,0.38838113587455,70002,0.95,0.347716,0.432949,NA,NA,NA,NA,NA,NA,NA
"theta[50]",0.305671381079255,0.291711,0.270404372736227,18182.6,0.95,0.0422749,0.58875,NA,NA,NA,NA,NA,NA,NA
"theta[51]",0.313288596825805,0.314401,0.313499005166025,70868.5,0.95,0.238838,0.386198,NA,NA,NA,NA,NA,NA,NA
"theta[52]",0.355764472986486,0.3556445,0.353533673494767,70002,0.95,0.319599,0.391439,NA,NA,NA,NA,NA,NA,NA
"theta[53]",0.384211917502357,0.383812,0.383296449962232,70002,0.95,0.348005,0.421471,NA,NA,NA,NA,NA,NA,NA
"theta[54]",0.184166342857261,0.1755655,0.158472528642048,26739.3,0.95,0.0110345,0.360756,NA,NA,NA,NA,NA,NA,NA
"theta[55]",0.365314294105883,0.365243,0.364378081028766,70002,0.95,0.3325,0.398319,NA,NA,NA,NA,NA,NA,NA
"theta[56]",0.357949307548356,0.3575755,0.355148202289079,70002,0.95,0.316098,0.399781,NA,NA,NA,NA,NA,NA,NA
"theta[57]",0.343799708094054,0.3437275,0.342982934705787,70002,0.95,0.30493,0.380943,NA,NA,NA,NA,NA,NA,NA
"theta[58]",0.304964778522514,0.2912255,0.268592965076758,21273.1,0.95,0.0382998,0.585189,NA,NA,NA,NA,NA,NA,NA
"theta[59]",0.369638303077055,0.369252,0.368808219574026,70002,0.95,0.326172,0.41382,NA,NA,NA,NA,NA,NA,NA
"theta[60]",0.389094671880803,0.388582,0.389134817698022,70718.2,0.95,0.345299,0.434828,NA,NA,NA,NA,NA,NA,NA
"theta[61]",0.0876638651931345,0.07927985,0.0662099483737343,17322.4,0.95,0.00199843,0.189673,NA,NA,NA,NA,NA,NA,NA
"theta[62]",0.360231270992257,0.3601165,0.360486157050044,70002,0.95,0.321218,0.398817,NA,NA,NA,NA,NA,NA,NA
"theta[63]",0.351643358918317,0.351564,0.349515629192127,70991.1,0.95,0.313439,0.389701,NA,NA,NA,NA,NA,NA,NA
"theta[64]",0.364763512785349,0.364514,0.36210578139305,70002,0.95,0.328749,0.399839,NA,NA,NA,NA,NA,NA,NA
"theta[65]",0.360085747035799,0.359998,0.357512082944117,70002,0.95,0.319762,0.399934,NA,NA,NA,NA,NA,NA,NA
