PLAYER,Team,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
Paul George,IND,SF,75,35.9,23.7,8.3,18.0,46.1,2.6,6.6,39.3,4.5,5.0,89.8,6.6,3.3,2.9,1.6,0.4,11,0,20.30
Andrew Wiggins,MIN,SF,82,37.2,23.6,8.6,19.1,45.2,1.3,3.5,35.6,5.0,6.6,76.0,4.0,2.3,2.3,1.0,0.4,1,0,16.62
Kemba Walker,CHA,PG,79,34.7,23.2,8.1,18.3,44.4,3.0,7.6,39.9,3.8,4.5,84.7,3.9,5.5,2.1,1.1,0.3,8,0,21.41
John Wall,WSH,PG,78,36.4,23.1,8.3,18.4,45.1,1.1,3.5,32.7,5.4,6.8,80.1,4.2,10.7,4.1,2.0,0.6,50,0,23.28
Bradley Beal,WSH,SG,77,34.9,23.1,8.3,17.2,48.2,2.9,7.2,40.4,3.7,4.4,82.5,3.1,3.5,2.0,1.1,0.3,1,0,20.21
CJ McCollum,POR,SG,80,35.0,23.0,8.7,18.0,48.0,2.3,5.5,42.1,3.4,3.7,91.2,3.6,3.6,2.2,0.9,0.5,1,0,19.99
Giannis Antetokounmpo,MIL,PF,80,35.6,22.9,8.2,15.7,52.1,0.6,2.3,27.2,5.9,7.7,77.0,8.8,5.4,2.9,1.6,1.9,32,3,26.13
Carmelo Anthony,NY,PF,74,34.3,22.4,8.1,18.8,43.3,2.0,5.7,35.9,4.1,4.9,83.3,5.9,2.9,2.1,0.8,0.4,7,0,17.96
Kyle Lowry,TOR,PG,60,37.4,22.4,7.1,15.3,46.4,3.2,7.8,41.2,5.0,6.1,81.9,4.8,7.0,2.9,1.5,0.3,11,1,22.92
Klay Thompson,GS,SG,78,34.0,22.3,8.3,17.6,46.8,3.4,8.3,41.4,2.4,2.8,85.3,3.7,2.1,1.6,0.8,0.5,0,0,17.53
Devin Booker,PHX,SG,78,35.0,22.1,7.8,18.3,42.3,1.9,5.2,36.3,4.7,5.7,83.2,3.2,3.4,3.1,0.9,0.3,0,0,14.64
Gordon Hayward,UTAH,SF,73,34.5,21.9,7.5,15.8,47.1,2.0,5.1,39.8,5.0,5.9,84.4,5.4,3.5,1.9,1.0,0.3,2,0,22.23
Blake Griffin,LAC,PF,61,34.0,21.6,7.9,15.9,49.3,0.6,1.9,33.6,5.2,6.9,76.0,8.1,4.9,2.3,0.9,0.4,19,1,22.71
Eric Bledsoe,PHX,PG,66,33.0,21.1,6.8,15.7,43.4,1.6,4.7,33.5,5.9,6.9,84.7,4.8,6.3,3.4,1.4,0.5,7,1,20.56
Brook Lopez,BKN,C,75,29.6,20.5,7.4,15.6,47.4,1.8,5.2,34.6,3.9,4.9,81.0,5.4,2.3,2.5,0.5,1.7,2,0,20.48
Mike Conley,MEM,PG,69,33.2,20.5,6.7,14.6,45.9,2.5,6.1,40.7,4.6,5.3,85.9,3.5,6.3,2.3,1.3,0.3,8,0,23.26
Goran Dragic,MIA,PG,73,33.7,20.3,7.3,15.4,47.5,1.6,4.0,40.5,4.1,5.2,79.0,3.8,5.8,2.9,1.2,0.2,6,0,19.84
Marc Gasol,MEM,C,74,34.2,19.5,7.2,15.7,45.9,1.4,3.6,38.8,3.8,4.5,83.7,6.3,4.6,2.2,0.9,1.3,11,2,20.32
Harrison Barnes,DAL,SF,79,35.5,19.2,7.6,16.2,46.8,1.0,2.8,35.1,3.1,3.6,86.1,5.0,1.5,1.3,0.8,0.2,1,0,16.34
Kevin Love,CLE,PF,60,31.4,19.0,6.2,14.5,42.7,2.4,6.5,37.3,4.3,4.9,87.1,11.1,1.9,2.0,0.9,0.4,41,0,21.18
Dwyane Wade,CHI,G,60,29.9,18.3,6.9,15.9,43.4,0.8,2.4,31.0,3.7,4.7,79.4,4.5,3.8,2.3,1.4,0.7,2,0,18.55
Danilo Gallinari,DEN,PF,63,33.9,18.2,5.3,11.9,44.7,2.0,5.1,38.9,5.5,6.1,90.2,5.2,2.1,1.3,0.6,0.2,4,0,17.41
Kristaps Porzingis,NY,PF,66,32.8,18.1,6.7,14.9,45.0,1.7,4.8,35.7,3.0,3.8,78.6,7.2,1.5,1.8,0.7,2.0,12,0,17.49
Chris Paul,LAC,PG,61,31.5,18.1,6.1,12.9,47.6,2.0,5.0,41.1,3.8,4.3,89.2,5.0,9.2,2.4,2.0,0.1,24,1,26.25
Paul Millsap,ATL,PF,69,34.0,18.1,6.2,14.1,44.2,1.1,3.5,31.1,4.5,5.9,76.8,7.7,3.7,2.3,1.3,0.9,19,0,17.91
Derrick Rose,NY,PG,64,32.5,18.0,7.2,15.3,47.1,0.2,0.9,21.7,3.5,4.0,87.4,3.8,4.4,2.3,0.7,0.3,2,0,17.05
Dennis Schroder,ATL,PG,79,31.5,17.9,6.9,15.4,45.1,1.3,3.7,34.0,2.8,3.2,85.5,3.1,6.3,3.3,0.9,0.2,10,0,16.18
Lou Williams,LAL,SG,81,24.6,17.5,5.3,12.3,42.9,2.0,5.5,36.5,5.0,5.6,88.0,2.5,3.0,2.0,1.0,0.2,0,0,21.44
LaMarcus Aldridge,SA,C,72,32.4,17.3,6.9,14.6,47.7,0.3,0.8,41.1,3.1,3.8,81.2,7.3,1.9,1.4,0.6,1.2,18,0,18.66
Evan Fournier,ORL,SG,68,32.9,17.2,6.0,13.7,43.9,1.9,5.3,35.6,3.3,4.1,80.5,3.1,3.0,2.1,1.0,0.1,1,0,13.99
Hassan Whiteside,MIA,C,77,32.6,17.0,7.0,12.6,55.7,0.0,0.0,0.0,2.9,4.6,62.8,14.1,0.7,2.0,0.7,2.1,58,0,22.68
Nikola Jokic,DEN,C,73,27.9,16.7,6.8,11.7,57.8,0.6,1.9,32.4,2.6,3.1,82.5,9.8,4.9,2.3,0.8,0.8,39,6,26.40
Eric Gordon,HOU,SG,75,31.0,16.2,5.5,13.5,40.6,3.3,8.8,37.2,2.0,2.3,84.0,2.7,2.5,1.6,0.6,0.5,0,0,13.22
Tobias Harris,DET,SF,82,31.3,16.1,6.2,13.0,48.1,1.3,3.8,34.7,2.3,2.8,84.1,5.1,1.7,1.2,0.7,0.5,3,0,16.95
Victor Oladipo,OKC,SG,67,33.2,15.9,6.1,13.9,44.2,1.9,5.3,36.1,1.7,2.3,75.3,4.3,2.6,1.8,1.2,0.3,3,0,13.62
Wilson Chandler,DEN,SF,71,30.9,15.7,6.1,13.2,46.1,1.5,4.6,33.7,2.0,2.7,72.7,6.5,2.0,1.6,0.7,0.4,9,0,15.00
D'Angelo Russell,LAL,SG,63,28.7,15.6,5.6,13.8,40.5,2.1,6.1,35.2,2.3,3.0,78.2,3.5,4.8,2.8,1.4,0.3,2,0,15.36
Jrue Holiday,NO,SG,67,32.7,15.4,6.0,13.3,45.4,1.5,4.2,35.6,1.8,2.5,70.8,3.9,7.3,2.9,1.5,0.7,16,0,17.19
Jeff Teague,IND,PG,82,32.4,15.3,4.9,11.1,44.2,1.1,3.1,35.7,4.4,5.1,86.7,4.0,7.8,2.6,1.2,0.4,16,0,19.24
Nicolas Batum,CHA,SG,77,34.0,15.1,5.1,12.7,40.3,1.8,5.3,33.3,3.2,3.7,85.6,6.2,5.9,2.5,1.1,0.4,15,1,15.86
JJ Redick,LAC,SG,78,28.2,15.0,5.1,11.4,44.5,2.6,6.0,42.9,2.3,2.6,89.1,2.2,1.4,1.3,0.7,0.2,0,0,14.87
Serge Ibaka,ORL,PF,79,30.7,14.8,6.0,12.4,48.0,1.6,4.0,39.1,1.4,1.6,85.6,6.8,0.9,1.3,0.5,1.6,11,0,16.46
Jordan Clarkson,LAL,PG,82,29.2,14.7,5.8,13.1,44.5,1.4,4.3,32.9,1.6,2.0,79.8,3.0,2.6,2.0,1.1,0.1,0,0,13.23
Nikola Vucevic,ORL,C,75,28.8,14.6,6.4,13.7,46.8,0.3,1.0,30.7,1.4,2.1,66.9,10.4,2.8,1.6,1.0,1.0,38,0,19.19
Myles Turner,IND,C,81,31.4,14.5,5.5,10.7,51.1,0.5,1.4,34.8,3.0,3.7,80.9,7.3,1.3,1.3,0.9,2.1,15,0,18.51
Tim Hardaway Jr.,ATL,SG,79,27.3,14.5,5.3,11.5,45.5,1.9,5.3,35.7,2.1,2.7,76.6,2.8,2.3,1.3,0.7,0.2,0,0,15.26
T.J. Warren,PHX,SF,66,31.0,14.4,6.1,12.3,49.5,0.4,1.5,26.5,1.8,2.3,77.3,5.1,1.1,0.9,1.2,0.6,5,0,15.64
Enes Kanter,OKC,C,72,21.3,14.3,5.6,10.2,54.5,0.1,0.5,13.2,3.1,4.0,78.6,6.7,0.9,1.7,0.4,0.5,18,0,23.74
Zach Randolph,MEM,F,73,24.5,14.1,5.9,13.2,44.9,0.3,1.3,22.3,1.9,2.6,73.1,8.2,1.7,1.4,0.5,0.1,20,0,18.58
Rudy Gobert,UTAH,C,81,33.9,14.0,5.1,7.7,66.1,0.0,0.0,0.0,3.8,5.9,65.3,12.8,1.2,1.8,0.6,2.6,58,0,23.31
Al Horford,BOS,C,68,32.3,14.0,5.6,11.8,47.3,1.3,3.6,35.5,1.6,2.0,80.0,6.8,5.0,1.7,0.8,1.3,8,0,17.77
Marcus Morris Sr.,DET,SF,79,32.5,14.0,5.3,12.7,41.8,1.5,4.5,33.1,1.8,2.3,78.4,4.6,2.0,1.1,0.7,0.3,5,0,12.47
Markieff Morris,WSH,PF,76,31.2,14.0,5.3,11.7,45.7,0.9,2.6,36.2,2.4,2.8,83.7,6.5,1.7,1.7,1.1,0.6,9,0,13.75
Jae Crowder,BOS,SF,72,32.4,13.9,4.6,10.0,46.3,2.2,5.5,39.8,2.4,3.0,81.1,5.8,2.2,1.1,1.0,0.3,7,0,14.99
Kentavious Caldwell-Pope,DET,SG,76,33.3,13.8,4.9,12.2,39.9,2.0,5.8,35.0,2.0,2.4,83.2,3.3,2.5,1.1,1.2,0.2,1,0,12.90
Bojan Bogdanovic,BKN,SF,81,25.7,13.7,4.6,10.4,44.5,1.8,4.8,36.7,2.7,3.0,89.3,3.4,1.4,1.6,0.4,0.1,0,0,13.56
Tyler Johnson,MIA,SG,73,29.8,13.7,4.9,11.3,43.3,1.3,3.4,37.2,2.7,3.5,76.8,4.0,3.2,1.2,1.2,0.6,0,0,15.94
Will Barton,DEN,SG,60,28.4,13.7,4.9,11.1,44.3,1.5,3.9,37.0,2.4,3.2,75.3,4.3,3.4,1.6,0.8,0.5,2,0,15.55
Andre Drummond,DET,C,81,29.7,13.6,6.0,11.2,53.0,0.0,0.1,28.6,1.7,4.4,38.6,13.8,1.1,1.9,1.5,1.1,49,0,20.91
Ryan Anderson,HOU,F,72,29.4,13.6,4.5,10.7,41.8,2.8,7.0,40.3,1.8,2.1,86.0,4.6,0.9,0.8,0.4,0.2,2,0,13.53
Dwight Howard,ATL,C,74,29.7,13.5,5.2,8.3,63.3,0.0,0.0,0.0,3.1,5.7,53.3,12.7,1.4,2.3,0.9,1.2,53,0,20.89
Wesley Matthews,DAL,SG,73,34.2,13.5,4.6,11.6,39.3,2.4,6.6,36.3,2.0,2.5,81.6,3.5,2.9,1.4,1.1,0.2,0,0,11.93
Otto Porter Jr.,WSH,SF,80,32.6,13.4,5.2,10.0,51.6,1.9,4.3,43.4,1.2,1.5,83.2,6.4,1.5,0.6,1.5,0.5,12,0,17.35
Darren Collison,SAC,G,68,30.3,13.2,5.0,10.5,47.6,1.1,2.6,41.7,2.2,2.5,86.0,2.2,4.6,1.7,1.0,0.1,4,0,15.37
Nick Young,LAL,G,60,25.9,13.2,4.5,10.6,43.0,2.8,7.0,40.4,1.3,1.5,85.6,2.3,1.0,0.6,0.6,0.2,0,0,14.12
Julius Randle,LAL,PF,74,28.8,13.2,5.1,10.5,48.7,0.2,0.9,27.0,2.8,3.8,72.3,8.6,3.6,2.3,0.7,0.5,18,3,16.32
Sean Kilpatrick,BKN,G,70,25.1,13.1,4.4,10.5,41.5,1.5,4.4,34.1,2.9,3.5,84.3,4.0,2.2,1.9,0.6,0.1,4,0,13.16
Ersan Ilyasova,PHI/OKC,PF,82,26.1,13.1,4.7,10.9,43.1,1.7,4.9,35.3,2.0,2.5,77.8,5.9,1.7,1.4,0.7,0.3,10,0,14.65
Robert Covington,PHI,PF,67,31.6,12.9,4.4,10.9,39.9,2.0,6.1,33.3,2.1,2.6,82.2,6.5,1.5,2.0,1.9,1.0,12,0,13.27
Dario Saric,PHI,PF,81,26.3,12.8,4.7,11.4,41.1,1.3,4.2,31.1,2.1,2.7,78.2,6.3,2.2,2.3,0.7,0.4,10,0,12.84
James Johnson,MIA,PF,76,27.4,12.8,4.8,10.1,47.9,1.1,3.4,34.0,2.0,2.8,70.7,4.9,3.6,2.3,1.0,1.1,4,0,17.03
Seth Curry,DAL,SG,70,29.0,12.8,4.8,10.0,48.1,2.0,4.6,42.5,1.2,1.4,85.0,2.6,2.7,1.3,1.1,0.1,1,0,15.52
Elfrid Payton,ORL,PG,82,29.4,12.8,5.2,11.1,47.1,0.5,1.8,27.4,1.8,2.6,69.2,4.7,6.5,2.2,1.1,0.5,18,5,17.25
Aaron Gordon,ORL,PF,80,28.7,12.7,4.9,10.8,45.4,1.0,3.3,28.8,2.0,2.7,71.9,5.1,1.9,1.1,0.8,0.5,7,0,14.52
DeAndre Jordan,LAC,C,81,31.7,12.7,5.1,7.1,71.4,0.0,0.0,0.0,2.5,5.2,48.2,13.8,1.2,1.4,0.6,1.7,41,0,21.84
Rodney Hood,UTAH,SG,59,27.0,12.7,4.6,11.3,40.8,1.9,5.2,37.1,1.5,1.9,78.3,3.4,1.6,1.1,0.6,0.2,0,0,12.47
Clint Capela,HOU,C,65,23.9,12.6,5.6,8.7,64.3,0.0,0.0,0.0,1.4,2.7,53.1,8.1,1.0,1.3,0.5,1.2,15,0,21.48
Pau Gasol,SA,C,64,25.4,12.4,4.7,9.4,50.2,0.9,1.6,53.8,2.0,2.9,70.7,7.8,2.3,1.3,0.4,1.1,11,0,20.23
Jamal Crawford,LAC,G,82,26.3,12.3,4.4,10.6,41.3,1.4,3.9,36.0,2.1,2.5,85.7,1.6,2.6,1.6,0.7,0.2,0,0,12.06
Austin Rivers,LAC,PG,74,27.8,12.0,4.4,9.9,44.2,1.5,4.0,37.1,1.8,2.6,69.1,2.2,2.8,1.6,0.6,0.1,0,0,11.44
Jonas Valanciunas,TOR,C,80,25.8,12.0,4.9,8.8,55.7,0.0,0.0,50.0,2.2,2.7,81.1,9.5,0.7,1.3,0.5,0.8,29,0,20.13
Greg Monroe,MIL,C,81,22.5,11.7,4.8,9.0,53.4,0.0,0.0,0.0,2.2,3.0,74.1,6.6,2.3,1.7,1.1,0.5,13,0,21.23
Trevor Ariza,HOU,SF,80,34.7,11.7,4.1,10.0,40.9,2.4,6.9,34.4,1.2,1.6,73.8,5.7,2.2,0.9,1.8,0.3,3,0,12.38
Frank Kaminsky,CHA,PF,75,26.1,11.7,4.3,10.7,39.9,1.5,4.7,32.8,1.6,2.1,75.6,4.5,2.2,1.0,0.6,0.5,4,0,13.12
Steven Adams,OKC,C,80,29.9,11.3,4.7,8.2,57.1,0.0,0.0,0.0,2.0,3.2,61.1,7.7,1.1,1.8,1.1,1.0,16,0,16.51
Marvin Williams,CHA,PF,76,30.2,11.2,3.9,9.3,42.2,1.6,4.7,35.0,1.7,2.0,87.3,6.6,1.4,0.8,0.8,0.7,11,0,13.74
Ricky Rubio,MIN,PG,75,32.9,11.1,3.5,8.7,40.2,0.8,2.6,30.6,3.4,3.8,89.1,4.1,9.1,2.6,1.7,0.1,25,1,16.87
Thaddeus Young,IND,PF,74,30.2,11.0,4.9,9.3,52.7,0.6,1.6,38.1,0.6,1.2,52.3,6.1,1.6,1.3,1.5,0.4,7,0,14.96
Terrence Ross,TOR,SG,78,25.1,11.0,4.2,9.6,43.7,1.8,5.0,36.3,0.8,1.0,83.1,2.6,1.1,0.9,1.1,0.4,0,0,13.46
Kent Bazemore,ATL,SG,73,26.9,11.0,4.0,9.9,40.9,1.3,3.6,34.6,1.6,2.3,70.8,3.2,2.4,1.7,1.2,0.7,1,0,11.60
Deron Williams,DAL,PG,64,25.9,11.0,4.1,9.4,43.8,1.3,3.7,36.3,1.4,1.7,82.6,2.3,5.6,2.2,0.5,0.1,3,0,14.02
Taj Gibson,CHI,PF,78,25.5,10.8,4.7,9.1,51.5,0.0,0.2,23.1,1.4,2.0,71.5,6.2,0.9,1.3,0.5,0.8,11,0,15.07
Courtney Lee,NY,SG,77,31.9,10.8,4.2,9.1,45.6,1.4,3.5,40.1,1.1,1.3,86.7,3.4,2.3,0.9,1.1,0.3,0,0,12.20
Marcin Gortat,WSH,C,82,31.2,10.8,4.8,8.2,57.9,0.0,0.0,0.0,1.3,1.9,64.8,10.4,1.5,1.5,0.5,0.7,36,0,15.48
C.J. Miles,IND,SG,76,23.4,10.7,3.7,8.5,43.4,2.2,5.4,41.3,1.1,1.2,90.3,3.0,0.6,0.5,0.6,0.3,0,0,13.77
Allen Crabbe,POR,SG,79,28.5,10.7,3.8,8.2,46.8,1.7,3.8,44.4,1.3,1.6,84.7,2.9,1.2,0.8,0.7,0.3,0,0,11.64
Nikola Mirotic,CHI,F,70,24.0,10.6,3.7,8.9,41.3,1.8,5.4,34.2,1.4,1.8,77.3,5.5,1.1,1.1,0.8,0.8,8,0,14.54
Marcus Smart,BOS,PG,79,30.4,10.6,3.4,9.5,35.9,1.2,4.2,28.3,2.6,3.2,81.2,3.9,4.6,2.0,1.6,0.4,2,0,12.07
Buddy Hield,NO,SG,82,23.0,10.6,4.0,9.4,42.6,1.8,4.6,39.1,0.8,0.9,84.2,3.3,1.5,1.2,0.5,0.1,0,0,11.89
Marco Belinelli,CHA,SG,74,24.0,10.5,3.6,8.3,42.9,1.4,3.8,36.0,2.0,2.3,89.3,2.4,2.0,0.9,0.6,0.1,1,0,13.40
Wayne Ellington,MIA,SG,62,24.2,10.5,3.7,9.0,41.6,2.4,6.4,37.8,0.6,0.7,86.0,2.1,1.1,0.5,0.6,0.1,0,0,12.68
Mason Plumlee,POR,PF,81,26.5,10.4,4.1,7.7,53.6,0.0,0.1,0.0,2.1,3.7,58.0,7.5,3.5,1.7,0.9,1.1,19,0,18.18
Robin Lopez,CHI,C,81,28.0,10.4,4.7,9.6,49.3,0.0,0.0,0.0,0.9,1.3,72.1,6.4,1.0,1.1,0.2,1.4,8,0,14.47
Cody Zeller,CHA,PF,62,27.8,10.3,4.1,7.1,57.1,0.0,0.0,0.0,2.1,3.2,67.9,6.5,1.6,1.0,1.0,0.9,6,0,16.70
Jon Leuer,DET,F,75,25.9,10.2,4.1,8.6,48.0,0.7,2.2,29.3,1.3,1.5,86.7,5.4,1.5,0.9,0.4,0.3,3,0,14.21
Malcolm Brogdon,MIL,PG,75,26.4,10.2,3.9,8.5,45.7,1.0,2.6,40.4,1.5,1.7,86.5,2.8,4.2,1.5,1.1,0.2,2,1,14.90
Draymond Green,GS,PF,76,32.5,10.2,3.6,8.6,41.8,1.1,3.5,30.8,2.0,2.8,70.9,7.9,7.0,2.4,2.0,1.4,17,5,16.51
Jusuf Nurkic,DEN,C,65,21.4,10.2,4.2,8.2,50.7,0.0,0.0,0.0,1.8,3.2,57.1,7.2,1.9,2.2,0.8,1.1,13,0,17.57
Tony Parker,SA,G,63,25.2,10.1,4.2,9.0,46.6,0.4,1.1,33.3,1.3,1.9,72.7,1.8,4.5,1.4,0.5,0.0,0,0,13.10
Kyle Korver,ATL,SG,67,26.2,10.1,3.6,7.7,46.4,2.4,5.4,45.1,0.6,0.6,90.5,2.8,1.6,1.0,0.5,0.3,0,0,12.17
Maurice Harkless,POR,SF,77,28.9,10.0,4.1,8.1,50.3,0.9,2.5,35.1,1.0,1.6,62.1,4.4,1.1,1.1,1.1,0.9,2,0,13.16
Trevor Booker,BKN,F,71,24.7,10.0,4.3,8.3,51.6,0.4,1.1,32.1,1.0,1.5,67.3,8.0,1.9,1.8,1.1,0.4,16,0,15.71
Gorgui Dieng,MIN,C,82,32.4,10.0,4.0,8.1,50.2,0.2,0.5,37.2,1.7,2.0,81.4,7.9,1.9,1.3,1.1,1.2,13,0,14.19
Shabazz Muhammad,MIN,F,78,19.4,9.9,3.7,7.7,48.2,0.6,1.9,33.6,1.9,2.4,77.4,2.8,0.4,0.7,0.3,0.1,1,0,15.00
Jamal Murray,DEN,PG,82,21.5,9.9,3.6,8.9,40.4,1.4,4.2,33.4,1.3,1.5,88.3,2.6,2.1,1.4,0.6,0.3,1,0,11.97
Ty Lawson,SAC,G,69,25.1,9.9,3.4,7.6,45.4,0.5,1.7,28.8,2.5,3.1,79.7,2.6,4.8,1.9,1.1,0.1,3,1,15.42
Jeremy Lamb,CHA,SG,62,18.4,9.7,3.6,7.9,46.0,0.7,2.4,28.1,1.8,2.1,85.3,4.3,1.2,0.6,0.4,0.4,1,0,17.09
Kenneth Faried,DEN,F,61,21.2,9.6,3.7,6.8,54.8,0.0,0.1,0.0,2.1,3.1,69.3,7.6,0.9,1.0,0.7,0.7,11,0,20.36
E'Twaun Moore,NO,SG,73,24.9,9.6,3.9,8.5,45.7,1.1,2.8,37.0,0.8,1.0,77.0,2.1,2.2,0.8,0.7,0.4,0,0,12.13
Patrick Beverley,HOU,PG,67,30.7,9.5,3.4,8.1,42.0,1.6,4.3,38.2,1.1,1.4,76.8,5.9,4.2,1.5,1.5,0.4,6,0,13.06
Patty Mills,SA,PG,80,21.9,9.5,3.4,7.8,44.0,1.8,4.4,41.4,0.8,1.0,82.5,1.8,3.5,1.3,0.8,0.0,1,0,15.28
Nik Stauskas,PHI,G,80,27.4,9.5,3.1,7.9,39.6,1.7,4.5,36.8,1.5,1.9,81.3,2.8,2.4,1.6,0.6,0.4,0,0,9.05
Brandon Ingram,LAL,SF,79,28.8,9.4,3.5,8.7,40.2,0.7,2.4,29.4,1.7,2.7,62.2,4.0,2.1,1.5,0.6,0.5,0,0,8.56
Ish Smith,DET,PG,81,24.1,9.4,4.1,9.2,43.9,0.3,1.3,26.7,0.9,1.3,70.6,2.9,5.2,1.4,0.8,0.4,3,0,14.79
Cory Joseph,TOR,PG,80,25.0,9.3,3.7,8.3,45.2,0.6,1.7,35.6,1.2,1.5,77.0,2.9,3.3,1.4,0.8,0.2,1,0,13.22
Jeff Green,ORL,F,69,22.2,9.2,3.2,8.1,39.4,0.8,2.8,27.5,2.1,2.4,86.3,3.1,1.2,1.1,0.5,0.2,1,0,10.57
Gerald Henderson,PHI,SG,72,23.2,9.2,3.3,7.7,42.4,0.8,2.4,35.3,1.8,2.3,80.6,2.6,1.6,0.9,0.6,0.2,0,0,10.81
Marquese Chriss,PHX,PF,82,21.3,9.2,3.5,7.7,44.9,0.9,2.7,32.1,1.4,2.2,62.4,4.2,0.7,1.3,0.8,0.9,3,0,12.38
Michael Kidd-Gilchrist,CHA,SF,81,29.0,9.2,3.6,7.6,47.7,0.0,0.1,11.1,1.9,2.4,78.4,7.0,1.4,0.7,1.0,1.0,11,0,14.30
Joe Johnson,UTAH,G,78,23.6,9.2,3.5,8.0,43.6,1.4,3.3,41.1,0.8,1.0,81.8,3.1,1.8,0.9,0.5,0.2,0,0,12.82
Jameer Nelson,DEN,G,75,27.3,9.2,3.6,8.1,44.4,1.4,3.6,38.8,0.6,0.8,71.4,2.6,5.1,1.7,0.7,0.1,4,0,11.52
Channing Frye,CLE,F,74,18.9,9.1,3.2,7.0,45.8,1.9,4.5,40.9,0.9,1.0,85.1,3.9,0.6,0.7,0.4,0.5,2,0,15.72
Nene,HOU,C,67,17.9,9.1,3.7,5.9,61.7,0.0,0.1,33.3,1.7,2.9,58.9,4.2,1.0,1.1,0.8,0.6,0,0,18.91
Montrezl Harrell,HOU,PF,58,18.3,9.1,3.9,5.9,65.2,0.0,0.1,14.3,1.3,2.1,62.8,3.8,1.1,0.8,0.3,0.7,3,0,19.23
Tony Allen,MEM,SG,71,27.0,9.1,3.9,8.4,46.0,0.2,0.8,27.8,1.1,1.8,61.5,5.5,1.4,1.4,1.6,0.4,5,0,13.33
Kelly Olynyk,BOS,PF,75,20.5,9.0,3.5,6.8,51.2,0.9,2.6,35.4,1.2,1.6,73.2,4.8,2.0,1.3,0.6,0.4,2,0,15.32
Evan Turner,POR,SG,65,25.5,9.0,3.6,8.5,42.6,0.5,1.8,26.3,1.3,1.6,82.5,3.8,3.2,1.5,0.8,0.4,2,0,11.48
Doug McDermott,CHI,SF,66,22.8,9.0,3.4,7.5,44.7,1.2,3.2,37.0,1.1,1.3,84.5,2.7,0.9,0.6,0.2,0.1,1,0,10.77
JaMychal Green,MEM,PF,77,27.3,8.9,3.2,6.5,50.1,0.7,1.9,38.2,1.7,2.2,80.2,7.1,1.1,1.2,0.6,0.4,10,0,13.56
DeMarre Carroll,TOR,SF,72,26.1,8.9,3.1,7.6,40.0,1.5,4.4,34.1,1.2,1.6,76.1,3.8,1.0,0.8,1.1,0.4,2,0,11.88
Al-Farouq Aminu,POR,PF,61,29.1,8.7,3.0,7.7,39.2,1.1,3.5,32.9,1.6,2.2,70.6,7.4,1.6,1.5,1.0,0.7,4,0,11.31
