PLAYER,Team,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
Kevin Martin,MIN,SG,68,32.0,19.1,6.5,15.0,43.0,1.7,4.4,38.7,4.5,5.0,89.1,3.0,1.8,1.6,1.0,0.1,1,0,16.37
Monta Ellis,DAL,SG,82,36.9,19.0,7.0,15.6,45.1,0.8,2.5,33.0,4.1,5.2,78.8,3.6,5.7,3.2,1.7,0.3,6,0,16.83
Jamal Crawford,LAC,G,69,30.3,18.6,6.1,14.7,41.6,2.3,6.5,36.1,4.0,4.7,86.6,2.3,3.2,2.0,0.9,0.2,2,0,17.39
Klay Thompson,GS,SG,81,35.4,18.4,6.9,15.5,44.4,2.8,6.6,41.7,1.8,2.3,79.5,3.1,2.2,1.7,0.9,0.5,1,0,14.32
Dwight Howard,HOU,C,71,33.7,18.3,6.7,11.3,59.1,0.0,0.1,28.6,4.9,9.0,54.7,12.2,1.8,3.2,0.8,1.8,47,0,21.36
Arron Afflalo,ORL,G,73,35.0,18.2,6.4,13.8,45.9,1.8,4.1,42.7,3.8,4.6,81.5,3.6,3.4,2.0,0.5,0.0,1,0,16.09
David Lee,GS,PF,69,33.2,18.2,7.4,14.2,52.3,0.0,0.0,0.0,3.3,4.3,78.0,9.3,2.1,2.2,0.7,0.4,34,0,19.21
Paul Millsap,ATL,PF,74,33.5,17.9,6.5,14.1,46.1,1.0,2.9,35.8,3.9,5.3,73.1,8.5,3.1,2.5,1.7,1.1,30,1,19.83
Kyle Lowry,TOR,PG,79,36.2,17.9,5.8,13.7,42.3,2.4,6.3,38.0,4.0,4.9,81.3,4.7,7.4,2.5,1.5,0.2,18,2,20.20
Thaddeus Young,PHI,PF,79,34.4,17.9,7.4,16.2,45.4,1.1,3.7,30.8,2.1,2.9,71.2,6.0,2.3,2.1,2.1,0.5,11,0,16.64
Brandon Knight,MIL,PG,72,33.3,17.9,6.4,15.2,42.2,1.5,4.7,32.5,3.6,4.5,80.2,3.5,4.9,2.6,1.0,0.2,4,0,16.59
Nick Young,LAL,G,64,28.3,17.9,6.0,13.9,43.5,2.1,5.5,38.6,3.7,4.5,82.5,2.6,1.5,1.5,0.7,0.2,0,0,16.11
Kemba Walker,CHA,PG,73,35.8,17.7,6.2,15.7,39.3,1.5,4.5,33.3,3.9,4.6,83.7,4.2,6.1,2.3,1.2,0.4,9,1,16.82
Ty Lawson,DEN,G,62,35.8,17.6,5.6,13.0,43.1,1.2,3.3,35.6,5.2,6.5,79.8,3.5,8.8,3.2,1.6,0.2,23,0,19.02
Zach Randolph,MEM,F,79,34.2,17.4,7.1,15.2,46.7,0.0,0.3,10.0,3.2,4.3,74.2,10.1,2.5,2.3,0.7,0.3,47,0,18.37
Pau Gasol,LAL,C,60,31.4,17.4,7.1,14.8,48.0,0.1,0.2,28.6,3.1,4.2,73.6,9.7,3.4,2.4,0.5,1.5,30,0,19.34
Mike Conley,MEM,PG,73,33.5,17.2,6.3,14.1,45.0,1.4,4.0,36.1,3.1,3.8,81.5,2.9,6.0,2.1,1.5,0.2,5,0,20.07
Bradley Beal,WSH,SG,73,34.7,17.1,6.6,15.7,41.9,1.9,4.7,40.2,2.0,2.6,78.8,3.7,3.3,1.8,1.0,0.2,1,0,14.32
Jeff Green,BOS,F,82,34.2,16.9,5.9,14.3,41.2,1.6,4.8,34.1,3.5,4.3,79.5,4.6,1.7,2.0,0.7,0.6,2,0,13.17
Tony Parker,SA,G,68,29.4,16.7,6.7,13.4,49.9,0.4,1.0,37.3,2.9,3.6,81.1,2.3,5.7,2.2,0.5,0.1,2,0,19.00
Michael Carter-Williams,PHI,PG,70,34.5,16.7,6.1,15.1,40.5,0.8,3.0,26.4,3.7,5.2,70.3,6.2,6.3,3.5,1.9,0.6,16,2,15.59
Chandler Parsons,HOU,SF,74,37.6,16.6,6.3,13.3,47.2,1.8,4.7,37.0,2.2,3.0,74.2,5.5,4.0,1.9,1.2,0.4,7,0,15.90
Jeff Teague,ATL,PG,79,32.2,16.5,5.8,13.2,43.8,0.9,2.8,32.9,4.0,4.8,84.6,2.6,6.7,2.9,1.1,0.2,13,0,17.16
Josh Smith,DET,PF,77,35.5,16.4,6.7,16.0,41.9,0.9,3.4,26.4,2.1,3.9,53.2,6.8,3.3,2.6,1.4,1.4,12,0,14.10
Wesley Matthews,POR,SG,82,33.9,16.4,5.4,12.3,44.1,2.5,6.2,39.3,3.1,3.7,83.7,3.5,2.4,1.3,0.9,0.2,1,0,15.70
Chris Bosh,MIA,PF,79,32.0,16.2,6.2,12.1,51.6,0.9,2.8,33.9,2.8,3.4,82.0,6.6,1.1,1.6,1.0,1.0,6,0,19.11
Gordon Hayward,UTAH,SF,77,36.4,16.2,5.5,13.4,41.3,1.1,3.6,30.4,4.0,4.9,81.6,5.1,5.2,2.8,1.4,0.5,9,0,16.22
Luol Deng,CHI,F,63,35.1,16.0,5.9,13.7,43.1,0.9,3.0,30.2,3.4,4.3,79.1,5.7,2.9,1.8,1.0,0.1,8,0,15.22
Dion Waiters,CLE,SG,70,29.6,15.9,6.1,14.2,43.3,1.3,3.6,36.8,2.3,3.4,68.5,2.8,3.0,2.2,0.9,0.2,1,0,14.10
Gerald Green,PHX,SG,82,28.4,15.8,5.5,12.3,44.5,2.5,6.2,40.0,2.4,2.8,84.8,3.4,1.5,1.8,0.9,0.5,0,0,16.55
Joe Johnson,BKN,G,79,32.6,15.8,5.8,12.9,45.4,2.1,5.1,40.1,2.0,2.5,81.5,3.4,2.7,1.5,0.6,0.1,0,0,15.54
Jodie Meeks,LAL,G,77,33.2,15.7,5.4,11.6,46.3,2.1,5.2,40.1,2.9,3.4,85.7,2.5,1.8,1.4,1.4,0.1,0,0,14.75
Brandon Jennings,DET,G,80,34.1,15.5,5.3,14.2,37.3,1.9,5.7,33.7,3.0,4.0,75.1,3.1,7.6,2.7,1.3,0.1,18,0,15.67
Eric Gordon,NO,SG,64,32.1,15.4,5.6,12.8,43.6,1.6,4.0,39.1,2.7,3.5,78.5,2.6,3.3,2.1,1.2,0.2,0,0,14.92
Greg Monroe,DET,C,82,32.8,15.2,6.1,12.4,49.7,0.0,0.0,0.0,2.9,4.5,65.7,9.3,2.1,2.0,1.1,0.6,35,0,18.16
Serge Ibaka,OKC,PF,81,32.9,15.1,6.5,12.1,53.6,0.3,0.7,38.3,1.9,2.5,78.4,8.8,1.0,1.5,0.5,2.7,29,0,19.66
Tim Duncan,SA,C,74,29.2,15.1,6.0,12.2,49.0,0.0,0.1,0.0,3.1,4.3,73.1,9.7,3.0,2.1,0.6,1.9,30,0,21.40
Avery Bradley,BOS,PG,60,30.9,14.9,6.0,13.8,43.8,1.3,3.3,39.5,1.5,1.9,80.4,3.8,1.4,1.6,1.1,0.2,1,0,12.80
Tobias Harris,ORL,SF,61,30.3,14.6,5.4,11.7,46.4,0.5,2.1,25.4,3.2,4.0,80.7,7.0,1.3,1.3,0.7,0.4,7,0,16.54
Marc Gasol,MEM,C,59,33.4,14.6,5.7,12.1,47.3,0.0,0.2,18.2,3.1,4.1,76.8,7.2,3.6,1.9,1.0,1.3,10,0,18.27
JR Smith,NY,G,74,32.7,14.5,5.4,12.9,41.5,2.6,6.5,39.4,1.2,1.9,65.2,4.0,3.0,1.5,0.9,0.3,1,0,14.00
Tyreke Evans,NO,G,72,28.2,14.5,5.4,12.5,43.6,0.3,1.3,22.1,3.3,4.3,77.1,4.7,5.0,2.4,1.2,0.3,10,1,18.43
Trevor Ariza,WSH,SF,77,35.4,14.4,5.1,11.1,45.6,2.3,5.7,40.7,1.9,2.5,77.2,6.2,2.5,1.7,1.6,0.3,11,0,15.87
Deron Williams,BKN,PG,64,32.2,14.3,5.0,11.2,45.0,1.5,4.2,36.6,2.7,3.4,80.1,2.6,6.1,2.2,1.5,0.2,5,0,17.69
Gerald Henderson,CHA,SG,77,32.0,14.0,5.2,12.1,43.3,0.5,1.5,34.8,3.1,4.0,76.1,4.0,2.6,1.5,0.7,0.4,0,0,13.13
David West,IND,F,80,30.9,14.0,5.7,11.7,48.8,0.1,0.2,26.7,2.5,3.1,78.9,6.8,2.8,1.7,0.8,0.9,8,0,17.55
Evan Turner,PHI,SG,81,30.3,14.0,5.4,12.6,42.5,0.6,1.9,32.1,2.6,3.2,81.3,5.0,3.2,2.3,0.8,0.1,9,0,12.43
Alec Burks,UTAH,SG,78,28.1,14.0,4.9,10.7,45.7,0.6,1.8,35.0,3.6,4.8,74.8,3.3,2.7,1.9,0.9,0.2,0,0,15.82
Rodney Stuckey,DET,PG,73,26.7,13.9,5.1,11.7,43.6,0.3,1.2,27.3,3.3,4.0,83.6,2.3,2.1,1.7,0.7,0.1,0,0,14.04
Lance Stephenson,IND,G,78,35.3,13.8,5.5,11.2,49.1,1.1,3.1,35.2,1.8,2.5,71.1,7.2,4.6,2.7,0.7,0.1,20,5,14.72
Victor Oladipo,ORL,SG,80,31.1,13.8,4.9,11.7,41.9,0.9,2.8,32.7,3.1,4.0,78.0,4.1,4.1,3.2,1.6,0.5,7,1,13.64
Markieff Morris,PHX,PF,81,26.6,13.8,5.1,10.4,48.6,0.4,1.3,31.5,3.2,4.0,79.2,6.0,1.8,1.8,0.8,0.6,11,0,18.48
Carlos Boozer,CHI,PF,76,28.2,13.7,5.9,12.9,45.6,0.0,0.0,0.0,1.9,2.5,76.7,8.3,1.6,2.0,0.7,0.3,25,0,14.48
Kenneth Faried,DEN,F,80,27.2,13.7,5.6,10.3,54.5,0.0,0.0,0.0,2.5,3.9,65.0,8.6,1.2,1.7,0.9,0.9,27,0,19.90
Wilson Chandler,DEN,SF,62,31.1,13.6,5.0,11.9,41.6,2.0,5.7,34.8,1.8,2.5,72.4,4.7,1.8,1.3,0.7,0.5,2,0,12.48
Andre Drummond,DET,C,81,32.3,13.5,5.9,9.5,62.3,0.0,0.0,0.0,1.7,4.0,41.8,13.2,0.4,1.4,1.2,1.6,57,0,22.65
Paul Pierce,BKN,SF,75,28.0,13.5,4.3,9.5,45.1,1.5,4.0,37.3,3.4,4.1,82.6,4.6,2.4,2.0,1.1,0.4,1,0,16.81
Derrick Favors,UTAH,PF,73,30.2,13.3,5.3,10.2,52.2,0.0,0.0,0.0,2.6,3.9,66.9,8.7,1.2,1.8,1.0,1.5,25,0,19.01
Jared Sullinger,BOS,C,74,27.6,13.3,5.2,12.1,42.7,0.8,2.8,26.9,2.1,2.7,77.8,8.1,1.6,1.6,0.5,0.7,22,0,16.42
Marcin Gortat,WSH,C,81,32.8,13.2,5.6,10.4,54.2,0.0,0.0,100.0,1.9,2.8,68.6,9.5,1.7,1.6,0.5,1.5,37,0,17.66
Randy Foye,DEN,SG,81,30.7,13.2,4.5,10.8,41.3,2.3,6.1,38.0,1.9,2.3,84.9,2.9,3.5,1.8,0.8,0.5,4,0,13.31
Spencer Hawes,PHI,PF,80,30.9,13.2,5.0,11.0,45.6,1.6,3.9,41.6,1.5,1.9,78.3,8.3,3.0,2.2,0.6,1.2,25,0,15.77
Jimmy Butler,CHI,SF,67,38.7,13.1,4.1,10.3,39.7,1.0,3.6,28.3,3.9,5.0,76.9,4.9,2.6,1.5,1.9,0.5,5,0,13.57
D.J. Augustin,CHI/TOR,PG,71,27.3,13.1,4.2,10.1,41.5,1.9,4.7,40.1,2.8,3.2,88.5,1.8,4.4,1.8,0.7,0.0,2,0,16.22
Reggie Jackson,OKC,PG,80,28.5,13.1,5.0,11.5,44.0,1.0,3.1,33.9,2.0,2.2,89.3,3.9,4.1,2.1,1.1,0.1,2,0,15.43
Nicolas Batum,POR,SG,82,36.0,13.0,4.6,10.0,46.5,1.8,4.9,36.1,2.0,2.5,80.3,7.5,5.1,2.5,0.9,0.7,16,2,15.86
Tony Wroten,PHI,SG,72,24.5,13.0,4.8,11.2,42.7,0.6,2.6,21.3,2.9,4.5,64.1,3.2,3.0,2.8,1.1,0.2,1,1,12.96
Taj Gibson,CHI,PF,82,28.7,13.0,5.2,10.9,47.9,0.0,0.1,0.0,2.6,3.4,75.1,6.8,1.1,1.8,0.5,1.4,15,0,16.09
Kawhi Leonard,SA,SF,66,29.1,12.8,5.1,9.8,52.2,1.0,2.8,37.9,1.5,1.9,80.2,6.2,2.0,1.2,1.7,0.8,7,0,19.43
Trey Burke,UTAH,PG,70,32.3,12.8,4.9,12.8,38.0,1.6,4.8,33.0,1.5,1.6,90.3,3.0,5.7,1.9,0.6,0.1,8,0,12.64
Joakim Noah,CHI,C,80,35.3,12.6,4.8,10.0,47.5,0.0,0.0,0.0,3.1,4.2,73.7,11.3,5.4,2.4,1.2,1.5,47,4,20.06
Jeremy Lin,HOU,G,71,28.9,12.5,4.2,9.3,44.6,1.2,3.2,35.8,3.1,3.7,82.3,2.6,4.1,2.5,1.0,0.4,3,1,14.31
Enes Kanter,UTAH,C,80,26.7,12.3,5.2,10.7,49.1,0.0,0.0,0.0,1.9,2.6,73.0,7.5,0.9,1.8,0.4,0.5,24,0,15.70
Manu Ginobili,SA,G,68,22.8,12.3,4.3,9.2,46.9,1.3,3.8,34.9,2.4,2.8,85.1,3.0,4.3,2.0,1.0,0.3,1,0,20.06
Corey Brewer,MIN,F,81,32.2,12.3,4.8,10.0,48.1,0.7,2.6,28.0,2.0,2.8,71.8,2.6,1.7,1.3,1.9,0.4,0,0,12.71
Ramon Sessions,CHA,G,83,26.7,12.3,4.0,9.3,42.9,0.4,1.5,28.2,3.9,4.9,80.7,2.4,4.1,1.8,0.6,0.1,3,0,16.04
Terrence Jones,HOU,PF,76,27.3,12.1,5.1,9.4,54.2,0.4,1.3,30.7,1.6,2.6,60.5,6.9,1.1,0.9,0.7,1.3,18,0,19.14
Khris Middleton,MIL,SF,82,30.0,12.1,4.6,10.4,44.0,1.5,3.5,41.4,1.4,1.7,86.1,3.8,2.1,1.5,1.0,0.2,0,0,12.55
Jameer Nelson,ORL,G,68,32.0,12.1,4.3,11.0,39.4,2.0,5.8,34.8,1.4,1.6,85.7,3.4,7.0,2.4,0.8,0.1,6,0,13.89
Kyle Korver,ATL,SG,71,33.9,12.0,4.1,8.6,47.5,2.6,5.5,47.2,1.2,1.3,92.6,4.0,2.9,1.4,1.0,0.3,0,0,13.55
Vince Carter,DAL,SG,81,24.4,11.9,4.1,10.0,40.7,1.8,4.6,39.4,2.0,2.4,82.1,3.5,2.6,1.3,0.8,0.4,1,0,15.97
Amar'e Stoudemire,NY,C,65,22.6,11.9,4.8,8.6,55.7,0.0,0.0,0.0,2.3,3.1,73.9,4.9,0.5,1.4,0.4,0.6,5,0,18.89
JJ Hickson,DEN,C,69,26.9,11.8,4.8,9.5,50.8,0.0,0.1,0.0,2.2,4.2,51.7,9.2,1.4,1.9,0.7,0.7,26,0,16.27
Tristan Thompson,CLE,C,82,31.6,11.7,4.4,9.3,47.7,0.0,0.0,0.0,2.9,4.1,69.3,9.2,0.9,1.3,0.5,0.4,36,0,14.96
Jose Calderon,DAL,G,81,30.5,11.4,4.2,9.2,45.6,2.4,5.2,44.9,0.6,0.8,82.5,2.4,4.7,1.3,0.9,0.1,1,0,15.25
Marco Belinelli,SA,SG,80,25.2,11.4,4.2,8.7,48.5,1.6,3.7,43.0,1.4,1.6,84.7,2.8,2.2,1.2,0.6,0.1,1,0,15.09
Darren Collison,LAC,G,80,25.9,11.4,4.1,8.7,46.7,0.9,2.4,37.6,2.4,2.8,85.7,2.4,3.7,1.7,1.2,0.2,1,0,16.21
Mike Dunleavy,CHI,SG,82,31.5,11.3,4.1,9.4,43.0,1.5,4.0,38.0,1.7,2.0,85.4,4.2,2.3,1.3,0.8,0.6,0,0,12.62
Jonas Valanciunas,TOR,C,81,28.2,11.3,4.4,8.3,53.1,0.0,0.0,0.0,2.4,3.2,76.2,8.8,0.7,1.7,0.3,0.9,25,0,16.17
Andray Blatche,BKN,C,73,22.2,11.2,4.4,9.2,47.6,0.2,0.7,27.8,2.2,3.0,74.2,5.3,1.5,1.5,1.0,0.5,6,0,18.85
John Henson,MIL,PF,70,26.5,11.1,4.9,9.1,53.8,0.0,0.0,0.0,1.3,2.5,51.4,7.1,1.6,1.6,0.6,1.7,11,0,17.97
Brandon Bass,BOS,PF,82,27.6,11.1,4.3,8.8,48.6,0.0,0.1,33.3,2.5,2.9,85.8,5.7,1.1,1.2,0.4,0.9,5,0,15.01
Channing Frye,PHX,F,82,28.2,11.1,4.1,9.5,43.2,2.0,5.3,37.0,1.0,1.2,82.1,5.1,1.2,1.1,0.7,0.8,0,0,13.26
DeMarre Carroll,ATL,SF,73,32.1,11.1,4.1,8.8,47.0,1.3,3.7,36.2,1.5,1.9,77.3,5.5,1.8,1.1,1.5,0.3,3,0,13.96
Robin Lopez,POR,C,82,31.8,11.1,4.3,7.9,55.1,0.0,0.0,0.0,2.4,3.0,81.8,8.5,0.9,1.0,0.3,1.7,29,0,17.68
Jordan Crawford,BOS,G,81,23.0,11.0,4.0,9.7,41.5,1.1,3.5,31.6,1.8,2.1,86.4,2.3,3.5,1.7,0.6,0.1,3,1,14.40
Terrence Ross,TOR,SG,81,26.7,10.9,3.9,9.3,42.3,2.0,5.0,39.5,1.0,1.2,83.7,3.1,1.0,1.1,0.8,0.3,0,0,12.09
Roy Hibbert,IND,C,81,29.7,10.8,4.1,9.3,43.9,0.0,0.1,40.0,2.6,3.3,77.0,6.6,1.1,1.8,0.4,2.2,15,0,13.54
DeAndre Jordan,LAC,C,82,35.0,10.4,4.2,6.3,67.6,0.0,0.0,0.0,2.0,4.6,42.8,13.6,0.9,1.5,1.0,2.5,42,0,18.19
Lou Williams,ATL,SG,60,24.1,10.4,3.3,8.2,40.0,1.3,3.9,34.2,2.5,3.0,84.9,2.1,3.5,1.5,0.8,0.1,0,0,14.24
Shawn Marion,DAL,SG,76,31.7,10.4,4.5,9.3,48.2,0.8,2.1,35.8,0.7,0.9,78.5,6.5,1.6,1.3,1.2,0.5,9,0,13.78
Amir Johnson,TOR,F,77,28.8,10.4,4.5,7.9,56.2,0.3,0.9,30.3,1.2,1.9,63.6,6.6,1.5,1.6,0.7,1.1,13,0,15.44
George Hill,IND,PG,76,32.0,10.3,3.6,8.1,44.2,1.3,3.4,36.5,1.9,2.3,80.7,3.7,3.5,1.2,1.0,0.3,0,0,13.42
Patty Mills,SA,PG,81,18.9,10.2,3.8,8.2,46.4,1.7,3.9,42.5,0.9,1.0,89.0,2.1,1.8,0.8,0.8,0.1,0,0,18.80
Tim Hardaway Jr.,NY,SG,81,23.1,10.2,3.6,8.5,42.8,1.6,4.4,36.3,1.3,1.6,82.8,1.5,0.8,0.6,0.5,0.1,0,0,12.79
Richard Jefferson,UTAH,F,82,27.0,10.1,3.6,8.0,45.0,1.5,3.7,40.9,1.5,2.0,74.1,2.7,1.6,1.1,0.7,0.2,0,0,11.88
James Anderson,PHI,SG,80,28.9,10.1,3.9,9.0,43.1,1.4,4.4,32.8,1.0,1.3,72.6,3.8,1.9,1.3,0.9,0.4,0,0,10.92
Matt Barnes,LAC,SF,63,27.5,9.9,3.7,8.4,43.8,1.5,4.5,34.3,1.0,1.4,73.3,4.6,2.0,1.3,0.9,0.4,2,0,12.05
Mario Chalmers,MIA,G,73,29.8,9.8,3.5,7.7,45.4,1.2,3.1,38.5,1.7,2.2,74.2,2.9,4.9,2.2,1.6,0.2,1,0,14.06
Marcus Thornton,SAC,SG,72,24.2,9.8,3.5,8.9,39.4,1.5,4.4,34.5,1.3,1.6,80.4,2.8,1.1,0.9,0.8,0.2,0,0,12.00
Mo Williams,POR,PG,74,24.8,9.7,3.8,9.1,41.7,1.1,3.0,36.9,1.1,1.2,87.6,2.1,4.3,2.0,0.7,0.1,2,0,11.87
Martell Webster,WSH,SF,78,27.7,9.7,3.3,7.5,43.3,1.9,4.8,39.2,1.3,1.6,84.0,2.8,1.2,0.7,0.5,0.2,1,0,11.56
Marcus Morris Sr.,PHX,SF,82,22.0,9.7,3.5,7.9,44.2,1.2,3.2,38.1,1.5,1.9,76.1,3.9,1.1,1.2,0.9,0.2,0,0,14.89
Raymond Felton,NY,G,65,31.0,9.7,3.7,9.4,39.5,1.0,3.0,31.8,1.4,1.9,72.1,3.0,5.6,2.0,1.2,0.4,2,0,12.90
Jordan Hill,LAL,C,72,20.8,9.7,4.0,7.2,54.9,0.0,0.0,0.0,1.7,2.5,68.5,7.4,0.8,1.0,0.4,0.9,15,0,19.39
Courtney Lee,BOS,SG,79,25.0,9.6,3.7,7.8,48.0,0.9,2.5,37.1,1.3,1.4,88.4,2.4,1.5,0.9,0.8,0.4,0,0,13.80
Ray Allen,MIA,SG,73,26.5,9.6,3.3,7.4,44.2,1.6,4.2,37.5,1.4,1.6,90.5,2.8,2.0,1.2,0.7,0.1,0,0,12.83
Greivis Vasquez,SAC/TOR,PG,79,22.5,9.6,3.5,8.3,42.1,1.4,3.7,37.7,1.2,1.4,88.0,2.2,4.1,1.6,0.4,0.1,1,0,14.20
Mike Scott,ATL,PF,80,18.5,9.6,3.8,7.9,47.9,0.8,2.5,31.0,1.3,1.7,78.0,3.6,0.9,1.0,0.4,0.1,1,0,15.34
Kyle Singler,DET,F,82,28.5,9.6,3.3,7.3,44.7,1.1,3.0,38.2,1.9,2.2,82.6,3.7,0.9,1.0,0.7,0.5,1,0,11.86
Ricky Rubio,MIN,PG,82,32.2,9.5,3.1,8.2,38.1,0.5,1.6,33.1,2.8,3.5,80.2,4.2,8.6,2.7,2.3,0.1,15,2,15.35
Jarrett Jack,CLE,G,80,28.2,9.5,3.6,8.7,41.0,0.8,2.3,34.1,1.6,1.9,83.9,2.8,4.1,1.7,0.7,0.3,1,0,11.57
Harrison Barnes,GS,SF,78,28.3,9.5,3.5,8.7,39.9,0.8,2.4,34.7,1.7,2.3,71.8,4.0,1.5,1.1,0.8,0.3,1,0,9.85
Glen Davis,ORL,PF,68,24.4,9.4,4.0,8.7,45.7,0.1,0.2,36.4,1.4,2.0,69.3,5.2,1.1,1.1,0.9,0.4,5,0,13.14
Brian Roberts,NO,PG,72,23.2,9.4,3.4,8.1,42.0,0.9,2.5,36.0,1.7,1.8,94.0,1.9,3.3,1.3,0.6,0.1,0,0,13.49
Timofey Mozgov,DEN,C,82,21.6,9.4,3.5,6.6,52.3,0.0,0.3,16.7,2.4,3.2,75.4,6.4,0.8,1.5,0.3,1.2,10,0,16.77
PJ Tucker,PHX,PF,81,30.7,9.4,3.3,7.6,43.1,0.9,2.4,38.7,1.9,2.5,77.6,6.5,1.7,1.3,1.4,0.3,11,0,13.31
Andre Iguodala,GS,SG,63,32.4,9.3,3.5,7.3,48.0,1.0,2.8,35.4,1.4,2.1,65.2,4.7,4.2,1.6,1.5,0.3,2,0,13.71
Jerryd Bayless,MEM,G,72,23.4,9.3,3.4,8.6,40.2,1.1,2.9,35.8,1.3,1.6,79.7,2.0,2.7,1.1,0.8,0.1,0,0,12.04
Marvin Williams,UTAH,PF,66,25.4,9.1,3.5,8.0,43.9,1.3,3.5,35.9,0.9,1.1,78.1,5.1,1.2,0.8,0.8,0.5,3,0,14.04
Kirk Hinrich,CHI,SG,73,29.0,9.1,3.3,8.5,39.3,1.2,3.3,35.1,1.3,1.7,76.0,2.6,3.9,1.6,1.1,0.4,1,0,10.80
Danny Green,SA,SG,68,24.3,9.1,3.2,7.4,43.2,1.9,4.7,41.5,0.7,0.9,79.4,3.4,1.5,1.1,1.0,0.9,1,0,13.90
Boris Diaw,SA,C,79,25.0,9.1,3.8,7.3,52.1,0.6,1.4,40.2,0.9,1.2,73.9,4.1,2.8,1.5,0.6,0.4,2,0,14.12
Brandan Wright,DAL,F,58,18.6,9.1,3.9,5.7,67.7,0.0,0.0,0.0,1.3,1.8,72.6,4.2,0.5,0.6,0.6,0.9,2,0,23.60
