PLAYER,Team,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
Jason Richardson,GS,SG,78,37.6,18.7,7.2,16.5,43.8,1.0,3.5,28.2,3.3,4.8,68.4,6.7,2.9,2.5,1.1,0.5,11,0,16.81
Michael Finley,DAL,SG,72,38.6,18.6,7.1,16.1,44.3,2.1,5.1,40.5,2.3,2.7,85.0,4.5,2.9,1.2,1.2,0.5,3,0,17.84
Richard Jefferson,NJ,F,82,38.2,18.5,6.8,13.6,49.8,0.6,1.6,36.4,4.4,5.7,76.3,5.7,3.8,2.4,1.1,0.3,9,0,18.15
Mike Bibby,SAC,PG,82,36.3,18.4,6.4,14.3,45.0,1.8,4.6,39.2,3.7,4.5,81.5,3.4,5.4,2.1,1.4,0.2,5,0,19.23
Metta World Peace,IND,SF,73,37.2,18.3,6.4,15.2,42.1,1.0,3.3,31.0,4.4,6.0,73.3,5.3,3.7,2.8,2.1,0.7,4,0,18.21
Stephen Jackson,ATL,SF,80,36.8,18.1,6.7,15.8,42.5,1.8,5.3,34.0,2.9,3.7,78.5,4.6,3.1,2.8,1.8,0.3,4,0,16.14
Rashard Lewis,SEA,PF,80,36.6,17.8,6.7,15.4,43.5,1.8,4.8,37.6,2.6,3.4,76.3,6.5,2.2,1.7,1.2,0.7,6,0,17.50
Pau Gasol,MEM,C,78,31.5,17.7,6.5,13.4,48.2,0.1,0.2,26.7,4.7,6.6,71.4,7.7,2.5,2.4,0.6,1.7,24,0,21.79
Richard Hamilton,DET,SG,78,35.5,17.6,6.8,14.9,45.5,0.2,0.9,26.5,3.8,4.4,86.8,3.6,4.0,2.7,1.3,0.2,2,0,16.86
Yao Ming,HOU,C,82,32.8,17.5,6.5,12.5,52.2,0.0,0.0,0.0,4.4,5.4,80.9,9.0,1.5,2.5,0.3,1.9,33,0,21.96
Eddie Jones,MIA,SG,81,37.0,17.3,5.8,14.3,40.9,2.2,5.9,37.0,3.4,4.1,83.5,3.8,3.2,1.6,1.1,0.4,1,0,16.73
Jamal Crawford,CHI,G,80,35.1,17.3,6.4,16.5,38.6,2.1,6.5,31.7,2.5,3.0,83.3,3.5,5.1,2.4,1.4,0.4,2,0,15.86
Lamar Odom,MIA,PF,80,37.5,17.1,6.1,14.1,43.0,0.8,2.6,29.8,4.3,5.7,74.2,9.7,4.1,3.0,1.1,0.9,37,1,18.49
Juwan Howard,ORL,PF,81,35.5,17.0,6.5,14.4,45.3,0.0,0.0,0.0,3.9,4.9,80.9,7.0,2.0,2.2,0.7,0.3,16,0,15.64
Chauncey Billups,DET,PG,78,35.4,16.9,5.0,12.8,39.4,1.7,4.3,38.8,5.2,5.9,87.8,3.5,5.7,2.4,1.1,0.1,5,1,18.66
Jason Terry,ATL,G,81,37.3,16.8,6.2,14.8,41.7,1.8,5.2,34.7,2.7,3.2,82.7,4.1,5.4,2.8,1.5,0.2,5,0,16.27
Latrell Sprewell,MIN,SG,82,37.8,16.8,6.3,15.4,40.9,1.2,3.6,33.1,2.9,3.6,81.4,3.8,3.5,1.9,1.1,0.3,0,0,14.67
Joe Johnson,PHX,G,82,40.6,16.7,6.8,15.7,43.0,1.0,3.3,30.5,2.1,2.8,75.0,4.7,4.4,2.4,1.1,0.3,4,0,13.88
Steve Francis,HOU,PG,79,40.4,16.6,5.7,14.1,40.3,0.9,3.2,29.2,4.3,5.5,77.5,5.5,6.2,3.7,1.8,0.4,11,0,15.83
Andrei Kirilenko,UTAH,SF,78,37.1,16.5,5.3,11.9,44.3,0.9,2.6,33.8,5.0,6.4,79.0,8.1,3.1,2.8,1.9,2.8,25,0,22.79
Shareef Abdur-Rahim,ATL,PF,85,31.6,16.3,5.9,12.4,47.5,0.1,0.4,26.5,4.4,5.0,86.9,7.5,2.0,2.2,0.8,0.4,28,0,20.00
Keith Van Horn,NY,PF,72,32.5,16.1,5.7,12.5,45.4,1.3,3.2,39.9,3.5,4.0,85.9,7.0,1.7,2.3,0.9,0.5,15,0,17.80
Cuttino Mobley,HOU,SG,80,40.4,15.8,5.8,13.5,42.6,2.1,5.3,39.0,2.2,2.7,81.1,4.5,3.2,2.3,1.3,0.4,1,0,14.16
Carlos Boozer,CLE,PF,75,34.6,15.5,6.3,12.0,52.3,0.0,0.1,16.7,2.9,3.8,76.8,11.4,2.0,1.8,1.0,0.7,41,0,20.84
Zydrunas Ilgauskas,CLE,C,81,31.3,15.3,5.8,11.9,48.3,0.0,0.1,28.6,3.7,5.0,74.6,8.1,1.3,2.0,0.5,2.5,22,0,20.28
Andre Miller,DEN,PG,82,34.6,14.8,5.2,11.5,45.7,0.1,0.8,18.5,4.2,5.0,83.2,4.5,6.1,2.6,1.7,0.3,11,1,18.87
Antawn Jamison,DAL,PF,82,29.0,14.8,6.0,11.1,53.5,0.2,0.5,40.0,2.7,3.6,74.8,6.3,0.9,1.0,1.0,0.4,9,0,21.27
Donyell Marshall,CHI/TOR,PF,82,36.4,14.7,5.7,12.4,46.1,1.6,4.0,40.3,1.6,2.2,73.6,9.9,1.5,1.4,1.1,1.5,38,0,19.03
Eddy Curry,CHI,NA,73,29.5,14.7,5.7,11.5,49.6,0.0,0.0,100.0,3.2,4.8,67.1,6.2,0.9,2.4,0.3,1.1,10,0,14.87
Tony Parker,SA,G,75,34.4,14.7,5.6,12.6,44.7,0.8,2.7,31.2,2.5,3.6,70.2,3.2,5.5,2.4,0.8,0.1,7,0,15.66
Gary Payton,LAL,PG,82,34.5,14.6,5.9,12.5,47.1,0.7,2.0,33.3,2.2,3.1,71.4,4.2,5.5,1.8,1.2,0.2,6,1,17.34
Steve Nash,DAL,PG,78,33.5,14.5,5.1,10.8,47.0,1.3,3.3,40.5,2.9,3.2,91.6,3.0,8.8,2.7,0.9,0.1,28,1,20.46
Ricky Davis,BOS/CLE,SG,79,31.3,14.4,5.6,12.0,46.9,0.7,1.8,37.1,2.5,3.5,71.8,4.5,3.3,2.4,1.2,0.3,1,0,16.13
Desmond Mason,MIL,SF,82,30.9,14.4,5.0,10.6,47.2,0.1,0.5,23.1,4.3,5.6,76.9,4.4,1.9,1.8,0.7,0.3,5,0,15.66
Voshon Lenard,DEN,SG,73,30.6,14.2,5.4,12.8,42.2,1.5,4.0,36.7,2.0,2.5,79.1,2.7,2.1,1.4,0.8,0.2,0,0,13.53
Brad Miller,SAC,C,72,36.4,14.1,5.2,10.2,51.0,0.2,0.5,31.6,3.6,4.6,77.8,10.3,4.3,2.0,0.9,1.2,32,2,19.42
Antoine Walker,DAL,PF,82,34.6,14.0,5.9,13.8,42.8,1.0,3.7,26.9,1.3,2.3,55.4,8.3,4.5,2.5,0.8,0.8,27,2,15.79
James Posey,MEM,SF,82,29.9,13.7,4.5,9.4,47.8,1.4,3.5,38.6,3.4,4.1,83.0,4.9,1.5,1.4,1.7,0.5,5,0,18.88
Jamaal Magloire,NO,C,82,33.9,13.6,4.7,9.9,47.3,0.0,0.0,0.0,4.3,5.7,75.1,10.3,1.0,2.5,0.5,1.2,45,0,16.62
Kenny Thomas,PHI,PF,74,36.5,13.6,5.1,11.0,46.9,0.0,0.1,20.0,3.3,4.4,75.2,10.1,1.5,2.3,1.1,0.4,34,0,16.00
Damon Stoudamire,POR,PG,82,38.0,13.4,5.0,12.4,40.1,1.9,5.2,36.5,1.5,1.8,87.6,3.8,6.1,2.2,1.2,0.1,7,0,14.85
Al Harrington,IND,PF,79,30.9,13.3,5.3,11.5,46.3,0.3,1.0,27.3,2.3,3.2,73.4,6.4,1.7,2.1,1.0,0.3,12,0,14.98
Kerry Kittles,NJ,SG,82,34.7,13.1,5.3,11.7,45.3,1.2,3.4,35.1,1.3,1.7,78.7,4.0,2.5,1.2,1.5,0.5,0,0,14.76
Jim Jackson,HOU,SF,80,39.0,12.9,4.8,11.3,42.4,2.0,5.1,40.0,1.3,1.6,84.3,6.1,2.8,2.2,1.1,0.3,5,0,12.26
Manu Ginobili,SA,G,77,29.4,12.8,4.3,10.2,41.8,1.1,3.2,35.9,3.1,3.9,80.2,4.5,3.8,2.1,1.8,0.2,3,0,18.54
Carlos Arroyo,UTAH,PG,71,28.3,12.6,4.8,10.8,44.1,0.5,1.6,32.5,2.5,3.2,80.4,2.6,5.0,2.2,0.9,0.1,4,0,16.83
Ronald Murray,SEA,SG,82,24.6,12.4,4.7,11.2,42.5,0.8,2.8,29.3,2.0,2.9,71.5,2.5,2.5,1.8,1.0,0.3,2,0,15.41
Erick Dampier,GS,C,74,32.5,12.3,4.7,8.8,53.5,0.0,0.0,0.0,2.9,4.5,65.4,12.0,0.8,1.8,0.4,1.9,42,0,20.24
Bonzi Wells,POR/MEM,SG,72,26.0,12.3,5.0,11.8,42.7,0.3,1.0,31.9,1.9,2.5,75.4,3.6,1.9,2.2,1.3,0.3,0,0,13.03
Kirk Hinrich,CHI,SG,76,35.6,12.0,4.2,10.8,38.6,1.9,4.9,39.0,1.8,2.2,80.4,3.4,6.8,2.7,1.3,0.3,14,1,13.12
Vladimir Radmanovic,SEA,SF,77,30.1,12.0,4.5,10.5,42.5,1.8,4.9,37.1,1.2,1.6,74.8,5.3,1.8,1.4,1.0,0.5,6,0,15.12
Jeff McInnis,POR,PG,70,33.8,11.8,4.8,10.7,44.7,0.7,1.8,36.2,1.6,2.0,79.7,2.5,6.1,1.7,1.0,0.1,7,0,15.17
Clifford Robinson,GS,PF,82,34.7,11.8,4.5,11.5,38.7,1.4,3.8,35.7,1.5,2.1,71.1,3.9,3.3,2.1,0.8,0.9,3,0,10.82
Nene,DEN,C,77,32.5,11.8,4.3,8.2,53.0,0.0,0.0,0.0,3.1,4.6,68.2,6.5,2.2,2.4,1.5,0.5,12,0,14.87
Mike Dunleavy,GS,SG,75,31.1,11.7,4.3,9.6,44.9,1.3,3.4,37.0,1.8,2.5,74.1,5.9,2.9,1.9,0.9,0.2,10,0,15.09
Drew Gooden,ORL,PF,79,27.0,11.6,4.7,10.5,44.5,0.1,0.5,21.4,2.1,3.3,63.7,6.5,1.1,1.6,0.8,0.9,18,0,15.61
Maurice Taylor,HOU,PF,75,27.7,11.5,4.9,10.2,48.0,0.0,0.0,0.0,1.7,2.3,73.6,5.1,1.4,2.0,0.6,0.6,3,0,13.60
Chris Bosh,TOR,PF,75,33.5,11.5,4.4,9.5,45.9,0.1,0.2,35.7,2.7,3.8,70.1,7.4,1.0,1.4,0.8,1.4,13,0,15.24
DeShawn Stevenson,UTAH,SG,80,30.6,11.4,4.7,10.9,43.2,0.2,0.9,26.8,1.7,2.6,67.6,3.7,2.0,1.5,0.7,0.2,1,0,11.59
Gordan Giricek,ORL,SG,73,28.0,11.3,4.3,9.9,43.6,0.8,2.1,39.5,1.8,2.2,85.4,3.1,1.7,1.4,0.8,0.2,1,0,13.24
Raja Bell,UTAH,SG,82,24.6,11.2,4.0,9.8,40.9,0.8,2.0,37.3,2.4,3.0,78.6,2.9,1.3,1.4,0.8,0.2,0,0,12.74
Kurt Thomas,NY,PF,80,31.9,11.1,4.9,10.4,47.3,0.0,0.0,0.0,1.3,1.6,83.5,8.3,1.9,1.7,0.7,1.0,23,0,14.18
Joe Smith,MIL,PF,76,29.7,10.9,4.1,9.3,43.9,0.0,0.1,20.0,2.7,3.2,85.9,8.5,1.0,1.1,0.6,1.2,20,0,16.62
Darius Miles,CLE,SF,79,26.3,10.9,4.6,9.5,48.5,0.1,0.5,17.5,1.6,2.4,64.2,4.5,2.1,1.6,0.8,0.8,3,0,16.16
Kwame Brown,WSH,C,74,30.3,10.9,3.9,8.0,48.9,0.0,0.0,50.0,3.1,4.5,68.3,7.4,1.5,1.9,0.9,0.7,18,0,15.77
Jason Williams,MEM,PG,72,29.4,10.9,4.0,9.9,40.7,1.7,5.1,33.0,1.1,1.4,83.7,2.0,6.8,1.9,1.3,0.1,14,0,16.95
Darrell Armstrong,NO,PG,79,28.4,10.6,3.7,9.3,39.5,1.7,5.4,31.5,1.6,1.8,85.4,2.9,3.9,2.0,1.7,0.2,2,0,15.67
Tyronn Lue,ORL,PG,76,30.7,10.5,4.1,9.4,43.3,1.1,2.8,38.3,1.3,1.7,77.1,2.5,4.2,1.6,0.8,0.1,2,0,12.64
P.J. Brown,NO,PF,80,34.4,10.5,4.2,8.9,47.6,0.0,0.0,0.0,2.0,2.3,85.4,8.6,1.9,1.3,1.0,0.9,24,0,15.83
Eric Snow,PHI,PG,82,36.2,10.3,3.6,8.7,41.3,0.0,0.2,11.1,3.1,3.9,79.7,3.4,6.9,2.3,1.2,0.1,10,0,13.52
Mark Blount,BOS,C,82,29.3,10.3,4.2,7.4,56.6,0.0,0.0,0.0,1.9,2.7,71.9,7.2,0.9,1.8,1.0,1.3,19,0,16.07
Tayshaun Prince,DET,SF,82,32.9,10.3,4.1,8.8,46.8,0.7,1.9,36.3,1.3,1.7,76.6,4.8,2.3,1.5,0.8,0.8,2,0,13.40
Earl Boykins,DEN,PG,82,22.5,10.2,3.9,9.3,41.9,0.7,2.1,32.2,1.7,2.0,87.7,1.7,3.6,1.2,0.6,0.0,1,0,16.22
Rafer Alston,MIA,PG,82,31.5,10.2,3.5,9.3,37.6,2.0,5.3,37.1,1.3,1.6,76.9,2.8,4.5,1.6,1.4,0.2,1,0,13.69
Doug Christie,SAC,SG,82,33.9,10.1,3.9,8.4,46.1,0.6,1.7,34.5,1.8,2.1,86.0,4.0,4.2,1.9,1.8,0.5,3,0,13.96
Eric Williams,BOS/CLE,PF,71,26.6,10.0,3.3,8.4,38.6,0.5,1.8,27.6,3.0,4.0,76.0,4.0,1.7,1.2,1.0,0.1,2,0,12.46
Reggie Miller,IND,SG,80,28.2,10.0,3.3,7.4,43.8,1.7,4.2,40.1,1.8,2.1,88.5,2.4,3.1,0.9,0.8,0.1,0,0,16.12
Vlade Divac,SAC,C,81,28.6,9.9,3.9,8.2,47.0,0.0,0.2,15.4,2.1,3.2,65.4,5.7,5.3,2.1,0.7,1.0,8,1,16.29
Brian Cardinal,GS,PF,76,21.5,9.6,2.9,6.1,47.2,0.7,1.6,44.4,3.1,3.6,87.8,4.2,1.4,1.1,0.9,0.3,4,0,19.44
Jarvis Hayes,WSH,SF,70,29.2,9.6,4.0,9.9,40.0,0.6,1.9,30.5,1.1,1.4,78.6,3.8,1.5,1.6,1.0,0.2,2,0,9.44
Mehmet Okur,DET,C,71,22.3,9.6,3.5,7.6,46.3,0.3,0.7,37.5,2.3,2.9,77.5,5.9,1.0,1.4,0.5,0.9,6,0,18.47
Ben Wallace,DET,PF,81,37.7,9.5,3.9,9.2,42.1,0.0,0.1,12.5,1.8,3.6,49.0,12.4,1.7,1.5,1.8,3.0,34,0,17.45
Corliss Williamson,DET,PF,79,19.9,9.5,3.8,7.6,50.5,0.0,0.0,0.0,1.8,2.5,73.1,3.2,0.7,1.4,0.4,0.3,1,0,14.46
Stromile Swift,MEM,PF,77,19.8,9.4,3.5,7.4,46.9,0.0,0.1,25.0,2.5,3.4,72.5,4.9,0.5,1.1,0.7,1.5,6,0,19.30
Juan Dixon,WSH,SG,71,20.8,9.4,3.5,9.0,38.8,0.8,2.8,29.8,1.6,2.0,79.9,2.1,1.9,1.5,1.2,0.1,0,0,13.50
Mike James,BOS,PG,81,27.1,9.3,3.4,8.1,41.4,1.3,3.5,37.7,1.3,1.6,81.1,2.9,4.2,1.5,1.2,0.0,0,0,14.44
Hedo Turkoglu,SA,SF,80,25.9,9.2,3.3,8.1,40.6,1.3,3.0,41.9,1.4,2.0,70.8,4.5,1.9,1.2,1.0,0.4,2,0,14.11
Jiri Welsch,BOS,GF,81,26.9,9.2,3.2,7.6,42.8,0.9,2.2,38.1,1.9,2.5,74.3,3.7,2.3,1.6,1.2,0.1,1,0,12.65
Anfernee Hardaway,PHX,SF,76,27.6,9.2,3.7,8.9,41.1,0.4,1.0,38.0,1.5,1.8,80.4,3.8,2.3,1.4,0.9,0.3,1,0,11.82
Aaron McKie,PHI,SG,75,28.2,9.2,3.5,7.7,45.9,1.0,2.3,43.6,1.1,1.5,75.7,3.4,2.6,1.4,1.1,0.3,0,0,13.98
Etan Thomas,WSH,C,79,24.1,8.9,3.3,6.7,48.9,0.0,0.0,0.0,2.4,3.7,64.7,6.7,0.9,1.4,0.5,1.6,12,0,16.48
Antonio Davis,CHI/TOR,PF,80,32.1,8.9,3.3,8.3,40.3,0.0,0.0,0.0,2.2,2.9,76.5,8.4,1.7,1.4,0.5,0.8,17,0,11.86
Brian Grant,MIA,PF,76,30.3,8.7,3.8,8.1,47.1,0.0,0.0,0.0,1.1,1.4,78.2,6.9,0.9,1.1,0.7,0.5,10,0,12.11
Rasho Nesterovic,SA,C,82,28.7,8.7,4.0,8.5,46.9,0.0,0.0,0.0,0.7,1.4,47.4,7.7,1.4,1.3,0.6,2.0,15,0,15.35
Marcus Camby,DEN,C,72,30.0,8.6,3.6,7.6,47.7,0.0,0.0,0.0,1.4,1.9,72.1,10.1,1.8,1.4,1.2,2.6,19,0,17.90
Shane Battier,MEM,SF,79,24.6,8.5,3.1,6.9,44.6,0.8,2.4,34.9,1.5,2.1,73.2,3.8,1.3,0.7,1.3,0.7,4,0,15.42
Toni Kukoc,MIL,SF,73,20.8,8.4,2.9,6.9,41.7,0.7,2.3,29.2,2.0,2.7,72.9,3.7,2.7,1.5,0.8,0.3,2,0,16.13
Morris Peterson,TOR,SG,82,26.2,8.3,2.9,7.2,40.5,1.5,4.1,37.1,0.9,1.1,80.9,3.2,1.4,0.8,1.1,0.2,0,0,12.11
Antonio Daniels,SEA,PG,71,21.3,8.0,2.6,5.6,47.0,0.6,1.6,36.2,2.2,2.6,84.2,2.0,4.2,0.9,0.6,0.1,6,0,19.72
Samuel Dalembert,PHI,C,82,26.8,8.0,3.3,6.1,54.1,0.0,0.0,0.0,1.4,2.1,64.4,7.6,0.3,1.0,0.5,2.3,15,0,16.28
Shandon Anderson,NY,SF,80,24.7,7.9,3.0,7.1,42.2,0.5,1.6,28.1,1.5,2.0,76.4,2.8,1.5,1.5,0.9,0.2,0,0,10.07
Theo Ratliff,ATL,C,85,31.3,7.9,3.1,6.5,48.5,0.0,0.0,0.0,1.6,2.6,64.5,7.2,0.8,1.4,0.6,3.6,8,0,14.54
Walter McCarty,BOS,PF,77,24.7,7.9,2.6,6.8,38.8,1.8,4.8,37.4,0.8,1.1,75.6,3.1,1.6,1.2,0.9,0.3,1,0,10.91
Leandro Barbosa,PHX,G,70,21.4,7.9,3.0,6.7,44.7,1.2,3.0,39.5,0.7,0.9,77.0,1.8,2.4,1.7,1.3,0.1,0,0,12.74
Calbert Cheaney,GS,SG,79,26.2,7.6,3.5,7.3,48.1,0.0,0.1,0.0,0.6,1.0,61.0,3.3,1.7,1.1,0.8,0.2,2,0,10.58
Rodney White,DEN,SF,72,13.7,7.5,3.0,6.5,45.9,0.5,1.2,37.9,1.1,1.4,75.0,2.3,0.8,1.1,0.4,0.3,0,0,16.42
Bob Sura,DET,PG,80,20.8,7.5,2.5,6.1,41.6,0.3,1.0,26.6,2.1,2.8,75.7,4.1,2.9,1.3,0.8,0.2,12,2,16.27
Nazr Mohammed,ATL,C,80,20.1,7.4,3.1,5.9,52.1,0.0,0.0,0.0,1.3,2.1,59.2,5.9,0.5,1.2,0.7,0.7,6,0,16.23
Devean George,LAL,SF,82,23.8,7.4,2.8,7.0,40.8,0.8,2.3,34.9,0.9,1.2,76.0,4.0,1.4,1.1,1.0,0.5,3,0,11.57
Udonis Haslem,MIA,PF,75,23.9,7.3,2.7,6.0,45.9,0.0,0.0,0.0,1.9,2.4,76.5,6.3,0.7,1.0,0.4,0.3,11,0,13.73
Derek Fisher,LAL,PG,82,21.6,7.1,2.5,7.0,35.2,0.6,2.2,29.1,1.5,1.9,79.7,1.9,2.3,1.0,1.3,0.0,0,0,11.53
Damon Jones,MIL,PG,82,24.6,7.0,2.6,6.4,40.1,1.2,3.3,35.9,0.7,0.9,76.4,2.1,5.8,1.3,0.4,0.0,8,0,14.21
Raul Lopez,UTAH,PG,82,19.7,7.0,2.7,6.3,43.1,0.3,1.0,29.4,1.2,1.4,86.3,1.9,3.7,2.1,0.8,0.0,1,0,12.05
Brendan Haywood,WSH,C,77,19.3,7.0,2.6,5.0,51.5,0.0,0.0,0.0,1.8,3.0,58.5,5.0,0.6,1.0,0.4,1.3,3,0,17.33
Ruben Patterson,POR,PF,73,22.6,6.9,2.7,5.4,50.6,0.0,0.2,16.7,1.4,2.6,55.3,3.7,1.9,1.4,1.2,0.3,1,0,14.64
Bruce Bowen,SA,SF,82,32.0,6.9,2.6,6.1,42.0,0.9,2.6,36.3,0.8,1.4,57.9,3.1,1.4,1.1,1.0,0.4,0,0,8.21
Keith Bogans,ORL,SG,73,24.5,6.8,2.5,6.2,40.3,0.9,2.6,35.8,0.9,1.4,63.1,4.3,1.3,1.0,0.6,0.1,2,0,11.00
Greg Ostertag,UTAH,C,78,27.6,6.8,2.7,5.6,47.6,0.0,0.0,0.0,1.4,2.5,57.9,7.4,1.6,1.3,0.4,1.8,11,0,14.41
Fred Hoiberg,MIN,SG,79,22.8,6.7,2.3,4.8,46.5,1.0,2.2,44.2,1.2,1.5,84.5,3.4,1.4,0.6,0.8,0.1,0,0,13.64
Kareem Rush,LAL,SG,72,17.3,6.4,2.6,6.0,44.0,0.7,1.9,34.8,0.4,0.7,59.6,1.3,0.8,0.7,0.5,0.3,0,0,10.36
Chris Mihm,BOS/CLE,C,76,17.5,6.3,2.4,5.0,48.8,0.0,0.0,0.0,1.4,2.2,66.3,5.4,0.3,1.2,0.5,0.8,3,0,14.71
Aaron Williams,NJ,C,72,18.6,6.3,2.4,4.8,50.3,0.0,0.0,33.3,1.5,2.2,67.7,4.1,1.1,1.2,0.5,0.6,1,0,13.30
Anthony Johnson,IND,PG,73,21.9,6.2,2.3,5.6,40.6,0.6,1.7,33.6,1.0,1.3,79.8,1.8,2.8,1.0,0.9,0.1,0,0,11.65
Chris Kaman,LAC,C,82,22.5,6.1,2.4,5.3,46.0,0.0,0.0,0.0,1.2,1.7,69.7,5.6,1.0,1.9,0.3,0.9,6,0,9.61
Jeff Foster,IND,PF,82,23.9,6.1,2.4,4.4,54.4,0.0,0.0,0.0,1.3,1.9,66.9,7.4,0.8,0.7,0.9,0.3,8,0,16.38
Casey Jacobsen,PHX,SG,78,23.4,6.0,1.9,4.6,41.7,1.0,2.3,41.7,1.2,1.4,82.0,2.6,1.3,0.9,0.6,0.1,0,0,9.67
Charlie Ward,NY,PG,71,17.6,6.0,2.3,5.5,41.0,1.2,2.9,40.8,0.3,0.4,74.1,2.0,3.0,1.4,0.9,0.2,1,0,14.50
Jarron Collins,UTAH,C,81,21.4,6.0,1.8,3.6,49.8,0.0,0.0,0.0,2.3,3.2,71.8,3.9,1.0,1.0,0.3,0.2,0,0,11.21
Marcus Banks,BOS,PG,81,17.1,5.9,2.2,5.5,40.0,0.3,1.1,31.4,1.2,1.6,75.6,1.6,2.2,1.5,1.1,0.2,0,0,11.04
Jason Collins,NJ,C,78,28.5,5.9,2.1,4.9,42.4,0.0,0.0,0.0,1.7,2.4,73.9,5.1,2.0,1.2,0.9,0.7,3,0,10.09
Steve Blake,WSH,PG,75,18.6,5.9,2.1,5.4,38.6,1.0,2.7,37.1,0.7,0.9,82.1,1.6,2.8,1.7,0.8,0.1,1,0,10.93
John Salmons,PHI,SF,77,20.8,5.8,2.1,5.4,38.7,0.6,1.9,34.0,0.9,1.2,77.2,2.5,1.7,1.0,0.8,0.2,1,0,10.68
Anthony Peeler,SAC,SG,75,18.5,5.7,2.1,4.6,44.8,0.9,1.9,48.2,0.7,0.8,83.6,2.0,1.6,1.0,0.7,0.1,0,0,11.82
Earl Watson,MEM,PG,81,20.6,5.7,2.1,5.7,37.1,0.3,1.3,24.5,1.1,1.7,65.2,2.2,5.0,1.8,1.1,0.2,2,0,12.86
Jared Jeffries,WSH,PF,82,23.3,5.7,2.2,5.7,37.7,0.1,0.4,16.7,1.3,2.1,61.4,5.2,1.1,1.3,0.6,0.3,4,0,8.73
Dan Gadzuric,MIL,C,75,16.8,5.7,2.4,4.7,52.4,0.0,0.0,0.0,0.8,1.6,49.2,4.6,0.4,0.6,0.7,1.4,2,0,17.12
