PLAYER,Team,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
Mark Blount,BOS,C,81,27.7,11.3,4.6,9.1,50.8,0.0,0.0,0.0,2.1,2.7,75.7,4.5,1.2,2.4,0.5,0.9,3,0,12.12
Josh Smith,ATL,PF,80,32.0,11.3,4.1,9.7,42.5,0.4,1.4,30.9,2.6,3.7,71.9,6.6,2.4,2.0,0.8,2.6,11,0,15.63
Ronald Murray,SEA,SG,76,27.8,11.2,4.2,10.1,41.8,0.5,1.9,26.2,2.3,3.2,71.1,2.0,2.6,1.8,0.9,0.1,0,0,11.57
DeShawn Stevenson,ORL,SG,82,32.3,11.0,4.4,9.5,46.0,0.0,0.2,13.3,2.2,3.0,74.4,2.9,2.0,1.5,0.7,0.2,0,0,10.93
Desmond Mason,NO,SF,70,30.0,10.8,3.9,9.9,39.9,0.0,0.1,16.7,2.9,4.3,68.2,4.3,0.9,1.6,0.6,0.2,1,0,9.26
Kevin Martin,SAC,SG,72,26.6,10.8,3.6,7.6,48.0,0.9,2.5,36.9,2.6,3.1,84.7,3.6,1.3,1.1,0.8,0.1,2,0,14.90
Deron Williams,UTAH,PG,80,28.8,10.8,4.2,10.1,42.1,1.1,2.7,41.6,1.2,1.7,70.4,2.4,4.5,1.8,0.8,0.2,5,0,12.42
Drew Gooden,CLE,PF,79,27.5,10.7,4.2,8.3,51.2,0.0,0.0,33.3,2.2,3.3,68.2,8.4,0.7,1.3,0.7,0.6,23,0,17.67
Jumaine Jones,CHA,SF,76,27.5,10.5,3.9,9.7,40.5,1.5,4.4,34.3,1.2,1.6,72.7,4.9,0.8,1.0,0.9,0.3,3,0,12.17
Michael Finley,SA,SG,77,26.5,10.1,3.7,9.0,41.2,1.4,3.6,39.4,1.3,1.5,85.2,3.2,1.5,0.8,0.5,0.1,1,0,12.73
Shane Battier,MEM,SF,81,35.0,10.1,3.7,7.7,48.8,0.8,2.0,39.4,1.8,2.6,70.7,5.3,1.7,1.1,1.1,1.4,4,0,14.73
Josh Childress,ATL,F,74,30.4,10.0,3.8,6.8,55.2,0.4,0.9,49.2,2.1,2.7,76.6,5.2,1.8,1.4,1.2,0.5,6,0,15.83
David Wesley,HOU,SG,71,33.4,9.9,3.2,7.9,40.3,1.4,3.8,36.5,2.1,2.6,80.7,2.5,2.9,1.7,0.8,0.1,0,0,9.61
Eddie House,PHX,SG,81,17.5,9.8,4.0,9.4,42.2,1.5,3.9,38.9,0.4,0.5,80.5,1.6,1.8,0.9,0.5,0.1,0,0,15.30
Vladimir Radmanovic,SEA,SF,77,25.6,9.8,3.4,8.4,40.7,1.8,4.6,39.0,1.2,1.5,81.6,4.6,1.8,1.2,0.8,0.4,7,0,13.62
Antonio Daniels,WSH,PG,80,28.5,9.6,2.9,6.9,41.8,0.3,1.3,22.8,3.6,4.2,84.5,2.2,3.6,1.1,0.7,0.1,0,0,13.77
Chucky Atkins,WSH,PG,71,24.1,9.5,3.2,8.1,39.4,1.4,3.9,35.4,1.8,2.3,79.1,1.7,2.8,1.2,0.6,0.0,0,0,12.98
Andrew Bogut,MIL,C,82,28.6,9.4,3.9,7.4,53.3,0.0,0.0,0.0,1.5,2.4,62.9,7.0,2.3,1.5,0.6,0.8,12,0,15.21
Udonis Haslem,MIA,PF,81,30.8,9.3,3.7,7.3,50.8,0.0,0.0,0.0,1.9,2.5,78.9,7.8,1.2,1.0,0.6,0.2,14,0,13.70
James Jones,PHX,SG,75,23.6,9.3,3.2,7.7,41.8,1.5,3.8,38.6,1.4,1.6,85.1,3.4,0.8,0.5,0.5,0.7,2,0,13.22
Nate Robinson,NY,PG,72,21.4,9.3,3.2,7.8,40.7,0.8,2.0,39.7,2.1,2.8,75.2,2.3,2.0,1.6,0.8,0.0,0,0,12.67
Donyell Marshall,CLE,PF,81,25.6,9.3,3.3,8.3,39.5,1.6,4.9,32.4,1.1,1.5,74.8,6.1,0.7,1.1,0.7,0.5,5,0,13.49
Trenton Hassell,MIN,SF,77,32.6,9.2,3.7,8.0,46.4,0.1,0.3,30.4,1.7,2.3,74.4,2.8,2.6,1.6,0.6,0.4,1,0,9.56
Anthony Johnson,IND,PG,75,26.4,9.2,3.6,8.0,44.3,0.7,2.1,32.9,1.4,1.9,75.2,2.2,4.3,1.5,0.8,0.3,2,0,14.27
Jamaal Magloire,MIL,C,82,30.1,9.2,3.5,7.5,46.7,0.0,0.0,0.0,2.2,4.1,53.5,9.5,0.7,2.0,0.4,1.0,17,0,11.16
Kenny Thomas,SAC,PF,82,28.0,9.1,3.7,7.4,50.5,0.0,0.0,0.0,1.7,2.5,67.6,7.5,2.0,1.6,0.9,0.5,20,1,15.08
P.J. Brown,NO,PF,75,31.7,9.0,3.6,7.8,46.1,0.0,0.0,0.0,1.9,2.2,82.7,7.3,1.2,1.2,0.6,0.7,9,0,12.72
Earl Watson,DEN,PG,70,22.5,8.9,3.1,7.3,43.0,1.6,3.9,40.4,1.1,1.6,67.6,2.3,4.1,1.9,1.0,0.1,1,0,14.57
Luther Head,HOU,PG,80,28.9,8.8,3.2,7.9,40.3,1.4,3.9,36.1,1.1,1.5,69.9,3.3,2.7,1.5,1.1,0.1,1,0,11.24
Chris Duhon,CHI,PG,74,29.1,8.7,2.9,7.3,40.0,1.4,3.8,36.0,1.6,1.9,81.8,3.0,5.0,1.6,0.9,0.0,2,1,12.95
Rasual Butler,NO,SF,79,23.7,8.7,3.3,8.0,40.6,1.2,3.1,38.0,1.0,1.4,69.3,2.9,0.5,0.8,0.4,0.6,1,0,10.83
Keith Bogans,CHA,SG,72,26.6,8.6,3.0,7.6,39.5,0.9,2.8,32.5,1.8,2.6,68.3,3.5,1.8,1.3,1.0,0.1,0,0,10.69
Marvin Williams,ATL,PF,79,24.7,8.5,3.0,6.7,44.3,0.2,0.7,24.5,2.4,3.2,74.7,4.8,0.8,1.1,0.6,0.3,4,0,12.24
Chris Wilcox,LAC,PF,77,19.9,8.1,3.3,5.8,57.1,0.0,0.0,0.0,1.5,2.0,73.2,5.3,0.7,0.9,0.4,0.4,8,0,17.35
Rashad McCants,MIN,SG,79,17.2,7.9,3.1,6.8,45.0,0.8,2.3,37.2,1.0,1.3,73.6,1.8,0.8,1.1,0.6,0.3,0,0,12.61
Brian Cook,LAL,PF,81,19.0,7.9,3.2,6.3,51.1,0.4,1.0,42.9,1.0,1.2,83.2,3.4,0.9,0.8,0.5,0.4,1,0,15.70
Tony Battie,ORL,C,82,27.0,7.9,3.4,6.7,50.7,0.0,0.1,0.0,1.1,1.6,66.4,5.6,0.6,1.1,0.6,0.8,6,0,12.21
Marko Jaric,MIN,PG,75,28.0,7.8,3.0,7.5,39.9,0.5,1.8,30.1,1.3,1.8,68.8,3.1,3.9,1.7,1.4,0.3,2,0,11.70
Raef LaFrentz,BOS,C,82,24.8,7.8,2.9,6.7,43.1,1.4,3.5,39.2,0.6,0.9,68.0,5.0,1.4,0.8,0.4,0.9,3,0,12.03
Antonio McDyess,DET,PF,82,21.1,7.8,3.5,6.8,50.9,0.0,0.0,0.0,0.8,1.5,55.7,5.3,1.1,0.9,0.6,0.6,5,0,15.53
Gary Payton,MIA,PG,81,28.5,7.7,2.8,6.8,42.0,0.8,2.8,28.7,1.2,1.6,79.4,2.9,3.2,1.3,0.9,0.1,0,0,10.78
Matt Carroll,CHA,SG,78,16.3,7.6,2.5,6.1,40.3,0.9,2.4,38.9,1.8,2.2,82.1,2.0,0.4,0.6,0.6,0.1,0,0,13.96
Bruce Bowen,SA,SF,82,33.6,7.5,2.8,6.5,43.3,1.3,3.0,42.4,0.6,1.0,60.7,3.9,1.5,0.8,1.0,0.4,0,0,9.16
John Salmons,PHI,SF,82,25.1,7.5,2.7,6.4,42.0,0.3,1.1,29.9,1.9,2.4,77.5,2.7,2.7,1.5,0.9,0.2,3,0,10.70
Devin Brown,UTAH,SG,81,21.1,7.5,2.6,6.5,39.3,0.5,1.5,33.1,2.0,2.6,74.5,2.6,1.3,1.2,0.5,0.2,0,0,10.34
Danny Granger,IND,SF,78,22.6,7.5,2.8,6.1,46.2,0.4,1.2,32.3,1.5,1.9,77.7,4.9,1.2,1.0,0.7,0.8,6,0,14.74
Matt Bonner,TOR,C,78,21.9,7.5,2.7,6.0,44.8,1.3,3.1,42.0,0.8,1.0,82.9,3.6,0.7,0.4,0.6,0.4,2,0,13.79
Kwame Brown,LAL,C,72,27.5,7.4,2.8,5.4,52.6,0.0,0.0,0.0,1.8,3.3,54.5,6.6,1.0,1.4,0.4,0.6,7,0,11.77
Sarunas Jasikevicius,IND,PG,75,20.8,7.3,2.3,5.7,39.6,1.1,3.1,36.4,1.6,1.8,91.0,2.0,3.0,1.5,0.5,0.1,1,0,12.88
Ben Wallace,DET,PF,82,35.2,7.3,2.9,5.7,51.0,0.0,0.0,0.0,1.5,3.6,41.6,11.3,1.9,1.1,1.8,2.2,17,0,17.54
Brendan Haywood,WSH,C,79,23.8,7.3,2.8,5.5,51.4,0.0,0.0,0.0,1.7,2.8,58.5,5.9,0.6,1.2,0.4,1.3,7,0,13.82
Clifford Robinson,NJ,PF,80,23.3,6.9,2.7,6.4,42.7,0.8,2.2,34.3,0.7,1.0,65.8,3.3,1.1,0.8,0.6,0.5,0,0,9.61
Damon Jones,CLE,PG,82,25.5,6.7,2.3,6.0,38.7,1.7,4.5,37.7,0.4,0.6,64.0,1.6,2.1,0.7,0.5,0.0,0,0,9.30
Greg Buckner,DEN,SG,73,24.1,6.7,2.5,5.7,43.4,1.2,3.3,35.4,0.6,0.8,78.2,2.9,1.7,0.7,1.2,0.3,0,0,11.45
Joey Graham,TOR,SF,80,19.8,6.7,2.5,5.2,47.8,0.4,1.1,33.3,1.4,1.7,81.2,3.1,0.8,1.2,0.5,0.2,0,0,10.26
Jarrett Jack,POR,G,79,20.2,6.7,2.4,5.4,44.2,0.3,1.0,26.3,1.6,2.0,80.0,2.0,2.8,1.3,0.5,0.0,0,0,12.37
Damien Wilkins,SEA,SG,82,18.6,6.5,2.4,5.3,44.4,0.2,0.7,25.0,1.7,2.0,84.0,2.3,1.3,1.0,0.9,0.1,2,0,13.20
Jared Jeffries,WSH,PF,77,25.3,6.4,2.4,5.4,45.1,0.2,0.6,32.0,1.3,2.2,58.9,4.9,1.9,1.3,0.8,0.6,2,0,11.62
Devean George,LAL,SF,71,21.7,6.3,2.4,6.0,40.0,0.7,2.3,31.3,0.8,1.2,67.4,3.9,1.0,0.8,0.9,0.5,0,0,11.40
Milt Palacio,UTAH,PG,71,19.4,6.2,2.4,5.7,42.4,0.0,0.2,6.3,1.4,2.1,65.3,1.9,2.7,1.5,0.7,0.2,0,0,9.98
Nazr Mohammed,SA,C,80,17.4,6.2,2.4,4.7,50.4,0.0,0.0,0.0,1.4,1.8,78.5,5.2,0.5,1.1,0.3,0.6,5,0,15.02
Carlos Arroyo,DET,PG,77,15.5,5.8,2.2,4.9,44.4,0.1,0.3,35.0,1.4,1.8,77.4,1.7,3.0,1.1,0.5,0.1,0,0,15.68
Brent Barry,SA,SG,74,17.0,5.8,2.1,4.7,45.2,1.1,2.7,39.6,0.5,0.8,66.1,2.1,1.7,0.7,0.5,0.4,0,0,14.92
Lorenzen Wright,MEM,PF,78,21.7,5.8,2.5,5.2,47.8,0.0,0.0,0.0,0.8,1.5,56.4,5.1,0.6,0.9,0.7,0.6,3,0,12.19
Erick Dampier,DAL,C,82,23.6,5.7,2.1,4.2,49.3,0.0,0.0,0.0,1.5,2.6,59.1,7.8,0.6,1.4,0.3,1.3,7,0,13.96
Tyson Chandler,CHI,C,79,26.8,5.3,2.0,3.6,56.5,0.0,0.0,0.0,1.2,2.4,50.3,9.0,1.0,1.6,0.5,1.3,9,0,12.23
Jarron Collins,UTAH,C,79,21.9,5.3,1.6,3.5,46.1,0.0,0.0,0.0,2.0,2.8,71.7,4.2,1.2,0.8,0.5,0.3,1,0,11.00
