PLAYER,Team,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
Dwight Howard,ORL,C,82,36.9,17.6,6.4,10.6,60.3,0.0,0.0,50.0,4.8,8.1,58.6,12.3,1.9,3.9,0.9,1.9,60,0,21.19
Mehmet Okur,UTAH,C,80,33.3,17.6,6.1,13.3,46.2,1.6,4.2,38.4,3.7,4.8,76.5,7.2,2.0,1.6,0.5,0.5,21,0,18.19
Shawn Marion,PHX,SG,80,37.6,17.5,7.0,13.4,52.4,1.0,3.2,31.7,2.5,3.1,81.0,9.8,1.7,1.4,2.0,1.5,37,0,20.87
Mike Bibby,SAC,PG,82,34.0,17.1,5.7,14.2,40.4,2.1,5.9,36.0,3.5,4.2,83.0,3.2,4.7,2.4,1.1,0.1,2,0,16.07
Chauncey Billups,DET,PG,70,36.2,17.0,5.0,11.6,42.7,1.6,4.5,34.5,5.5,6.2,88.3,3.4,7.2,2.0,1.2,0.2,16,0,21.38
Ricky Davis,MIN,SG,81,37.3,17.0,6.2,13.4,46.5,1.5,3.8,39.7,3.0,3.5,83.9,3.9,4.8,2.6,1.0,0.3,2,0,15.97
Corey Maggette,LAC,SF,75,30.5,16.9,4.9,10.8,45.4,0.2,0.9,20.0,6.9,8.4,82.0,5.9,2.8,2.7,0.9,0.2,9,0,18.67
Jason Terry,DAL,G,81,35.1,16.7,6.3,13.1,48.4,2.0,4.6,43.8,2.0,2.5,80.4,2.9,5.2,1.9,1.0,0.2,6,0,18.97
Kirk Hinrich,CHI,SG,80,35.5,16.6,5.9,13.3,44.8,1.8,4.2,41.5,3.0,3.6,83.5,3.4,6.3,2.4,1.3,0.3,10,0,17.09
Manu Ginobili,SA,G,75,27.5,16.5,5.3,11.4,46.4,1.7,4.3,39.6,4.3,5.0,86.0,4.4,3.5,2.1,1.5,0.4,1,0,24.18
Monta Ellis,GS,SG,77,34.3,16.5,6.2,13.1,47.5,0.5,1.9,27.3,3.5,4.6,76.3,3.2,4.1,2.9,1.7,0.3,2,0,15.06
Al Harrington,IND,PF,78,32.9,16.5,6.3,13.9,45.7,1.6,3.8,43.3,2.2,3.1,69.4,6.4,1.9,2.2,0.8,0.3,8,0,14.89
Josh Smith,ATL,PF,72,36.8,16.4,6.1,13.8,43.9,0.5,2.1,25.0,3.7,5.4,69.3,8.6,3.3,3.2,1.4,2.9,32,0,18.39
Stephon Marbury,NY,PG,74,37.1,16.4,5.3,12.9,41.5,1.7,4.7,35.7,4.0,5.2,76.9,2.9,5.4,2.4,1.0,0.1,0,0,15.36
Deron Williams,UTAH,PG,80,36.9,16.2,6.2,13.5,45.6,1.0,3.2,32.2,2.8,3.7,76.7,3.3,9.3,3.1,1.0,0.2,30,0,17.15
Stephen Jackson,IND,SF,75,33.1,15.5,5.5,12.6,43.3,1.3,4.1,32.2,3.2,4.0,81.3,3.0,3.8,2.4,1.1,0.5,1,0,14.50
Larry Hughes,CLE,SG,70,37.1,14.9,5.4,13.6,40.0,1.1,3.2,33.3,3.0,4.4,67.6,3.8,3.7,2.2,1.3,0.4,1,0,12.17
Ruben Patterson,MIL,PF,81,31.0,14.7,5.9,10.7,54.8,0.0,0.2,15.8,3.0,4.6,64.1,5.4,2.9,2.5,1.4,0.3,10,0,18.60
Raja Bell,PHX,SG,78,37.4,14.7,5.3,12.2,43.2,2.6,6.4,41.3,1.5,1.9,77.6,3.2,2.5,1.1,0.6,0.3,1,0,12.01
Kyle Korver,PHI,SG,74,30.9,14.4,5.0,11.4,44.0,1.8,4.1,43.0,2.6,2.8,91.4,3.5,1.4,1.6,0.8,0.3,0,0,14.24
Tayshaun Prince,DET,SF,82,36.6,14.3,5.6,12.2,46.0,1.0,2.6,38.6,2.1,2.7,76.8,5.2,2.8,1.2,0.6,0.7,5,0,16.01
Raymond Felton,CHA,G,78,36.3,14.0,5.0,13.1,38.4,1.3,4.0,33.0,2.6,3.3,79.7,3.4,7.0,2.9,1.5,0.1,11,0,13.55
T.J. Ford,TOR,PG,75,29.9,14.0,5.2,12.0,43.6,0.3,0.9,30.4,3.2,3.9,81.9,3.1,7.9,3.1,1.3,0.1,20,0,18.30
Danny Granger,IND,SF,82,34.0,13.9,4.9,10.6,45.9,1.3,3.5,38.2,2.9,3.6,80.3,4.6,1.4,1.6,0.8,0.7,3,0,13.90
Cuttino Mobley,LAC,SG,78,36.4,13.8,5.0,11.3,44.0,1.3,3.2,41.1,2.6,3.1,83.7,3.4,2.5,1.9,1.2,0.3,0,0,12.52
Desmond Mason,NO,SF,75,34.3,13.7,5.4,12.0,45.2,0.0,0.0,0.0,2.9,4.3,66.3,4.6,1.5,2.6,0.7,0.3,2,0,10.85
Charlie Bell,MIL,SG,82,34.7,13.5,5.2,11.9,43.7,1.5,4.4,35.2,1.6,2.0,78.0,2.9,3.0,1.3,1.2,0.0,0,0,13.16
Chris Wilcox,SEA,PF,82,31.5,13.5,5.3,10.0,52.9,0.0,0.1,0.0,2.9,4.3,68.4,7.7,1.0,1.5,0.9,0.5,20,0,16.63
Andre Miller,DEN/PHI,PG,80,37.1,13.4,5.3,11.4,46.6,0.1,0.4,14.3,2.8,3.5,78.4,4.4,7.8,2.8,1.4,0.1,19,1,16.18
Hedo Turkoglu,ORL,SF,73,31.1,13.3,4.7,11.3,41.9,1.5,3.8,38.8,2.3,3.0,78.1,4.0,3.2,2.0,1.0,0.2,0,0,14.26
Rafer Alston,HOU,PG,82,37.1,13.3,4.7,12.4,37.5,2.3,6.5,36.3,1.6,2.2,73.4,3.4,5.4,2.1,1.6,0.1,3,0,12.99
Chucky Atkins,MEM,PG,75,27.5,13.2,4.1,9.5,43.4,1.5,4.1,37.9,3.4,4.1,81.0,1.9,4.6,1.7,0.7,0.1,3,0,17.45
Jason Kidd,NJ,PG,80,36.7,13.0,4.6,11.4,40.6,1.6,4.5,34.3,2.2,2.9,77.8,8.2,9.2,2.7,1.6,0.3,32,12,19.47
Jameer Nelson,ORL,G,77,30.3,13.0,4.9,11.4,43.0,0.8,2.5,33.5,2.4,2.9,82.8,3.1,4.3,2.4,0.9,0.1,0,0,13.92
Jamaal Tinsley,IND,PG,72,31.2,12.8,4.8,12.3,38.9,0.8,2.7,31.6,2.4,3.3,72.0,3.3,6.9,2.8,1.6,0.3,7,0,15.24
Mike Dunleavy,GS,SG,82,31.5,12.8,4.7,10.4,45.2,0.9,2.7,31.3,2.6,3.3,78.4,5.3,2.8,1.8,1.0,0.3,7,0,14.18
Hakim Warrick,MEM,PF,82,26.2,12.7,4.5,8.7,52.4,0.0,0.1,0.0,3.6,4.7,77.1,5.1,0.9,2.0,0.5,0.4,9,0,15.92
Anthony Parker,TOR,SG,73,33.4,12.4,4.5,9.4,47.7,1.6,3.6,44.1,1.8,2.2,83.5,3.9,2.1,1.0,1.0,0.2,0,0,14.52
Rasheed Wallace,DET,PF,75,32.3,12.3,4.8,11.2,42.3,1.4,3.9,35.1,1.4,1.8,78.8,7.2,1.7,1.3,1.0,1.6,12,0,15.81
Mark Blount,MIN,C,82,31.0,12.3,5.2,10.2,50.9,0.1,0.4,29.0,1.8,2.4,75.4,6.2,0.8,1.9,0.5,0.7,8,0,12.73
Zaza Pachulia,ATL,C,72,28.1,12.2,4.0,8.5,47.4,0.0,0.0,0.0,4.1,5.2,78.6,6.9,1.5,2.3,1.1,0.5,13,0,16.90
Matt Carroll,CHA,SG,72,26.1,12.1,4.0,9.1,43.3,1.5,3.7,41.6,2.6,2.9,90.4,2.9,1.3,1.0,0.7,0.1,0,0,14.63
Ryan Gomes,BOS,SF,73,31.2,12.1,4.6,9.9,46.8,0.2,0.6,38.1,2.6,3.2,81.1,5.6,1.6,1.4,0.7,0.2,6,1,13.74
Jarrett Jack,POR,G,79,33.6,12.0,4.1,8.9,45.4,0.8,2.3,35.0,3.1,3.5,87.1,2.6,5.3,2.4,1.1,0.1,3,0,14.62
Zydrunas Ilgauskas,CLE,C,78,27.3,11.9,4.9,10.2,48.5,0.0,0.0,0.0,2.0,2.5,80.7,7.7,1.6,1.8,0.6,1.3,17,0,17.98
Adam Morrison,CHA,SF,78,29.8,11.8,4.6,12.1,37.6,1.1,3.3,33.7,1.5,2.2,71.0,2.9,2.1,1.7,0.4,0.1,0,0,7.91
Matt Harpring,UTAH,SF,77,25.5,11.6,4.2,8.5,49.1,0.2,0.5,33.3,3.1,4.0,76.7,4.6,1.3,1.5,0.7,0.1,2,0,14.76
Willie Green,PHI,SG,74,24.9,11.3,4.8,11.7,41.1,0.7,2.1,32.5,1.0,1.5,66.7,2.1,1.5,1.4,0.8,0.1,0,0,10.30
DeShawn Stevenson,WSH,SG,82,29.5,11.2,4.2,9.2,46.1,0.9,2.2,40.4,1.9,2.6,70.4,2.6,2.7,1.5,0.8,0.2,1,0,12.92
Marcus Camby,DEN,C,70,33.8,11.2,4.5,9.4,47.3,0.0,0.0,0.0,2.3,3.2,72.9,11.7,3.2,1.7,1.2,3.3,32,0,19.10
Mickael Pietrus,GS,SF,72,26.9,11.1,4.0,8.1,48.8,1.3,3.3,38.7,1.9,2.9,64.8,4.5,0.9,1.5,0.7,0.8,4,0,12.99
Drew Gooden,CLE,PF,80,28.0,11.1,4.6,9.8,47.3,0.0,0.1,16.7,1.8,2.5,71.4,8.5,1.1,1.4,0.9,0.4,25,0,16.59
Smush Parker,LAL,PG,82,30.0,11.1,4.2,9.6,43.6,1.3,3.7,36.5,1.4,2.1,64.6,2.5,2.8,1.9,1.5,0.1,0,0,11.68
Tim Thomas,LAC,PF,76,27.0,11.0,3.9,9.5,41.4,1.8,4.7,38.2,1.3,1.9,70.8,5.0,2.3,1.4,0.7,0.4,2,0,13.67
Luke Ridnour,SEA,PG,71,29.5,11.0,4.2,9.8,43.3,0.7,2.0,35.3,1.8,2.2,80.5,2.3,5.2,2.2,1.2,0.3,6,0,13.74
Luther Head,HOU,PG,80,27.6,10.9,3.8,8.8,43.7,2.2,5.0,44.1,1.0,1.3,79.0,3.2,2.4,1.7,1.0,0.1,0,0,13.73
Rudy Gay,MEM,SF,78,27.0,10.8,4.1,9.7,42.2,0.7,1.8,36.4,1.9,2.7,72.7,4.5,1.3,1.8,0.9,0.9,5,0,12.41
Samuel Dalembert,PHI,C,82,30.9,10.7,4.3,8.0,54.1,0.0,0.0,0.0,2.0,2.7,74.6,8.9,0.8,2.0,0.6,1.9,23,0,16.11
Udonis Haslem,MIA,PF,79,31.4,10.7,4.5,9.1,49.2,0.0,0.1,0.0,1.7,2.6,68.0,8.3,1.2,1.4,0.6,0.3,21,0,13.69
Gerald Green,BOS,SG,81,22.0,10.4,3.8,9.1,41.9,1.2,3.2,36.8,1.6,2.0,80.5,2.6,1.0,1.5,0.5,0.3,0,0,12.10
Devin Harris,DAL,G,80,26.0,10.2,3.7,7.4,49.2,0.2,0.6,28.0,2.7,3.3,82.4,2.5,3.7,1.8,1.2,0.3,0,0,15.96
Randy Foye,MIN,SG,82,22.9,10.1,3.7,8.4,43.4,0.8,2.3,36.8,2.0,2.3,85.4,2.7,2.8,1.9,0.6,0.3,1,0,14.03
Shane Battier,HOU,SF,82,36.4,10.1,3.6,8.0,44.6,1.9,4.5,42.1,1.1,1.4,77.9,4.1,2.1,0.9,1.0,0.7,1,0,12.05
Rasual Butler,NO,SF,81,27.4,10.1,3.9,9.7,39.8,1.7,4.5,36.9,0.7,1.1,64.4,3.2,0.8,0.8,0.5,0.7,1,0,10.80
Mike James,MIN,PG,82,25.2,10.1,3.6,8.6,42.2,1.0,2.6,37.2,1.9,2.2,83.7,2.0,3.6,1.6,0.7,0.1,2,0,13.30
Derek Fisher,UTAH,PG,82,27.9,10.1,3.1,8.2,38.2,0.6,1.9,30.8,3.2,3.7,85.3,1.8,3.3,1.5,1.0,0.1,1,0,11.42
Chris Kaman,LAC,C,75,29.0,10.1,3.9,8.7,45.1,0.0,0.0,0.0,2.2,3.0,74.1,7.8,1.1,2.0,0.5,1.5,14,0,12.97
Shareef Abdur-Rahim,SAC,PF,80,25.2,9.9,3.9,8.2,47.4,0.0,0.3,15.0,2.1,2.9,72.7,5.0,1.4,1.5,0.7,0.5,4,0,13.16
Mikki Moore,NJ,C,79,26.4,9.8,3.9,6.4,60.9,0.0,0.0,0.0,2.0,3.0,68.1,5.1,0.9,1.4,0.6,0.8,2,0,14.81
Matt Barnes,GS,SF,76,23.9,9.8,3.6,8.3,43.8,1.4,3.8,36.6,1.2,1.6,73.2,4.6,2.1,1.4,1.0,0.5,8,0,14.69
Boris Diaw,PHX,C,73,31.1,9.7,4.2,7.8,53.8,0.2,0.6,33.3,1.1,1.6,68.3,4.3,4.8,2.1,0.4,0.5,6,1,13.02
Juwan Howard,HOU,PF,80,26.5,9.7,3.9,8.3,46.5,0.0,0.0,0.0,1.9,2.4,82.4,5.9,1.6,1.4,0.4,0.1,9,0,12.79
Nick Collison,SEA,F,82,29.0,9.6,3.9,7.8,50.0,0.0,0.0,0.0,1.9,2.4,77.4,8.1,1.0,1.5,0.6,0.8,18,0,14.26
Juan Dixon,POR,SG,81,23.8,9.6,3.7,8.7,42.5,1.0,2.8,35.0,1.2,1.4,87.1,2.0,1.5,1.2,0.9,0.1,0,0,11.82
Andris Biedrins,GS,C,82,29.0,9.5,4.2,7.1,59.9,0.0,0.0,0.0,1.1,2.0,52.1,9.3,1.1,1.5,0.8,1.7,24,0,16.23
Channing Frye,NY,F,72,26.3,9.5,4.1,9.6,43.3,0.0,0.3,16.7,1.2,1.5,78.7,5.5,0.9,1.4,0.5,0.6,3,0,10.50
Tyson Chandler,NO,C,73,34.6,9.5,4.0,6.4,62.4,0.0,0.0,0.0,1.5,2.8,52.7,12.4,0.9,1.7,0.5,1.8,34,0,17.06
Earl Watson,SEA,PG,77,27.9,9.4,3.4,8.9,38.3,1.2,3.6,32.9,1.4,1.9,73.5,2.4,5.7,2.2,1.3,0.3,3,0,13.58
Jannero Pargo,NO,PG,82,20.9,9.2,3.5,8.4,40.9,1.0,2.5,38.8,1.3,1.5,85.2,2.2,2.5,1.5,0.6,0.0,1,0,13.50
Bostjan Nachbar,NJ,SF,76,20.2,9.2,3.0,6.5,45.7,1.5,3.5,42.3,1.7,2.2,80.5,3.3,0.8,0.9,0.4,0.3,1,0,14.59
Michael Finley,SA,SG,82,22.2,9.0,3.3,8.1,41.2,1.3,3.5,36.4,1.1,1.2,91.8,2.7,1.3,0.6,0.4,0.2,1,0,13.76
Morris Peterson,TOR,SG,71,21.3,8.9,3.1,7.3,42.9,1.5,4.2,35.9,1.2,1.7,68.3,3.3,0.7,0.7,0.6,0.2,1,0,13.24
Damien Wilkins,SEA,SG,82,24.8,8.8,3.2,7.3,43.5,0.6,1.5,41.0,1.8,2.1,88.2,2.8,1.9,1.4,1.1,0.2,0,0,13.13
Jose Calderon,TOR,G,77,21.0,8.7,3.4,6.6,52.1,0.3,1.0,33.3,1.5,1.9,81.8,1.7,5.0,1.4,0.8,0.1,7,0,19.19
Alonzo Mourning,MIA,C,77,20.4,8.6,3.1,5.5,56.0,0.0,0.0,0.0,2.4,4.0,60.1,4.5,0.2,1.7,0.2,2.3,1,0,16.76
John Salmons,SAC,SF,79,27.0,8.5,3.0,6.5,45.6,0.5,1.4,35.7,2.0,2.6,77.9,3.3,3.2,1.5,0.9,0.3,2,1,12.69
Brent Barry,SA,SG,75,21.7,8.5,2.7,5.7,47.5,1.7,3.8,44.6,1.4,1.6,88.0,2.1,1.8,0.8,0.7,0.2,0,0,16.65
Antoine Walker,MIA,PF,78,23.3,8.5,3.4,8.6,39.7,1.1,3.9,27.5,0.6,1.3,43.8,4.3,1.7,1.8,0.6,0.2,3,0,9.65
Maurice Evans,LAL,SG,76,22.8,8.4,3.1,7.1,43.2,0.6,1.8,36.1,1.6,2.0,78.7,2.9,1.0,0.8,0.5,0.2,0,0,12.14
Ime Udoka,POR,F,75,28.6,8.4,3.2,6.9,46.1,1.2,2.9,40.6,0.9,1.2,74.2,3.7,1.5,1.0,0.9,0.2,2,0,12.09
Andrei Kirilenko,UTAH,SF,70,29.3,8.3,2.8,6.0,47.1,0.2,1.1,21.3,2.5,3.4,72.8,4.7,2.9,1.9,1.1,2.1,3,0,14.38
Antonio McDyess,DET,PF,82,21.1,8.1,3.5,6.6,52.6,0.0,0.0,0.0,1.2,1.7,69.1,6.0,0.9,0.9,0.7,0.8,8,0,18.22
Darko Milicic,ORL,C,80,23.9,8.0,3.1,6.9,45.4,0.0,0.0,0.0,1.8,2.9,61.3,5.5,1.1,1.6,0.6,1.8,6,0,13.88
Andrew Bynum,LAL,C,82,21.9,7.8,3.0,5.4,55.8,0.0,0.0,0.0,1.7,2.6,66.8,5.9,1.1,1.4,0.1,1.6,10,0,15.44
James Posey,MIA,SF,71,27.0,7.7,2.6,6.1,43.1,1.4,3.6,37.5,1.1,1.4,82.7,5.0,1.3,0.8,1.0,0.3,1,0,12.75
Carlos Arroyo,ORL,PG,72,18.1,7.7,2.8,6.6,42.5,0.2,0.7,27.5,1.8,2.3,79.5,1.9,2.8,1.3,0.5,0.0,0,0,14.48
Linas Kleiza,DEN,SF,79,18.8,7.6,2.5,6.0,42.2,1.1,2.8,37.6,1.5,1.7,85.2,3.4,0.6,1.0,0.4,0.2,1,0,11.11
Dahntay Jones,MEM,SG,78,21.4,7.5,2.8,5.9,47.7,0.1,0.2,41.7,1.8,2.2,79.3,2.0,0.9,1.2,0.5,0.3,0,0,9.67
Craig Smith,MIN,PF,82,18.7,7.4,3.0,5.6,53.1,0.0,0.1,0.0,1.4,2.3,62.4,5.1,0.6,0.9,0.6,0.2,3,0,15.72
Jarvis Hayes,WSH,SF,81,20.1,7.2,2.8,6.7,41.0,0.8,2.3,36.1,0.9,1.0,84.5,2.6,1.0,0.7,0.6,0.2,0,0,10.77
Chris Duhon,CHI,PG,78,24.4,7.2,2.5,6.2,40.8,1.1,3.1,35.9,1.0,1.3,75.2,2.2,4.0,1.3,0.9,0.1,1,0,11.94
Antonio Daniels,WSH,PG,80,22.0,7.1,2.2,4.9,44.2,0.2,0.8,30.2,2.6,3.1,83.2,1.9,3.6,0.9,0.5,0.1,3,0,15.02
Erick Dampier,DAL,C,76,25.2,7.1,2.8,4.4,62.6,0.0,0.0,0.0,1.6,2.5,62.3,7.4,0.6,1.4,0.3,1.1,8,0,14.91
Martell Webster,POR,SF,82,21.5,7.0,2.4,6.0,39.6,1.1,3.0,36.4,1.1,1.6,70.5,2.9,0.6,0.9,0.4,0.2,0,0,10.02
Donyell Marshall,CLE,PF,81,16.8,7.0,2.6,6.1,42.4,1.2,3.3,35.1,0.7,1.0,66.3,4.0,0.6,0.8,0.5,0.5,2,0,15.30
Paul Millsap,UTAH,PF,82,18.0,6.8,2.5,4.9,52.5,0.0,0.0,33.3,1.7,2.5,67.3,5.2,0.8,1.1,0.8,0.9,7,0,17.64
Marcus Williams,NJ,PG,79,16.6,6.8,2.6,6.7,39.5,0.6,2.1,28.2,0.9,1.1,84.7,2.1,3.3,1.8,0.4,0.0,0,0,11.55
Anderson Varejao,CLE,C,81,23.9,6.8,2.4,5.0,47.6,0.0,0.1,0.0,2.0,3.3,61.6,6.7,0.9,0.8,0.9,0.6,7,0,14.45
Trenton Hassell,MIN,SF,76,29.3,6.7,2.9,5.8,49.0,0.1,0.3,24.0,0.9,1.2,78.3,3.2,2.7,1.1,0.3,0.3,1,0,9.71
Brendan Haywood,WSH,C,77,22.6,6.6,2.6,4.6,55.8,0.0,0.0,0.0,1.5,2.7,54.8,6.2,0.6,1.2,0.4,1.1,7,0,14.23
Eduardo Najera,DEN,PF,75,22.1,6.6,2.7,4.7,57.6,0.0,0.2,8.3,1.2,1.6,71.5,4.1,0.9,0.7,1.0,0.3,2,0,13.49
Jamaal Magloire,POR,C,81,21.0,6.5,2.5,4.9,50.4,0.0,0.0,0.0,1.6,3.0,54.1,6.1,0.4,1.6,0.3,0.8,6,0,11.48
Steve Blake,MIL,PG,82,27.1,6.4,2.5,6.2,41.1,0.8,2.5,32.2,0.5,0.8,67.2,2.1,5.0,1.6,0.7,0.1,3,0,9.98
Steven Hunter,PHI,C,70,22.9,6.4,2.7,4.7,57.7,0.0,0.0,0.0,1.1,2.2,49.0,4.8,0.4,0.9,0.2,1.1,2,0,12.37
Rajon Rondo,BOS,PG,78,23.5,6.4,2.4,5.8,41.8,0.1,0.4,20.7,1.5,2.4,64.7,3.7,3.8,1.8,1.6,0.1,3,0,13.16
Ben Wallace,CHI,PF,77,35.0,6.4,2.5,5.5,45.3,0.0,0.1,20.0,1.4,3.5,40.8,10.7,2.4,1.3,1.4,2.0,12,0,14.59
James Jones,PHX,SG,76,18.1,6.4,2.1,5.8,36.8,1.2,3.1,37.8,0.9,1.1,87.7,2.3,0.6,0.4,0.4,0.6,0,0,10.81
Joey Graham,TOR,SF,79,16.7,6.4,2.4,4.9,49.5,0.1,0.4,29.0,1.4,1.7,84.0,3.1,0.6,0.6,0.4,0.1,1,0,12.86
Bruce Bowen,SA,SF,82,30.0,6.2,2.3,5.7,40.5,1.1,2.8,38.4,0.5,0.9,58.9,2.7,1.4,0.8,0.8,0.3,0,0,7.18
Johan Petro,SEA,C,81,18.6,6.2,2.8,5.4,51.6,0.0,0.0,0.0,0.6,1.0,64.9,4.1,0.6,1.0,0.5,0.6,3,0,11.63
Rasho Nesterovic,TOR,C,80,21.0,6.2,2.9,5.3,54.6,0.0,0.0,0.0,0.4,0.6,68.0,4.5,0.9,0.7,0.5,1.1,0,0,13.92
Sebastian Telfair,BOS,PG,78,20.2,6.1,2.3,6.1,37.1,0.5,1.6,28.9,1.2,1.4,81.8,1.4,2.8,1.3,0.6,0.1,0,0,8.61
P.J. Brown,CHI,PF,72,20.2,6.1,2.4,5.8,40.7,0.0,0.0,0.0,1.3,1.7,78.7,4.8,0.7,1.2,0.3,0.7,3,0,9.75
